,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X600741.SH,X300003.SZ,X002007.SZ,X600183.SH,X002371.SZ,X000100.SZ,X000596.SZ,X000977.SZ,X002241.SZ,X300014.SZ,X601877.SH,X000625.SZ,X002236.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002456.SZ,X002179.SZ,X002223.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600487.SH,X600584.SH,X002414.SZ,X600522.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.278122492547378,0.265809484849354,0,0,0,0,0,0,0,0,0,0,-0.0399782454783095,0,0.00679073923142633,0,0.184127629026017,0,0,0,-0.0380123151323379,0,0,0.0535730586897119,0,0,0.152510576479593,0,0,-0.212273126415732,0.0693106561976494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490398946357806,-0.00773451218087825,0,0,0,0,0,0
X000858.SZ,0.0394930744158152,0,0,0,0,0.0834520069752746,0,0,0,0.0818896874904377,0,0,0.332548063192147,0.119805456079223,0,0,0,0,0,0,0,-0.0180369197077051,0,0,0.202545568219182,0,0,0,0,0.0623220971634077,0,0.00214880660224714,0,0.0111490752518029,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.011985498928968,0,0,0,0,0,0
X600276.SH,0.0563901317648079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708677505248834,0.0520433321159767,0,0.0856881131933636,0,0,0,0,0,0,0,0,0.114164052430813,0.013371981099245,0,0,0,0,0,0,0,0,-0.0265172352253355,0,0,0,0,0,0.0158228657662855,0,0,0,0,0,0,0,0,0,-0.00482009656113986,0,0,0,0,0,0
X000651.SZ,0,0.0133835002333278,0,0,0,0.047628241187647,0,0,0,0,0,0,0.240011550359542,0,0.159563526116723,0,0,0,0,0,0,0,0,0,0.0100360620003466,0,0,0,0,0,0,0.20416018936417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142336067999327,0,0,0,0,0,0
X002415.SZ,0,0.0945379435307819,0,0,0,0,0,0.113573097763303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418152885780466,0,0.0642980636228965,0,0,0.141611578878111,0,0,0,0,0,0,0,0,0,0,0,0.104401643381948,0,0.0337866830133462,0,0,0,0,0,0,0,0.00568293022741824,0.0218643120721482,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.607684682674299,1.38777878078145e-17,0,0.0294689008888311,0.00160371040821703,0,0,0.0729912938418781,0,0,0,0,-3.46944695195361e-18,0.0264243222759003,0.0905457365238182,0,0,0,0,0,0,0,0,0,0.000142620326402301,0,0,0,0,0,0.0902069711855135,0,0,0,0,0,0,0,0,0.20263228471956,-0.0530905846831733,0.0346270839343328,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0836124707180568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563851309664493,-0.0757050943101034,0,0,0,0,0.214312310640699,0,0.0843841346247243,0,0,0,0,0,0,0.523674432046029,0,0,0,0,0,0.0234463611454132,0.122697715361959,0,0,0,-0.211077045868852,0,0,0,0,0.0511187145919654,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.332555104551183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171842530916576,0,0,0,0.0116566302257127,-6.93889390390723e-18,0,0,0.233448635392049,0.0287843799034086,0,0,0,0,0,0,0,0,0,0,0,0.029644148562973,0,-0.0674681580113278,0,0.25592205275838,0,0,0,0,0,0,0,-0.0227808089184557,0.0228314758465324,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0525002153342509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112556539061047,0,0,0,0,0,0,0,0,0,0,0,0,0.00165775094641376,0,0,0,0.117620650203023,0,0,0,0.170801647483334,0,0.0566475666759063,0,0,0,0.0420999133688598,-0.0133055632002723,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.015106564920159,0,0,0,0,0,0,0,0.0327268805205608,0.0958535367686472,0,0,0,0,0,0,8.67361737988404e-19,0,0.0723201333200975,0.124586101114966,0,0,0,0,0.102302880076211,0,0,0.413077501919369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765768252529934,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942740458630576,0,0,0.0103355715464349,0,0,0,0,0,0,0.413011094041874,0,0,0,0.113196098506412,0,0,0,0.0532721725237004,0,0,0,0.0131691858005037,0,0.00383690917882985,0,0,0,0,0.0213725026820497,0.0530736072203642,0,0,0,0.0442181408842707,0,0,0,0.0363925063357054,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.101828805814747,0,0,0.265689907356739,0,0.0498942702897883,0,0,0,0,0,0,0,0.0598913784529079,0,0,0,0,0,0,0.020837589110386,0,0,0,0,0,0,0,0,0,-0.046572122319715,0,0,0.0292492180154753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.357873817167719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445124263462041,0,0,0,0.0430292856902165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643876437932611,0,0.00808120709666321,0,0.0498498996107351,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0108201509646289,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190981834445077,0,0,0,0,0,0,0,0,0,0.212700534610492,0,0,0,0,0.108038826124725,0,0.046166062691905,0,0,0,0,0,0,0,0,0,0,0.152230457821647,0,0,0,0,0,0,0.080704308860569,0,0.0232211689070293,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.130508282098737,0,0.251431385307642,0,0,0,0.375434477771009,0,0,0,0,0,0,0,0,0,0.0226906748665066,0.0752577156833613,0,0,0,0,0.0973145167641261,0,0,0,0,0,0,0,0,0,0,0.0118295328840715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379669877615973,-0.0325933934621098,0,0,0,0,0,0
