,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X300146.SZ,X600779.SH,X002414.SZ,X300003.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X600089.SH,X000066.SZ,X002074.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0824133663085189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147159316098486,0.0874258244125592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129923967699654,0,0.0179093511798912,0,0,0.0342127217298152,0,0,0,0,-0.112052124170461,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0454452137684049,0.367737494491035,0.047790472262505,0,0.0424206213800127,0,0,0,0,0,0.0363085204082322,0,0,0,0,0,0.0933133943445132,0,0,0,0,0,0,0,0.0586815341293906,0,0,0.110447840340916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997617960863848,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0077942458412533,0,0,0.0669411716602808,0,0.0108643961121854,0,0,0,0,0.00756483462625801,0,0,0,0,0,0.177063967107942,0.0705899974754475,0,0,0,0,0,0,0,0.0684960745212807,0,0,0.00209823139922023,0.00345768594300225,0,0,0,-2.16840434497101e-19,0,0,0,0.0326321138932306,0,0.0902623169469938,0,0,0,0,0,0,0,-0.0373610352988284,0,0,0,0,0,0
X600276.SH,0,1.73472347597681e-18,0,0,0.11707702477718,0,0,0,0,0,0,0,-0.0308558238875082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081220734762289,0.0355557321355727,0,0,0,0,0,-0.184429094980714,0,0,0,0,0,0.0697845722918367,0,0,0,0,0,0,-0.0744408066102555,0,0.139687058103389,0,0,0,0,0.00974970243499465,0,0
X000568.SZ,0,0.776121179678559,0,0,0,0.015413632100514,0,0,0,0,0,0,0,0,0,0.0152047726774629,0,0,0,0,0.0117096261818972,0,0,0,0.0738644366584411,0,0,0,0,0,0,0,0.0999149290204163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694361398872191,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136800799033195,0,0,0,0,0,0,0,0,0,0,0,0,0.309433941965499,0,0,0.0212937439242787,0.431291690874244,0,0,0,0,0,0.085096312112814,0.113295993118374,2.36951073029545e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621855932850861,0,0,0,-0.0317801080726213,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200923644417659,0,0,0.0420218445992091,0,0,0.106636896095896,0,0,0.0185729176588601,0,0,0,0,0,0.0152977753769644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0900040734621769,0.224678911365312,0.113262467103047,0,0,0.0926712032058673,0,0,0,0,0,0,0,0,0,0,0.141161442383591,-0.050516846784428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322687932044597,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00836772957569458,0,0,0,0,0,0,0
X600690.SH,0,0,0.103745404921663,0,0,0,0.046789872004186,0,0,0.0216334621289939,0,0,0.119619017282914,0.0368856857903326,0,0.0488624425181998,0,0,0,0,0,0,0,0,0,0,0.0383762627355723,0,0,0,0.0892701435166233,0,0,0.0198193383962947,0.313947465651547,0.0205551598070136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490363183382581,0,0,0,0.0314748960492044,0,0
X002475.SZ,0.0555831836958081,0,0,0,0,0,0.107586461737862,0.00499766475491632,0,0,0.145538100031726,0,0,0,0.0401973886769064,0.0330525864361923,0,0,0.0902552062886598,0.261335446923807,0,-0.0542440043710781,0.147267617478575,0.0148627690870266,-0.0185827405993031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123744361420233,0,0,0,-0.0329372388584672,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29733051804245,0.224391339480341,0,0,0.047964660436218,0,0,0,0.0668545450534847,0.015100320491538,0,0,0.186201268519016,0,0.15707421194694,0,0,0,0,0,0,0.174596403160717,0,0,0,0,0,0.0216431812482764,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0219943399857401,0,0,0,0,0.010617303757848,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0626591734100285,0,0,0.0702679555567931,0,0,0,0,-0.0720146017274118,0,0,0,0,0,0.0185783691107802,0,0,0,0,0,0,0,0,0.0722961163275083,0,0,0,0,0,0,0,0.0813770412752029,0,0,0,0,0,0.0720659382382876,0,0.0653397988802369,-0.00683842709571469,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.107139490829239,0,0,0,0,0,0.0420735814352126,0,0.0365076882674926,0,0,0.102475649634396,0,0,0.230790755792551,0.093288731071859,0.0708018742552451,0,0,0,0,0,0,0,0,0,0,0,0,0.078953108062357,0,0.187845894767049,0,0,0,0,0.0017708142989137,0,0,0,0,-0.0371305293506551,0,0,0,0,0,0,0,0,0
