,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X600487.SH,X601877.SH,X002008.SZ,X300136.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600699.SH,X600177.SH,X000157.SZ,X300142.SZ,X000596.SZ,X000050.SZ,X600584.SH,X600118.SH,X600566.SH,X000661.SZ,X002129.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.459606599802009,0,0,0.247349201880445,0.0718650380841023,0,0,0,0,0,0,0,0,0,-0.00993053037331599,0,-0.0944563626398026,0,0.0353657523513287,0,0,-0.0279747985864852,0.0214262058558761,0.135224173509515,0,0,0,0,0,0,0,0,0,0,0,0.036420744604367,0,0,0,0,0.0836822254652907,0,0,0,0.0219295337553082,0,0,0,-0.00904877024014444,0.0308440613933734,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.340182556349379,0.0206458764235999,0,0,0,0,0.119443334412875,0,0,0,0,0,0.0391837106662858,0.0952405463904576,0.0532717530125113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860866277265071,0,0,-0.0704739868523558,0,0,0,0,0.129698655718991,0,-0.031645195551074,0.0389827975557554,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.106513501604402,0,0,0,0.184836502962523,0,0,0,0,0,0.0962003605439343,0.116533752591002,0.27398043872891,0,0,0.0290154359689357,0,0.0989174435413348,0,0,0,0,0,0,0,0,0,0.00811204818552792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0812727094031975,0,0,0,0.0491684218598613,0,0,0.0666551851568445,-0.0130704634373403,0,-0.0251615995792406,0.366699723313644,0,0,0,0,0,0,0,0,0,0,0,-0.0012430575449778,0,0,0,0,0.213646078599018,0,0,0,0,0,0,0,0,0,0.0545389918408711,0,0,0,0.0267624223661424,0.0892997253402364,0,0,0,0,0,0,0,0.00208079899894208,0,0,0,0,0,0,0
X000651.SZ,0,0.106785325723816,0,0.131597503390228,0,0,0,0,0,0,0,0.0193519031938907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176749459162938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915717126750632,0,0,0,0,0,0,-0.00379106917524249,0.0993381221218395,0,0.0169600167587553,-0.00668075046351631,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.32111199186313,0,0,0,0,0.08534064059946,0,0.0101635771491496,0,0,0,0,0,0.21570404258177,0,0.0647126931033053,0,0,0,0,0,0,0,0,0,0.274408647721494,0,0,0,0,0,0,0,0,0.0828490422446279,0.0617921958262346,0,0,0,0,0,0,0,0,0.0611710533439474,0,0,0,0,0,0
X600276.SH,0.0842797968431158,0,0,0,0,0.112796892930759,0,0,0.0330707763301586,0,0.134623045160033,0,0,0,0.308105647833392,0,0,0,-0.318215710778676,0,0,0,0.00472168830485336,0,0,0,0,0.096515307124419,0.0309195886598833,0,0,0,0.0126126127909959,0,0,0,0,0,-0.0624070366523212,0,0,0.0221791648327168,0,0.0101043062953262,0,0,0,0,0,0,0,0,0.0158861571032611,0,0,0,0,0,0
X002304.SZ,0.181679185786724,-0.0297944676113714,0,0.129298140396954,0,0,0,0,0,0,0,0.200636711198737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199287219776275,0,0,0,0,0,0.0766144503265353,0,0,0,0,0,0,0.0071077386645388,0,0,0,0,0,0.0920036252206811,0,0,0,0,0.0379544947434612,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.438523238924158,0,-0.131039340295208,0,0,0,0,-0.00235635311171267,0,0,0,0,0,0,0,0,0,0,0,0.0443466988295779,0,0.107937958677117,0,0,0,0.140390884551654,0,-0.00502826940300365,0,0,0,0,0.0164141756624791,0,0,0,0,0,0,0.420649153322462,0,0,0,0,0,0,0,0.0097466956406225,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.139719560050203,0,0,0.0768150994484493,0,0,0.10421476131774,0,0,0,0.0688243408520232,-0.166125336953758,0,0,0,0.115155081039616,0,0,0.0936303494358229,0,0,0.128144269724946,0.223174139262334,0,0,0.0541243651370537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186402433318574,0,0,0,0,0,0,0.000856539373156483,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.300276333472381,0,0,0.322830356899643,0,0,0,0,0,0,0,0,0,0,-0.0199947877238893,0,0,0,0,0.0179758567329615,0,0,0,0,0,0,0,0,0,0,0,0.246023424034435,0,0,0,0,0,0,0,0,0.0650135570331868,0.381034534081591,0,0,0,-0.0211217639941713,0.028610512008437,0,0,0,0,0,0
X000568.SZ,0,0,0,0.554960466769208,0,0,0,0.0688503228317108,0,0,0,0,0,0,0.15123386038677,0,0,0,0,0,0,-0.0329478061781146,0,0,0,0,0,0,0.0289952454228212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312716507632269,0,0,0,0,0,0,0,0,0.0229272657802303,-0.0264518708185507,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.120687565045556,0,0,0,0,-0.024299921658806,0,0,0,0.0854168166869927,0,0,0.198805488193139,0,0,0,0.0225649420326785,0,-0.0348456451024652,0,0,0,0,0.0482122050519646,0,0,0,0,0,0,0,0,0,0,0.087215312719176,0,0,0,-0.188130501741254,0,0,0,0.0277221355384983,0,0,0,0,0,0
X002475.SZ,0,0.0532804216044727,0,0,0.0580580427058877,0.0963995536096669,0,0,0,0,0,0,0,0,0,0,0,0,0.0992648056057474,0.151700877823023,0,0,0.0973531558951812,0.125237591465475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117467797923604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858714778230507,-0.00941850540595579,0,0,0,0,0,0
X002236.SZ,0,0,0.38837619194883,0,0,0,0,0.121335512405197,0,0,-0.00372634735616094,0,0,0,0,0,0,0,0,0,0.14856370588719,0.0507654893077204,0,0,0,0,0,0,0,0.222272873186251,0,0,0,0,0,0,0,0,0,0,0,0,-0.18286892826494,0,0.0189760860125852,0,0,0,0,0.0470803229812825,0,0.00692146675346288,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.211250919307285,0,0,3.46944695195361e-18,0,-0.0711158989799299,-0.0626291461714886,0,0,0,0,0,0,0,-0.0394895834014991,0,0.0985766751871655,0.0343007123310405,0,0.0233185018700291,0,0,0,0,0,0,0,0,0.0315155618591631,0,0,0,-0.174538147277396,0,0,0,0,0,0,0.166068017601671,0,0,0,0,-0.041383730039077,0,-0.00462572299820638,0.00515420189195967,0,0,0,0,0,0
