,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X300014.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X600522.SH,X000977.SZ,X000733.SZ,X002074.SZ,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X002236.SZ,X601799.SH,X000066.SZ,X600779.SH,X600884.SH,X002294.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0575111622705031,0,0,0.232978068869441,0,0.177549742952108,0,0.0291409585834113,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018563343819624,0.0777644475089766,0,0,-0.0367952607539253,0,0.0168487313392793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965230289468643,0,0.033914281093092,-0.0254147617609604,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0159375449233682,0.18337145314326,0,0.552766881887104,0.120610490001566,0,0.142721583168017,0,0,0,0,0,0,0,0,0,0.014270456655029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216742636000368,0,0,0,0,0,0,0,0,-0.0268270412461003,0,0,0,0,0,0,0
X000568.SZ,0,0.518410613757516,0,0,0,0,0.310254033685756,0,-0.0264114994427479,0,0,0,0,0,0,0,0,0,0,0,0.039910735554542,0,0,-0.187850199709652,0,0,0.018624388306717,0,0,0,0,0,0,0,0,-0.0679703402979478,-0.0445666542460243,0,0,0,0,0,0,0,0,0,0.0407454383154264,-0.0753698001416805,0,0.246352087643019,0,0,-0.0157625953433874,0,0,0,0,0,0
X002415.SZ,0,0.32642458110625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100638235234516,0,0,0,0.027543521326094,0.219861330257874,0,0,0.000283175582904489,0,0,0,0,0,0,-0.143561283923366,-0.133184800536327,0,0,-0.00718799088506514,-0.0655585988925043,0,0,0,0,0,0,0,0.0969095082647036,0,0,-0.017501902011173,0,0,0,0,0.0144097696620031,-0.0161782334607284,0,0,0,0,0,0
X600809.SH,0,0,0.157496585778534,0.0891078638560686,0,0,0.113008699840307,0.120979844140302,0.035986018896506,0,0.0255117068346503,0,0.0251223976073449,0,0,0,0.100951122556057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010742149012588,0,0,-0.0412896786544355,0,-0.0517109764618996,0,0.270497386133309,0,0,0,0,0,0,0,0,0,-0.0741468019350788,0,0,0.00127241866585538,0,0,0,0,0,0
X600276.SH,0,0,0.0906165418626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139684560167139,0,0.00635625906657763,0,0,-0.158877600371851,0,0.225919021566791,0,0,0,0,0,0,0.0133384298529787,0,0,0,0,0.105113595236955,0.0179316820206955,0,0,0,0,-0.0414022479908773,0.0407460325413774,0,0,0,0,0,0
X002304.SZ,0,0.408150792093706,0.294065904325032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189260327709508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483148515146905,0.0191176991145319,0,0,0,0,0,-0.00379636935795244,0,0,-0.0461281630597456,0,0,-0.0548475027346452,0,0,-0.01774192077658,0.0197282195868988,0,0,0,0,0,0
X600690.SH,0,0,0.0442047382115689,0.141355840792014,0.0484271637847259,0,0.0213211571126507,0,0,0,0,0,0.285646427988242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297616751020167,0,0,0,0,0,0,0,0.0124383041816648,-0.00356523225419301,0.0550939355061487,0,0,0,0,-2.16840434497101e-19,0.00859613183472866,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.368355880766778,0,0,0,0,0.0717867057323541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207754006519956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40907588458877,-0.0124764682784128,-0.00248564515373225,0,0,0,0,0,0
X000651.SZ,0,0.182950828986894,0,0,0,0,0,0.177981811429899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394831621291043,0.0150825940511856,0,0,0,0,0,0,0,0.00234536574830124,0,-0.00363829022016654,0,-0.0273357298705624,0,0.0506595440358022,0,0,0.0183020585643835,0,0,-0.00883981044710241,0,0,0,0,0,0
X300124.SZ,0.29231498854825,0,0,0,0,0,0,0,0.215152183786377,0,0,0,0.0579986659434725,0,0,0.195401159533466,-0.186353826177467,0,0,0.0629054619041941,0,0,0,0,0,0,0,-0.114872591534662,0.177902477501753,0,0.161170222160531,0.0297279422189258,0,0,0,0,0,0,0,-0.172087194327635,0,0,0,0,0,0,0,0,0,0,0,-0.0536642889109787,0.0347597869703593,0,0,0,0,0,0
X600104.SH,0,0,0.0501345646270663,0,0,0,0,0.0348464925080438,0,0,0,0,0.105332616411607,0.0619508748249732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570107504716212,0,0,0,0,0,0,0.0395392782146782,0,0,0,0,0,0,0,0.0374149674051566,0,-0.00237582319149786,0,0,-0.118669815875328,0,0,0.0271358936590066,0.00220350987998653,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.133965068624429,0,0.0532685836735654,0.146417528729554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953739584983704,0,0,0,0,0,0.357428214683148,0.00635763783673227,0.0928175266443672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.240218670601598,0,0,0,0,0
X000725.SZ,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194900943991979,0,0,0,0,0,0.00118574335504157,0,0,0,0.0213849102624476,0,0,0,0.0190653406194367,0.0355052014068605,0.13201823100883,0.0932869834107857,0,0,0,0,0.0415845751917881,0.012728911840056,0,-0.0192130005905729,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.162195397848573,0,0,0,0,0,0,0,0,-0.122972120623585,0,0,0,0.144386619653197,0,0,0,0.176105973331526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123035363941975,0,0,0,0.0511397002632678,0,0,0,0,0,0,0,0,0.223150319712832,0,0.00328920631406648,-0.00155956804231324,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161070020262147,0.148420531340579,0,0,0,0.286884551882329,0,0,0,0.0045396513119718,0,0.0279484575851866,0,0,0,-0.178533150546257,0,0,0,0.360107319908252,0,-0.517681027654355,0,0,0,0,0.0177048599111003,0,0,0,0,-0.0419426985789839,0.0936738785341398,-0.0775908501915869,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.323802655998199,0,0,0,0,0,0.0457206322806888,0,0.139866944949223,0,0,0,0,0,0,0,0,0,0,0,0.0660155212465239,0,0,0,0,0,0,0,0,0,0.081103797922435,0,0,0.101549706512181,0,0,0,0,0,0,0,0,0,0,0,0,0.00298135749409726,0,0,0,0,0,0
