,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600118.SH,X002236.SZ,X600372.SH,X000157.SZ,X600271.SH,X600066.SH,X000338.SZ,X600741.SH,X002241.SZ,X000016.SZ,X600089.SH,X002475.SZ,X000559.SZ,X002292.SZ,X000568.SZ,X600177.SH,X300124.SZ,X000066.SZ,X300003.SZ,X002294.SZ,X002465.SZ,X600839.SH,X000869.SZ,X600312.SH,X002129.SZ,X000581.SZ,X600867.SH,X000800.SZ,X600525.SH,X300142.SZ,X002007.SZ,X000623.SZ,X000550.SZ,X600006.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.039596519810477,0,0,0,0,0.121284488453915,0.0547117452823181,0,0,0,0,0.0709135858782536,0,0,0,0,0,0,0.0436138079557555,0,0,0,0,0,0.0387287563927284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157383364160494,0,0,0,0,0,0,0,0,0,0.0269144686944283,0.0193704594891468,0,0,0,0,0,0
X600104.SH,0.010277858696222,0,0,0,0,0,0.39916063311051,0,0,0.15140169773179,0,0,0,0,0,0,0,0,0,0,0,0,0.124435244624892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572071691371043,0,0,-0.0220736202495722,0,0,0,0,-0.0812699084223376,0,0.0248582672686426,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.049487501004379,0,0,0,-0.0895396285286843,0,0,0,0,0,0,0,0,0,0.187542379075515,0,0,0,0,0,0,0,0,0,-0.0477365255274087,0,0,0,0,0,0,0,0,0,0,-0.0516149468343933,-0.0740872346156202,0.028922029560886,0,0,0,0,0
X000725.SZ,0,0,0.052829901131232,0,0,0,0,0,0,0,0,0,0.202543956272233,0,0,0.0972404357685031,0,0,0,0,0.212140798243004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124893238115048,0,0,0,0.276792604659919,0,0,0,0,0,0,0,0.074280223377177,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.00519978737396239,0,0.116856862390307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113002664044511,0,0.355322127680266,0,0,0,0,0,0,0.201357087071666,0,0,0,0,0,0,0,0,0,0,0,0.0226330776875216,0,-0.00185305571395601,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0369372819531093,0,0.30464967507525,0.139380662690953,0,0,0,0,0,0,0,0,0,0,-0.0328001208032467,0,0.030433140965729,0,0,0,0,0,0,0,0.275064971028377,0,0,0,-0.132632723300453,0,0,0.075454680460198,0,0,0,0,0,0,0,0,0,0,0,0.0506280003148529,0,0.025415585350696,-0.0473153029643418,0,0,0,0,0,0
X002304.SZ,0,0.271074790406849,0,0,0,0.271030362424277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103576320137797,0,0.0950817607214289,0,0,0,0,0,0.0255293638545246,0,0.0701804984332247,0,0.163039153364524,0,0,0,0,0,0,0,0,0,0.0598031829260418,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.146716333581219,0,0,0,0,1.73472347597681e-18,0,0.0436959008282293,0,0,0.0783181614534507,0,0,0,0,0.0642152496883166,0,0.218169425664111,0,0,0,0,0.0628919316323264,0,0,0,0,0,0,0,0,0.00269179922979214,0,0,0,0,0,0,0,0,0,0.0379071242266407,0,0.0397799029997725,0,0,-0.0166315811139963,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156579076734811,0,0,0,0.0765278298600015,0,0,0.0875613687358703,0.0181985737555989,0,0.259752714995702,0,0,0,0,0,0,0,0.0304211994547917,0,0.013574321894633,0,0,0,0,0,0,0,0,0,0,0.0379767236422466,0,0.0133089905285372,0,-0.0136703040291913,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.133234551198555,0.0982237837899471,0,0,0,0,0.0720480827321225,0.0845316245480096,0,0.0584380101988768,0,0.127771091770729,0,0,0,-0.00658234256340622,0,0,0.154439625363797,0.03930244724762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078715115202005,0,0,0,0,0,0,0,0,0,0,0
