,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X002129.SZ,X601877.SH,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X300146.SZ,X000977.SZ,X002074.SZ,X002008.SZ,X002456.SZ,X002185.SZ,X002508.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.268587340494784,0,-0.0398833122168173,0,0,0,0,0,0,0.2505057374799,0,0,-0.0989389198464036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852281944886494,0,0,0,0,0,0,0,0.0257248442449998,0,0,0,0,-0.0218708021947785,-0.0468469912598523,0,0,0,0,0,0,0,0,0,0,-0.000179290994438367,0,0
X000858.SZ,0.106502035832247,0,0,0,0,0,0.134451842326343,0.17817775801047,0,0,0.0840510795806367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00717672390782812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161234709935012,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0513704637563437,0,0,0,0.0554046237178982,0,0,0,0,0,0,0,0,0.0317832820679267,0,0,0.0424159932094117,0,0,0,0,0.0910831668884935,0,0,0,0,0,0,0,0,0.12803264611783,0,0,0,0,0,0,0,0.0610911730739259,0,0,0,0,0.0464684880573419,0,-0.0101403448044074,0,0,0,0,0.00243065789125181,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0606901421687092,0,0.0444571223573753,0,0,0,0,-0.10881094726242,0,0.027514275528636,0,-0.0615859616008396,0,0,0,0,-0.131933018876632,0,0,0.0749838116016497,0,0,0,0,0.0783779372328699,0,0,0,0,0,0,0,0,0,0.0367104074190901,0,0,0,0,0.1074315523244,0,0.01456051493935,-0.0271781679258768,0,0,0,-0.0103171637278777,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0509995281062202,-0.00578480292507326,0,0,0,0,0.0311260927340761,0,0,0,0,0,0,0,0.148531922476394,0,0.265400317306153,-8.67361737988404e-19,0,0,0,0,0.011105870136306,0,0.0759158505951569,0,0,0,0,0,0,0,0.0525738015408461,0,0,0,0,0,0,0,0,0,0,0,-0.0284785448023329,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0431415586837176,0,0.384110855011309,0,0.0653051939837024,0,0,0,0,-1.73472347597681e-18,0,0.0291864244738347,0.00836916609446605,-0.0152468082688346,0,0.00115160753501824,0,0,0,0,0,0,0,0.198303109929985,0,0,0.032666644856959,1.73472347597681e-18,0.174679000124151,0,0,0,0,0.0270694046762564,0,0,0,0,0.000690700769736,0,0
X002304.SZ,0,0,0,0,0,0,0,0.238490095066773,-0.034894010232061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805029189702598,0,0,0,0,0,0,0,0,0,0.124500914437634,0.166289726673213,0,0,0,0,0,0,0.0506477340471519,0,0,0.253475068614766,0,0.0606665909817636,0,0,0,0,0.0285031588764415,0,0
X000568.SZ,0,0.282894530419671,0,0,0,0,0.251216238362841,0,-0.0257362648756924,0,0.253180858276687,0,0,-0.0372750092746806,0,0,0,0,-0.0564006098576065,0,0,0,0.0810164215734982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831122654433339,0.25614150667034,0,0,0,0,0,0,1.73472347597681e-18,0,1.73472347597681e-18,0,0,0,0,0.00292773760439004,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0912287706457025,0,0,0,0,0,0,0.189158960540732,0.151324837113855,0,0,0,0,0,0.0960309630951918,0.125126450308566,0,0,0,0,0,0.0677853540202614,0,0,0,0,0.0322676474855024,0,0,0,0,0,0,0,0.112211169476807,0.0474647091620172,0,0,0,0,0,0,0,0,0,0,-0.023957972522942,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051818370492678,0,0,0,0,0.0321238007511699,0,0,0.0964593051428564,0,0,0,0,0.160870341864433,0,0,0,0,0,0,0,0,0,0,0,0.213016680156222,-0.0788751101546383,-0.0970917878465615,0,0,0,0.133494721945667,0.0111980546233483,0,0,0,0.259333749432666,0,0.0319156846661668,0,0,0,0,0.0170689724685086,0,0
