,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600703.SH,X600741.SH,X002241.SZ,X600066.SH,X002292.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600118.SH,X002506.SZ,X600177.SH,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X002085.SZ,X300124.SZ,X600867.SH,X002294.SZ,X600089.SH,X002456.SZ,X002007.SZ,X000050.SZ,X002426.SZ,X000869.SZ,X002465.SZ,X600498.SH,X002508.SZ,X601877.SH,X002180.SZ,X600699.SH,X000981.SZ,X000977.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.296051745489459,0,0.178577801606364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559357666598513,0,0,0,-0.114212993734259,0.117695451249078,0,0,0,0,0,0,0,0,-0.0688408601277552,0,-0.0317337648884342,0,0,0,0,0,0,0,0,0,-0.0388642675109178,-0.00821858323166714,0.0331550118441349,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0964366813393734,0,0,0.309376770943681,0,0,0,0,0,0,0,-0.0134451596987221,-1.73472347597681e-18,0,0,0.0485309781649499,0,0,0,0,0,0,0,0,0,0,0.00509936927349263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141484496909588,-0.0623676841988164,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925990452185747,0,0.0926901148675631,0,0,0,0,0,0,0,0,0,0,0,0,0.0408703042756213,0,0,0,0,0,0,0.178558377737077,0,0.0509771062733995,-0.099514741886094,0,0,0.0660130041580951,0.0404330913707863,0,0,0,0,0,0,0,0.00173755519073548,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.114812963294915,0,0,0,0,0,0,0,0,0,0,0.0839163626959297,0,0,0,0,0,0,0.0182755854846432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931530801610662,0,0,0,0,0,0,0,0,0,0.101256369922157,0,0,0.000233094982425092,0,0,0,0,0,0,0
X000651.SZ,0.0243859194399899,0,0,0,0,0,0,0,0,0,0.0251693080587547,-0.00398273020891106,0,0,0,0,0,0,0,0,0,0.0088705383892752,0,0,0,0,0.00947665157839562,0,0,0,0,0.0102240706970535,0,0,0,0,0,0,0,0,0,0,-0.00272902361258391,0,0,0,0,0,0.0136146956471799,0,0,0.0331366063361837,-0.0378583865960452,0,0,0,0,0,0
X002304.SZ,0.235514742362251,0,0,0.492865483348741,0,0,0,0,0,0,0,0,0.0702104061122374,0,0,0,0.0558950329280525,0,0,0.0428221206174851,0,-0.0217967141479324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771303841853169,0,0,0,0,0,0,0,0,-0.0261521266195269,0,0,0.203603314088967,0,-0.0128582635164625,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144375936259942,0,0,0,0,0,-2.16840434497101e-19,0,-0.0762229723033245,0,0,0,0,0,0,0,0,0.190050272716331,-0.0364635108311395,0,0,0,0,0,0.0665641333937827,0,0,0,0.0849502433074065,0,0,0,0,0.0108751713489145,0,0,0,0,-0.0100243975440733,-0.0194937013567148,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708654898082725,0,0,0,0,0,0,0.138050158470468,0,0.153739156123671,0,0,0,0,0.0105917273322419,0,0,0,0,0,0,0,0.14203504638014,0,0.0652953077327743,0,0,0,0,0,0,0,0,0,0.0136952611784331,0,0,-0.0020099653951931,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.210790361536019,0,0,0,0,0,0,0,0,0,0,0,0.0567838745703846,0,0.0797865204378756,0.125872672099779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222745146258,0,0,0.0289491989672242,0,0,0.0584997726918781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0313899295229527,0,0,0,0,0,0,0,0,0,0.0282403841778675,0,0.0743283290256264,0,0.40531729363167,0.0551643519201316,0,0,0,0,0.0910834695156065,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.047307909891121,0,0,-0.0386400118039876,0,0,0,0,0,0,0
X600690.SH,0,0,0.19355400558446,0,0,0,0,0,0,0,0,0,0,0,0,0.121194873586556,0,0,0.20946618408681,0,0,0,0,0,0,0,0.224087336857188,0,0,0,0.0760219338309018,0,0,0,0,0,0,0,0,0.0536641962175417,0,0,0,0,-0.106555739076953,0,0.112252485129813,0,0,-0.0298667752916823,0,0.181557977638638,-0.195579363971106,0,0,0,0,0,0
X600271.SH,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.176122944639351,0,0.00909974006906717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212759554246421,0,0,0.0385694391055567,0,0,0,0,0.124639421578267,0.0764379450910129,0.0478640503910248,0,-0.0126400268747449,0.298564790156833,0,0,0,0,0,0
X600703.SH,0,0,0.0510151188191313,0,0,0.00390758459245343,0,0,0,0,0.0130710586982614,0,0,0,0,0.00372759917859107,0.0161652536327777,0,0,0.097593448544342,0.0583882922544843,0,0,0,0,0,0.155052329796545,0,0,0,0,0,0,0,0,0,0.0502414316930742,0,0.0529703549131751,0,0,0,0,0,0,0,0,0,0,0,0,0.00162871985588287,0,0,0,0,0,0,0
X600741.SH,0,0.311488333734012,0,0,0,0,0,0,0,0,0,0.0319853057957683,0.00217294998220125,0,0,0,0,0,0.115335851907904,0,0,0,0,0.0233076537180902,0,0,0,0,0.0701625009408806,0,0,0,0,0,0,0,0.105688889155812,0,0.0463285168654425,0,0,0,0,0,0.0116787571212907,0,0,0.0242125550291696,0.0679403804554339,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,-0.0242347706129847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201377371121321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850439314878984,0,0.407677696485735,0,0,0,0,0.0147647896961074,0.0817251052323685,0.0680726218828631,0,0.121045727174183,0,0,0,0,0,0,0.1705182924676,0,0,-0.00868324996593303,-0.00274690498188707,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0756213547255732,0,0.142104355420513,0,0,0,-0.124822571257279,0,0,0.0678591161492814,0.153590491852347,0.0710207555196337,0,0,0,0,0,0,0,-0.124229875853106,0.0994877647105901,0,0,0,0,0,0,0,0,0,0,0,0.104361091275808,0,-0.0323889092400636,0,0.0357823971757632,0,0,0,0,0.00694455172489461,-0.0424302542927009,0,0,0,0,0,0
