,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X002085.SZ,X002008.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600372.SH,X600566.SH,X600809.SH,X002074.SZ,X000050.SZ,X002007.SZ,X000559.SZ,X000066.SZ,X300115.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0451129162078629,0,0,0,0,0,0.189502070002173,0,0,0,0,0,0,0,0,0,-0.0967206225930067,0.045833171628063,0.0933625879995956,0,0,0,0.121309281890032,0,0,-0.159213923470024,0,0,0.0470754978078513,0,0,0,0,0,0,0.279534667689013,0,0,0,0,0,0.134425674192534,0,0,0.0146657555699642,-0.0612203943795896,0,0,0,-0.0159953945388056,0,0
X600104.SH,0,0,0,0.243336848633982,0,0,0,0.00730136124298422,0,0,0,0.419112293036617,0.148693388001997,0,0,0,0,0,0,0,0,0.00439789920133783,0,0,0,0,0,-0.0853044951536291,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171342475229972,-0.065298888376863,0,-0.0944998459002147,0.0341497991709987,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0682282715312498,0.11787684883658,0,0,0,0,0.0885246361127493,0,0.116925927975942,0.389961058725211,0,0.0321421389200622,0,0,0,0,0,0,0,0.281745459465927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108223518523492,0,0,0,0,0,0,0,0,-0.0426087570318385,0,0,0,-0.0177687163197057,0.0627487734190085,-0.148691467368596,0,0,0,0,0
X000651.SZ,0,0.0391386165048975,0,0,0.26332987825263,0.110314448847759,0,0,0,0.0171058767729137,0,0,0,0,0.0648115641721674,0,0,0,0,0.134400342108341,0,0,0,0,0.00987159879173913,0,0,0,0,0,0,0,0,0,0,0,-0.0646344151542683,0,0,0,0,0.0336587979224179,0,0.0713367314075663,-0.0238201401541821,0,0,0,0,0,0,-0.00178492546960541,1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0,0,0.0216286775162156,0.0572688558687409,0,0,0,0,0,0,0,0,0,0.758170056653892,0,0,0,0,0,0,0,0.0685920290688914,0,0,0.0202339527229126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181871954657881,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0187616683108381,0,0,0,-0.0409669693596033,0,0
X000725.SZ,0,0,0.0693585764961064,0,0,0,0,0,0.17153437393463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340054992748634,0,0,0,0.258036448009871,0,0.60653160908473,0,0,0,0,0,0,0,0,0,0,0,-0.061132230289066,0.0777253876182816,0,0,0,0,0,0,-0.00268807875639304,0.0669330299828084,0,0,0,0,0,0
X600276.SH,0,0.0948996634550532,0.125895751950834,0,0.00405512972726434,0,0,0,0,0,0,0.100470903339695,0,0,0,0,0,0,-0.143745034274423,0,0,0,0,0,0,0,0,0,0.0418765926386998,0,0,-0.156760520484315,0,0,0,0,0,0,0,0,-0.0222870616192673,0,0,0,-0.0218606241629055,0,0,0,0,0,0,0.00652611258492093,0,0,0,0,0,0,0
X002304.SZ,0.160335771310753,0.173476823585477,0,0,0.269907287589293,0,0,0,0,0.0145195970898389,0,0,0,0,0,0,0,0,0,0,0,0.0631515424885825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250880948536407,0,0,-0.110069123997259,0,0,-0.104040064667424,0,0,0.0161527042356098,-0.0629644802077258,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.278960376772969,0,0,0,0,0,0,0.143477545765131,0,0,0.040632395112304,0,0,0.153728472933959,0,0.0733322485156101,0,0.0392857110552362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496135421945558,0,0,0,0,-0.0486640816617109,0.0643721888355631,0,0,0,0,0,0
X600690.SH,0,0.131610639799354,1.73472347597681e-18,0.351173745828615,0,0,0,0,0,0,0,0.224344127359435,0,0,0.0745237315487051,0,0,0,0,0,0,0,0,-0.0257001316299593,0,0,0,-0.0658466935905155,0,0,0,0,0,0.259504789876896,0,0,0,0,0,0,0,0,0,0,0,0.0155104643999957,0,-0.056239765313432,0,0,0,0.0180856062650829,-0.00527232646351092,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.134972124600926,0.138492848599604,0,0,0,0,0.0452376918042701,0.0283567557306807,0,0.450380389054639,0,0,0,0,0,0,0,0.0852035993690374,0,0,0,0.0375434581386813,0,0,0,0,0,0.121230177708581,0,0,0,-0.159700805687778,0,0,0,-0.0605542222502529,0,0,0,0,0,0,0,0.0296585648618673,3.46944695195361e-18,0,0,0,0,0,0
X600741.SH,0,0.513084455261901,0,0,0,0,0,0.0477567621752684,0.216195739192969,0.0787125272403381,0,0,0,0,0.0216800266480531,-0.144714217449958,0,0,0,0,0,0,0,0,0,-0.0394862572448123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166568517978793,0,0,0,0,0,0,0,0,0.00192357824625566,0.0188413469313687,0,0,0,0,0,0
X000625.SZ,0,0.0409825301496447,0,0.132544479089945,0,0,0,0,0,0.121593069384726,0,0.270121247800041,0,0,0,0,0,0,0,8.67361737988404e-19,-0.102442923575679,0,0,0,0,-0.0199952146032403,-0.227272432674113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021641460243573,0.265720837550019,1.73472347597681e-18,0,0,0,-0.00490713619584189,0,0,-0.00342829159764958,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.00629148188555966,0.735672693974766,0,0,0,0,-0.0623343633527513,0,0,0,0,-0.0462008027193463,0,0.0751223509003984,0,0,0,0,0,0,0,0.0606982795560876,0,0,0.0159849497444087,0,0,0,0,0.0123034565438186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527536695408503,0,0,0,0,0,0,0
X002236.SZ,0,0,0.348513578929591,0,0,-0.0663772709099557,0,0,0,0,0,0,0,0,0,0,0.108085462326204,0,0,0.0628261126111919,0,0,0,-0.298418952245305,0,0,0.193202643753822,0,0,0,0,0,0,0,0,0,0.0338819540042413,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.359309721692894,0,0,-0.00473711955816728,0.0339140378829711,0,0,0,0,0,0
