,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300014.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002371.SZ,X000661.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600702.SH,X600460.SH,X000157.SZ,X002074.SZ,X600779.SH,X600741.SH,X601877.SH,X002007.SZ,X600584.SH,X002236.SZ,X002414.SZ,X601799.SH,X600089.SH,X600183.SH,X300003.SZ,X600884.SH,X300146.SZ,X000800.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.231883100674148,0.0238951159807166,0,0,0,0,0,0,0,0.0277691962680742,0.0483915168352345,0,0.00783428292044872,0,0,0.0435000834352669,0,0.0429503874198241,0,0,0,0,0,0.122452644172146,-0.0461783603604894,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0502245367512881,0,0,0.0133093324867825,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.280266422101422,0.427729008728917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117010967126598,0,-0.035493921143084,0,0.0427672922409993,0,0,0,0,0,0,-0.0950877760544551,0.0350453897268595,0,0,0,-0.0501200316712557,0.159577753853336,0,0,0,0,0,-0.0189399523333953,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.137056116126482,0,0,0,0,0.142440382889422,0.109680025963477,0,0,0,0,0,0,0,0,0.0680037481571156,0,0,0,0,0,0,0,0,0,0.0259013205680192,0.0387343852651233,0,0,0,0,0,0.0410695653125748,0,0,0.0437170374714181,0,0.0843115868017511,0,0,0,0.0193609911007454,0,0,0.145888000811599,0,0,0,-0.0217040138312826,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0670384844873611,-0.0684910135372722,0,0.153926242590329,0,0,0,0,0,0.114922463575967,0,0,0,0,0,0,0,-0.189775054356474,0,0,0,1.73472347597681e-18,0,0,0.485367350963171,0,-0.00128420139106438,0,0,0.0590435510985859,-0.24235731037289,0,0,0,0,0.0535435269440682,0.0354711492350421,0,0,0,0,0,0,0,0,0,0,0.0297148771057154,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.00580685370204131,0,0,0,0,0,0.127364236778869,0.135949207602854,0,0,0,0,0,0,0,0,0,0,0.113556652455776,3.46944695195361e-18,-0.141232316144361,0,0.0132051852723809,-0.00768928170187159,0,0,-0.279868402139423,0,0,0,0,0,0,0,0,0,0,0.0474654549115117,0,0,0,0,0,0.0547955614267393,0,0,0,0,0,0,0
X000568.SZ,0,0.725745435970397,0,0.0766984714241833,0,0,0,0,0.0258162624371702,0,0,-0.241640520024015,0,0,0,0,0,0,0,-0.0207060680330232,0,0,0,0,0.162700238485562,0,0,0,0,0,0,0,0,0,0,0,0.0669608813741052,0,0.013712689068809,0,0.033929150143685,0,0,0,0,0.0583459296439647,3.46944695195361e-18,0,0,0,0,0,0.0191706112230599,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.0219765555581974,0,0.183044190084803,0.0280992705911803,0,0,0,0,0.124114621213144,0,0,0,0.00572152835199674,0,-0.0405816903205618,0,0,-0.0865402975641426,0,-0.0209487689889882,0,0,0,0.097178019898608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553173177324476,0,0,0,0,0,0.0964434322418474,0,0,0,0,0,0
X002475.SZ,0.114015062045258,0,0,0,0,0,0,0,0,0,0.136018140438268,0,0,0,0,0,0.0562494002277252,0,0,0,0,0,0,0,-0.0190713340263547,0,0,0.0517379358219004,0,0,0,0.0514197471971797,0,0,0,0,0,0,0,0,0.0761400167915215,0,-0.134797781841688,0,0,0,0,0,0,0,0,0.0162352463005721,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.141254337313435,0,0.190636460958607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30057612973664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236155491521321,0,0.170302713972504,0,0,-0.111126835961035,0,0,0,0,0,0,0
X600690.SH,0,0,0.300702132674167,0,0.189247890955508,0,0,0,0,0,0,0,0.317013487651216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.000992710556557065,0,0.0231356699269967,0.0259384851921307,0,0,0.0225054767401777,0,0,0,0,0,0,0,0,0,0,0.018941877753539,0,0,-0.0582801230346882,0.03234598859819,0,0,0,0,0,0
