,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X600703.SH,X300003.SZ,X002007.SZ,X600271.SH,X300142.SZ,X300124.SZ,X600183.SH,X000625.SZ,X002179.SZ,X002241.SZ,X002506.SZ,X600177.SH,X600498.SH,X600867.SH,X002008.SZ,X300014.SZ,X600487.SH,X000050.SZ,X002371.SZ,X600066.SH,X000066.SZ,X002049.SZ,X002129.SZ,X002463.SZ,X300146.SZ,X600118.SH,X000977.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.266300845463486,0,0,0,0,0,0,0,0,0,0.0554354576104796,0,0,0,0,0,0,0,0,0.208616269170854,0,0.0437014039843803,0,0,0,0,0,0,0,0,0,-0.0661455567990254,0,0,0.136954777899665,0,0,0,-0.10270744853882,0,-0.0632241766909309,0,0.0405459499308137,0,0,-0.14212524632341,0,0,0,0,-0.00949081744196959,0.00752614034400861,0,0.0231934688092239,0,0.0329890652364557,0,0
X000858.SZ,0,0,0,0,0,0,0.0469574433977777,0,0,0.35722980353523,0,0.122081976501642,0,0.0847353508254613,0,0,0.197666715066399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731965144215007,0,0,0,0,0,0,0,0,0,0,-0.0398609036088061,-0.0033979438231046,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.269849337738351,0,0.147765136068972,0,0,0.195836626592182,0,0,0.0211449592385075,0,0,0,0,0,0,0,0,0,0.0484618112720653,0,0,0,0,0,0,0,0.0331561036040935,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00975278145834261,0,0,0,-0.0210848196278715,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.17019580096236,0,0,0.0283056969543819,0,0,0.0741730408676304,0,0,0,0,0,0,0.230280131328726,0,0.140728878847968,0,0,0,0,0,0,0,0,0.0539142980845813,0,0.0168096401492094,0,0,0,0,-0.0593441058350291,0.173609008525238,0,-0.000523213812361813,0.143827037216974,0,0,0,0,-0.00845439002189088,0,0,0,0,0.0448664055416555,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267335354473639,0,0,0,0,0,0,0,-0.0133105251643401,0.171021198890504,0.0265113263722181,0,0,0,-0.0669757506983854,0.166429968728947,0,0,0,0,0,0,0,0.0867947840668713,0,0,0,0,0.0321242031323655,0,0,0,0,0,0.0227562352486311,0,0,0,0.0146436074996646,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0904270752307646,0,0,0,0,0,0,0,0,0.702875841571453,0,-0.0460535144429702,0,0,0,0,0,0,0,0,0.279787013362775,0,0,0,0.0352303310371788,0,-0.0973507266416277,0.109423995050645,-0.103065431667347,0,-0.0126786052682035,0,0,0.0422250976702403,0,0,-0.155957336980161,-0.00738306466883403,0,0,0.00740988834940696,0,0,0,0,0,0,0
X002304.SZ,0,0.150667608888499,0,0,0,0,0,0,0,0.246411407318576,0,0,0,0,0,0.172313058629768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464207843126403,0,0,0,0,0,0,0,0,0,-0.081697661502128,0,0,0.14217475814793,0.0502981577461304,0,0,0,0.0250756752878224,-0.00823333547769602,0.00187120512638397,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.138074736701619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630291070382854,0,0,0,0.0842454925917916,0,0,0,0,0.00568684408353534,0,0,0,0.050809114798881,0,0,0,0.0204973495171445,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0589530469466132,0,0,-0.124405309606153,0,0,0,0,0,0,0,0,0.150871499407879,0,0,8.67361737988404e-19,0,0.0406200714429982,-0.0111569606664983,0,0,0.302291747703036,0,0.261951430648642,0,0,0.0484594438178412,0,0,0,0,0,0.122631245282899,0.137221100201837,0.179593919723751,0,0,0,0,0,0.0555508687595654,-0.052499174531759,0,0,0,-3.46944695195361e-18,0,0
X000568.SZ,0,0.586144395468914,0,0,0,0,0.0592864017884752,0,0,0,0,0.0312825168642165,0,0,0.0724598629270015,0,0,0.114550425718453,0,0,0.0371226358226223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271145716016146,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.0167289717677631,0,0,0,0,0,0,0,0,0,0,0,0.168105159132914,0,0,0,0,0,0,0.106369193201834,0,0,0,0,0,0.196195517679186,0,0,0,0,0.0667587317683901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.133553497242209,0.0231740462552674,0,0,0.32963336361114,0,0,0.404901343940065,0,0,0,0,0,0.070186627293505,0,0,0,0,0,0,0,0.0497386345355037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134358033169548,0,0,0,0,0,0.0220685216126839,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0565652186307468,0,0,0,0,0,0,0,0,0.157309064535912,0.122153814627607,0,0,0,0,0,0,0,0.0970125650654864,0,0,0,0,0,0,0,0.0696590988150933,0,0,0,0,3.46944695195361e-18,0,0.127343902563715,0,0,0,0,-0.0423612984874193,0,0,0.0202828758912541,0.00951884708782461,0,0,0,-0.0263259183880202,0.00571662668446108,0,0,0,0.0119350306851611,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184602326413297,0,0.0320183023661972,0,0.154328781065602,0,0,0,0,0.0202046172445784,0,0,0,0,0,0,0,0.0781558158923212,0,0.297772943022,0,0,0,0,0,0,0,0,0,0,0,-0.0173074768863064,-3.46944695195361e-18,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.103826729453061,0,0,0,0,0,0,0.291427829767869,0.276527494288211,0,0,0,0,0,0,0,0,0,0.049311539553815,0,0,0,0.0406467992261867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.095522626448197,0.106704272441552,0,0,0.119534792859458,0,0,0,0,0,0,0.406951206964121,0.0360116708872368,0,0,0,0,0,0,0,0,0.0379211980138417,0,0,0,0,0.0386874593299106,0,0,0,0.0474548694549103,0.0516639806741284,0,0,0,0,0,0,0,0,0,0.264635362279021,0,0,0,0,-0.0171089020978219,0,0,0,0,0.181725710391845,0,0
X600809.SH,0,0.254736889815992,0,0,0,0,0,0,0,0.0436407191365977,0,0,0,0,0,0.156226951646737,0,0.0470031531253439,0,0,0,0,0.0738323056445705,0,0,0,0,0,-0.00209014875498028,0,0,0,0,0,0,0,0,0,0,0.102778296860283,0,0.066685253632955,0,0,0,-0.0122562209843558,0,0.0924622785541624,0.0193365353270799,0,0,0,0,0,0,0,0.0235931715182296,0,0
X000661.SZ,0,0.20848961575718,0,0.155896412346071,0,0,0,0,0,0,0,0,0,0,0,0.125814005684521,0,0,0,0,0,0,0,0,0.255487426511349,0,0,0,0,0,0,0,0.026086550810286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.0509171292672539,0,0.0446340565039226,0,0,0,0,0,0,0,0.103384955173825,0,0,0,0,0,0,0,0,0,0,0,0,0.0185424963475785,0,0,0,0,0.0221964730447519,0,0,0,0,0.0317892435211386,0,0,0,0,0,-0.0262302428665689,0.0792592638228084,0,0,0,0,0,0,0,0,-0.023513107804361,0,0,0,0.051533820368193,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.436422516384716,0,0,0,0,0.012981314484391,0,0,0,0,0,0,-0.11675769057427,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0233775073859285,0,0,0,0.130527116563283,-0.262388253481391,0.273579698859706,0,0,0,0,0,-0.0320433929698387,0,0,0,0,0,0,0,-0.0897054323175253,0.0788297275382665,0,0,0,0.0182537021149904,0,0
X002236.SZ,0,0,0,0,0,0.671161760280969,0,0,0.0311493400997958,0.0931476293477666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136432865630918,0,0,0,-0.081949236128814,0,0.0269420927797665,0,0,0,0,0,-0.016869340093003,-0.0541369929935583,0,0,0,0.0499869673811029,0,0
X000100.SZ,0,0,0,0,0,0.0412642113476689,0,0.211502903951333,-0.0484046354694443,0,0,0,0,0.10970119130869,-0.0284874145788316,0,0.0863521309727695,0,0,0,0.0558092369751248,0,0,0,0,0,0.0818401077597295,0,0,0,0,0,0,0,0,-0.0244821994653594,0,0,0,0,0,0,0.0420710692358817,0,0,0.119387678005375,0,0,0,0,0,4.33680868994202e-19,0.00405151447525962,0,0,0,-0.030409110084502,0,0
X600703.SH,0,0,0,0,0,0,-0.166447339796155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140505220225618,0,0,0,0,0,0,0,0,0.165746845487781,0,0,0.324942207416683,0,0,0,0,0,0,0,0,0,-0.137387332750517,0,0,0.15385954800583,0,0,0,0,0,0,-0.0558925791382108,0,0,0,0.162175843135513,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130266069088042,0,0.0221966093680592,0,0,0,0,0.130443963879985,0,0,0,0.177745964088805,0,0,0,0,0,0,0.0283721942582564,0,0,0.0455672331101827,0,0,0.0984241164671106,0,0,0.0526352453965156,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.00269859085031497,0,0,0,0,0,0,0,0,0,0,0,0.320640264456601,0,0,0,0,0,0,0,0,0.235576836670892,0,0,0,0,0,0,0,0,0.00680791456828038,0,0.0355760560152113,0,0,0,0,0.123117202879412,0.0124878622807471,0,0,0.0939238028316214,0,0,0,0,0.00831551603854532,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0146750804226433,-2.71050543121376e-20,0,0,0,0.179889288256091,0,0,0,0,0,0,0,0,0.0566311394465245,0,0,0,0,0,0,0,0,0.0765143511472314,0,0,0.0920471917486221,0,0,0,0,0.000979890067994524,0,0,0.0639768201929863,0,0.152849172700237,0,0,0.189786275435219,0,0,0,-0.00159710079467059,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,-0.0614115029064648,0,0,0,0,0,0,0,0,0.119813041685265,0,0,0.0776352979718413,0,0,0,0.37938768595834,0,0,0,0,0.134437291740477,0,0,0,0,0,0.221480666449877,-0.0934325636502555,0,0,0,0,0,0,0.0544583324925519,0,0.188205256252306,0,0,0,0,0,0.0193690207103042,0,0,0,0,-0.0066022153396296,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.048089392486405,0,0.20343544807093,0,0,0,0.0746046011205951,0,0,0,0.0870483213488331,0,0,0,0,0,0,0,0,0,0,0,0,0.0301567227026007,0,0,0,0,0,0,0.0684439371009961,0,0,-0.0150656312100882,0,0,0,0,0,0,0,0,-0.0277338410814634,-0.0358807472291048,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0.165418461728794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142733950681869,0,0,0,0,0.175292127035773,0.289943717242987,0,0,0,0.124683169816043,0.0692451048445682,0,0,0.000780566225654638,0,0,0,0,0.00343944478570354,0,0
X000625.SZ,0,0,0,0.0607675584205708,0.302578091354331,0,0,0,0,0,0,0.0960913704306935,0,0,0,0.0931056206202803,0,0,0,0,0,0,0.0333979985935563,0,0,0,0.20611583712269,0,0,0,0,0,0,0,0,0,0,0.0800474813889266,0,0,0,0.0705939205709789,-0.072486932110538,0,0,0.0884871580959387,0,-0.0367477693256354,0,0,0,0.0425371536995817,-0.0682324009627634,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157358633294701,0,0,0,0,0,0,0,0,0,0,0,0,0.0487997166842276,0,0,0,0,0,0,0,0.0265114093139707,0.135237581247579,0,0,0,0.0764297919998659,0.0165686414014177,-0.181445855573648,0,0,0.209330297248731,0.0751715062438456,0.11326880519868,0,0,-0.0201948550262909,0.024856930331567,0,0,0,0,0,0
X002241.SZ,0,0.0226164300172723,0,0,0,0.0799333770774209,0,0,0,0,0,0,0,0,0,0.0143562878488495,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.134901474829745,0,0,0,0,0,0,0.0671457215432748,0,0.116754820504304,0,0.000457041139584524,0,0,0,0,0,0.267875056347433,0,0,0,0,0,-0.027988422641261,-0.0270878981602854,0,0,0,0.0275756878731085,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0.277864648490262,0,0,0,0,0,0,0,0,0.0654334318581665,0,0,0,0,0.149549397249295,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15500388789518,0,-0.0846336476696937,0,0.014667288315032,0,0,0,0,-0.044971451498901,0,0,0,0,0,-0.0193886582911268,-0.122507736585869,0,0,0,0.21326172544926,0,0
X600177.SH,0,0.0133910352500394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807861752068559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133554139115102,0,0,0,0.0655555003783186,0,0.115836520261854,0,0,0,0,0.0288873121793564,0.0318464234059846,0,0,0,0,0,0,0,0.045579115352476,-0.0167466324375815,0,0,0,0.00190702284695866,0,0
