,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X600104.SH,X002304.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X601799.SH,X002180.SZ,X600183.SH,X600418.SH,X002074.SZ,X002463.SZ,X002028.SZ,X300142.SZ,X002294.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.330810682261493,0,0.102689270839212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206065886440387,0,0,0,0,0,0,0,0,0,0,0.0846129124503701,0,0,0,0.021650598567008,0,0.119615360046696,0,0,0,0,0,-0.0101909302572033,0,0,0,0,0,0,0
X000858.SZ,0.407793899323272,0,0,0,0,0,-0.00421165867752463,0,0,0,-0.0508145344877183,0,-0.0783849275340755,0,0,0,0,0,-0.0640100526400122,0,0,0,0,0,0,0,0,0,0,0.0032970519058496,0,0,0,0,0.0309008190317999,0,0,0,0,-0.102492456859461,0.0485849966761528,0,0,0,-0.0285580556453543,0,0.188887120570132,0.0383502643146181,0,0,0,0,0,0,0,0,-0.0124935465402698,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187921738364565,0,0,0,0,0,0,0,0,0,0,0,0,0.149166349908443,0,0,0,0.114956155980207,0,0,0,0,0,0,0,0.0731890939418363,0,0,0.0207469352364268,0,0,0,-0.0326369572996453,0.11228780819973,0.000987919382798574,0,0,0,0,0,0,0
X000568.SZ,0.463592976751988,0.0187766473281227,0,0,0,0.322035506483456,0,0,0,0,0,0,0.176692767383321,0,0,0.211586035135497,0,-0.0240815280145206,-0.0307592135449595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463553616731671,0,0,0.0317624046168028,-0.00042607425661959,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0745623148839938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265156135519678,0,0,0.156553849571337,0,0,0,0,-0.0295541696975558,0,0,0,0,0.0764978247608022,0,0,0,0,-4.33680868994202e-19,0,0.0537813036232335,0.187239520465474,-0.0520111370528769,0,0,0.00615986643527653,0,0,0,0,0,0,0
X600809.SH,0.287653020787125,0,0,0.229809963462755,0,0,0.0295522513699432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351217814004535,0,0,0,0,0,0,-0.0185983016822743,0,0,0,0,0,-0.0289289241293499,0.0117927679044344,0,0,0,0,0.129005276561795,0,0.0357060638093287,-0.0726439547518885,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.24963269812326,0,0,0,0,0,0,-0.119267157844153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908719872629277,0,0,0,0.158883353882637,0,0,0,-0.0408702449301009,0,0,0.059258646782927,0,0,0,0,0.0624551965855469,0,0.219389173717421,0,0,0.148614208883136,0,0,0,-0.060705591612915,0.0876111810949753,0,0,0,-0.108188448664963,0,0
X600690.SH,0,0.0710511710845601,0,0.0540822490973618,0,0,0,0,0,0.0955956390175213,0,0,0,0,0,0,0.128809245483997,0,0,0,0.0791390375076116,0,0,0,0,0,0,0,0,0.0644313236570441,0,0,0,0,0,0,0.101107206647342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150147130001802,0.0261802721369064,0,0,0,-0.0480357244821186,0,0
X000625.SZ,0,0,0,0,0.0751613834934595,0,0,0,0,0,0,0,0,0,0,-0.00441037246555808,0,0,0,0,0,0,-0.205994143206574,0,0,0,0,0,0,0,0,0,0,0,0,0.345558060937998,0,0,0,0,0,0,0.510330234268317,0,0,0,0,0,0,0,0,-0.0298937175352865,0.0175972953921184,-0.192298552387632,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0205847076854208,0.297713659160161,0.0236103853400301,0,0,0,0,0,0,0,0,0,0,0,0,-0.127323778763091,0,0,-0.055673539845878,0,0,0,-0.0889642542686774,0,0,0,0,0,0,0,0.0349948952012335,0,0,0,0,0,0,0,0.0161851504182019,0,0.133453586523466,0.0177611571610588,0,0,0,0.0805377784823093,-0.161221432651412,0,0,0,0,0,0
X600104.SH,0.1787182536673,0,0,0,0,0,0,0,0.157897352338003,0,0,0,0,0,0,0,0.0484051347539153,0,0,0.0406650045300607,0,0,0,0,0,0,0,0,-0.00186861675041454,0,0,0,0,-0.0714584443150875,0,0,0,0.120642329841856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779743824574676,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.270891114065205,0,0,0.0244349309525008,0,0,0,0,0,0,0,0,0,0,0,0.14985418586661,0,0,0,0,0,0,0,0.0383339832156119,0,0,0,0,-0.120343554628073,0.0697980346547929,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00311505768272181,-0.0262480211017788,0,0,0,0,0,0
X300124.SZ,0,0,0,0.180790701383522,-0.0339862394411596,0,0,0,-0.013787641452729,0,0,0,0,0,0,0,0,-0.103319277473621,0,0.0573946044374612,0,0,0,0,0.00362782574247406,0,0.117544541420684,0,0,0,0,0.276054663163803,0,0,-0.0151961787299187,0,0,-0.150693967131572,0,0,0.133605897604423,-0.12275676165464,0,0,0.0598277144719342,0,0,0,0,0,0,0,-0.000520913553115346,0,0,0,0,0,0
X000725.SZ,-0.0968241920992028,0,0,0,-0.00647058952150145,0,0,0,0.0411742904058261,0,0,0,0,0,0,0,0,0.105007766738085,0,0,0,0.193443833630492,0.386803434948485,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0943927428125213,0,0,0,0,0,0,0,0,0,0,0.0340064436233923,0,0.0267702449841972,0,0,0,0,0,0,0,0.00863363446811474,0,0,0,4.33680868994202e-19,0,0
X003816.SZ,0,0,0,0,0,0,-0.0435722706675216,0,0.008751711361971,0,0,0,0,0,0,0,0.0393834793579927,0,0.0298898803894402,0.000100615706205748,0,0,0,0,0,0.0235633228223301,0,0,-0.0552848334156699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149079629491481,0,0,0,0,-0.00216853172934498,0,0,0,0.0466170902997847,0,0
X000596.SZ,0,0,0,0.375500979654716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015556418692637,0,0.017977402932593,0,0,0,0,0,0.138151015920598,0,0,0,0,0.0128818288517976,0,0,0,0,-0.0118579251774302,0,0,0,0,-0.020393958853964,0,0,0,0,0,0.0230479189100161,0.0173547773494365,-0.0288125989780224,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0665265648109129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465109223360797,0,0,0.0412679994994174,0,0,0,0,0.043981895789159,0.0112104193348761,0,0.0519169775939615,0,0,0.0765206991326733,0,0,0,0.0560003832385689,0,0,-0.13996680906145,0,-0.00474275199288685,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.0436802807184295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321921636319182,0,0.158047805024164,0,0,0.279298500733942,0,0,0,0,0,0,0,0,0,0,0.0237349612511551,0,0,0,0,-0.0253171955968886,0.150897658311709,-0.0323842294723903,0,-0.067977631113973,0,0,-0.103941756656233,0,0
