,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600584.SH,X600703.SH,X000157.SZ,X000977.SZ,X600522.SH,X002028.SZ,X600066.SH,X002236.SZ,X600741.SH,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000800.SZ,X600487.SH,X600460.SH,X002180.SZ,X000661.SZ,X002223.SZ,X002074.SZ,X601799.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.194422971622957,0,0,0,0,0,0,0.144369927954352,0.112225930623696,0,0,0,0,0,0,0,0,0.0557678415908143,0.0513735507763445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459308074992552,0,0,0,0,0,-0.0958756840365928,-0.00794137412315271,0,0,-0.0490453364396793,0,0,0,0,0,-0.070341260964497,0,0,0,0.00664043508025625,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0259758320972597,0.4573448179743,0,0,0,0,0,0,0,0,0,0,0,0.0364539733157397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700324375778189,0.0323762716717872,0,0,0,-0.0267246644554674,0,0,0,0,0.0234161793112633,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199534820946248,0.12524337452278,0.355751598683092,0,0,0,0,3.46944695195361e-18,0,0,0.117789096578966,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0265757962934358,0,0,0,0,0,0,0,0.0836180745144777,0.0306725007487476,0,0,0,-0.0391453283273,0,0
X002415.SZ,0,0,-0.0936348712308228,0,0.0463991976710927,0.189648691362022,0,0,0,0,0,0,0,0,0,0,0,0.0297160322963683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0775719915070561,0,0.0577766090309796,0.142844043024162,0.0376185402437534,0,0,0,0,0,0,0,0,0,0,0.0179824892374756,0,0.0702618331825451,0,-0.0893992532307412,0,0,0.0108798743596287,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547204726234749,0,0,0,0.113293341095052,0,0.042970091892746,0,0.0680168850303412,0.0469760098427398,0,0,1.73472347597681e-18,0,0,0,0,-0.0932107587542755,0,0,0,0,0,0,0,0.0348955343294182,-0.012110610013073,0.0290966476605337,0,0,0.135116938169126,0,0,0,0,0,0,0,0,-0.0175813098860428,-0.022720672175612,0,0,0.00190098800364425,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.0743784444175709,0,0,0.0646422262249922,0,0,0,0,0,0.221518571523865,0,0,-0.130717981603019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446049654077584,0,0,-0.00607312549462076,0.303456268632791,0,0,0,0,-0.0871968221920836,0,0,0,0.0722385739897296,0,0,-0.00652973370794839,-0.109293505403027,0,0,-0.0330281355036407,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0810124921152256,0,0,0,-0.121955504385704,0,0,0,-0.137998127793327,0,-0.0342186030228278,0,0,0,0,0,0,-0.0787970798202416,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.317216803285293,0,0,-0.00792944331750818,0,0,0,-0.0157794384361084,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0444053432569804,0,0,0,0,0,0.00114128335354186,0,0,0,0,0,-0.00848840499418565,0,0,0,0,0,0,0,0,0.17274938104882,-0.0803417113669163,0,0,0,0,0,0,0,0.0336429524330501,0,0.169522885064547,0,0,0,0,0,0,0,0,0.0784757732225774,0,0,0,0.0323745303449572,0,0,-0.0268429805515762,0,0
X600809.SH,0.378909801284366,0,0,0,0,0.0730186180020844,0.139516001825608,0,0,0,0,0,0,0,0,0,0,0.0252957084540705,0.0418455274270787,0.313301707445863,0,0,0,0,0,0,0,0,0,0,0,0,0.0369218426585775,0,0,0,0,0.0722842720770409,0,0,0,0,0,0.0204098163683709,0,0,0.139051440067302,0,0,0,0,0,0,0.12951955071256,0,0,-0.0160749759601783,0,0
X000568.SZ,0.521732347523372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283356418403057,0,0,0,-0.0337718777810448,0,0,0,0,0,0,0.0295091289215866,0,0,0.0674577507494223,0,0,-0.0334713847185689,0,0,0,0,0,-0.0294531035989188,-0.0328769432118922,0,0.089037855496413,0,0,0,-0.0244125992592224,0,0,-0.00546324537257711,-0.0210399420149838,0,0,-0.00933773598365654,0,0
