,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X002371.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X000977.SZ,X002179.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X000100.SZ,X600372.SH,X002241.SZ,X600584.SH,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000066.SZ,X600702.SH,X002463.SZ,X000733.SZ,X300003.SZ,X600460.SH,X000988.SZ,X300142.SZ,X300146.SZ,X002007.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.190199470796504,0,0,0.0563354079981884,0,0,0,0,0,-0.0388324290960391,0,0.0301491727997101,0,0,0,0,0,0,0,0.0803841501579294,0,-0.00623781795003034,0,0,0,-0.0296573732240357,0,0,0,-0.0551750332502768,0,0,0,0,0,0,0,0,0,0.100862473499884,0,0,0,0,0,0,0,0,0,0,-0.035191785172951,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.298039853033449,0,0.0581059267192521,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0.0397185002099403,0,0,0,0,0,0,0,0,-0.0109504827283657,0.0315777298497703,0,0,0,0,0,0,0,0.0111379329623125,0,0,0,0.0353896437577126,0.191309059679551,0,0,0,0,-0.024488875220226,0,0,0,0,0,-0.042042095894272,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0241340923092018,0,0.0437456566909638,0,-0.104361638833498,0,0,-0.054896935407807,0,0,0,-0.0667233080337599,0.239601338452894,0,0,0,0.258176224633888,0,0.261906162195452,0,0,0,0,0,0,0,0,0,0,0,0,0.0864855379198694,0.0104287650573604,-0.15135089045502,0,0,0,-0.0670798758575226,0,0,0,0,0,-1.0842021724855e-19,-0.0254735971066932,0,0,0,0,0,0
X000568.SZ,0,0.296692905287341,0,0,0,0.0933659463039463,0,0,0,0,0,0,-0.00155828109416614,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.076437458693924,0,-0.00161133084300375,0,0.106543716400857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496384913342118,0,0,0,-0.0161238093164178,0,0,0,0,0,0,0,-0.00589368856667448,0,0,0,0,0,0
X600276.SH,0,0,0.230036595295499,0,0,0,0.119661123340661,0,0,0,0,0,0.00511000622908159,0,0,0,0,0,0,0,0,0,0.0416357794302687,0,-0.137177027601363,0,0.0118228331839511,0.0893526619329291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.320609313303674,0,0,0,0.11296261376402,0,0,0,0,0,0.0166622177497748,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.0907619947688752,0,0.107094792194805,0,0,0,0,0,0,0,0,-0.121772751708604,0,0,0,0,0,0.0053424576777318,0,0,0,0,0,0,0,0,0,0,0,0,-0.127076633624963,0,0.0380548969310905,0,0,0,0,-0.0290825636477943,0,0,0,-0.35230635505807,0,0.218981287423706,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.330010750168198,0,0,0,0,0.117531352786421,0,0,0,0,0,0,0.130197284127971,0,0,0,0,0,0.044828146271914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342753517130995,0,0,0,0,0,-0.0687207505051149,0,0,0,0,0.0524891916486586,0.0761438323420218,0,0,0,0,0,0,0
X002304.SZ,0,0.327520232204963,0,0.110268341272639,0,0.00699553517990379,0.0567601528377979,0,0,0.0646715512349184,-0.0114995372369503,0.0109224662779952,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.118587748221178,0,0,0,0,0.033785400295093,0,0,0,0,0,0,0,0,0.174085569403036,0.0305256849981303,-0.0221817939263719,0,0,0,0,0.000423726100806962,0,0,0,0,-0.00895581974631993,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0967528857125119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730592187904988,0.0946038272021094,0,0,0,0,-0.0369849057064829,0,0,-0.0274544397829997,0,-0.118046900198896,0,0,0,0.197292115865385,0,-0.0966311957582784,0,0,0,-0.0296934908239009,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.198232903465573,0.0487867765410882,0.0436760714687807,0,0,0,0,0,0,0,0,-0.461569282393103,-0.0492562627306428,0,0,0,0,0,0,0.0379208274900251,0,0,0,0,0,0,0,0,0,0.0233631806090564,0.321114685132943,0,0,0,0,0.0987324324243542,0,0,0,0,0,0,0,0,0,0,0,0,0
