,X600519.SH,X000858.SZ,X002475.SZ,X600690.SH,X600276.SH,X000651.SZ,X002415.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X002179.SZ,X600418.SH,X000977.SZ,X600584.SH,X600183.SH,X600066.SH,X600089.SH,X000157.SZ,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X000921.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X600839.SH,X600460.SH,X000988.SZ,X002281.SZ,X000800.SZ,X600487.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.189440010731668,0,0,0,0,0,0.0368960108634212,0,0,0,0.0355934587076297,0,0,0,0,0,0,0.093067432292581,0,0.186826053392603,0,0,0,0,0,0,0.0315078309464542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520792215785607,0.00352719063126961,0,0,0,0,0,0,0,0,0.00727331155580518,0,0,0,0,-0.0218380052295999,0,0
X000858.SZ,0.229819300952231,0,0,0,0,0,0,0.00232378806275211,0,0,0,0,0.241526646060649,0,0,0,0,0,0.00939959454454273,0,0.234097498783943,0,0,0,0,0,-0.101787745952751,0.000981015301221017,0.0117675616489864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154021704135712,0,0,0.025514738813786,0,0,0,0,-0.0710505343151904,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0971451640289388,0,0,0.0343463381940736,0,0.0656850093425368,0,0,0,0,0,0,-0.0583335397546824,0,0,0,0,0,0.332632969413141,0.174100929211879,0.025978419619487,0.0592462765242097,0.0371374516576387,0,0,0,0,0,0,0,0,0.0645886474382456,0,0,0,0,0,-0.0394121644540035,-0.0224683843551809,0.0686479432830843,0,0,0,0,0,0,0,0.00812772626645429,0.0190236694072751,0,0,0,0,0,0
X600690.SH,0,0,0.00123806308431225,0,0,0,0,0,0,-0.0141743857753281,0,0,0.100472214132048,0,0,0,0,0,0,-0.00414515214207948,0,-0.0184377876097099,0,0,0,0,0.00432578721411641,0,0.276203582703823,0,0,0,0,0.056042666165402,0,0,0,0,0.290605791631945,0,0,0,0,0.0257966143790676,0,0,0,0,0,0,0,0,0.000923248551874326,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117781364046393,0,0,0,0.201290857595644,0.0706440977694836,0,0,0,0,0,0,-0.126718609183336,0.173610307059964,0,0,0,0,0,0,0,0,0,0,0,0.0590099963701154,0,0,0,0,0,0,0,0,0,0.0435379715701486,0,0.0416039152420896,0,0,-0.0909055161602273,0,0
X000651.SZ,0,0,0.0870733029539233,0.0323430181085043,0,0,0,0,0,0.0361603139009084,0,0,0,0,0,0,0,0,0.0125086913856995,0,0,0,0,0,0,-0.134759285923256,0,0,0,0.217564502649794,0,0,0,0.0163685709570093,0,0,0,0,0.00271382948488354,0,0,-0.0129767702578362,-0.0490731668547346,0,0,0.166913944766622,0,0,0,0,0,0,0.00376495326441926,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0755691418184935,0,0.0148897849272651,0,0.135214205587331,0,0,0,0,0,0,0,0,0,0.102037343556201,0,0,0.00924831542917268,0,0,0.0617946464708349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139143230287006,0.0251312341872009,0,0,0.0143422342437497,0,0,0,0,0,0.00584106436039624,-0.0039106585847082,0,0,0,-0.0842106505741559,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.10632142703377,0.305510794033472,0,0,0,0,0,0,0,0.40831736725619,0,0.00607671601031136,0,0,0,0,0,0.0503381514307915,0,0.136819096052471,0,0,0,0,0,0,0,-0.0391761398023672,0,0,-0.0465409183959549,0,0,0,0,0,0,0,0,0.00692682127961067,0.0163767925457867,0,0,0,0,0.00406514188277001,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0727552588639384,0,0,0,0,0.251069257193481,0,0,0,0,0,0,0,0,0,0,0,0.191916947666103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16396307342364,0,0,0.0741136254543937,0,0,0,0,0,-0.00695830465620371,-4.33680868994202e-19,0,0,0,0.00312557022898818,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.305140542886337,0.20222926855122,0,0,0,0,0,0.144443016674685,0,0,0,0,0,-0.287348333126013,0,0.343946639196582,0,0,0,0,0,0,0,0,0,0.744724984937891,-0.0563830666403627,0,-0.324076890093179,0,0,-0.242146624909831,0.0771846805312252,0,0,0,3.46944695195361e-18,0,0,0.0271871959760362,0,0,0.0320538957581958,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00711110164898791,0,0,0,0.0638615578063198,0,0,0,0,0,0,0.0726382284583145,0,0,0,0,0,0,0.183582523044739,0,0,0,0,0,0,0,0,0,0,0,0.0167507770069607,0,0.0120936058371961,0,0,0.0144404253087162,0,0,0,-0.138971477962215,0.0070546774918359,-0.0581509889580965,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.105583888215151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283532425122262,0.185500588793861,0.0720926769911799,0,0,0,0,0,0,0,0.360963378374067,0,0,0,0,0.0652239662415069,0,-0.0588311263097285,-0.200486971351,0.096225834155853,0,0,0,0,0,0,-0.0345515525541311,0,0,0,0,0,0
X000568.SZ,0,0.230464179253145,0,0,0,0,0,0.260662896197796,0,0,0,0,0,0,0,0,0,0,0.118772609457632,0,0.221968494448636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849360450962365,0,0.0194125027064259,0,0,0,0,0.0161526526339286,0,0,-0.0106135108024624,0,0,0,0,0.0343468074560925,-0.0225021330055659,0,0,0,-0.0412593110873153,0,0
