,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002007.SZ,X002456.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600566.SH,X600177.SH,X300146.SZ,X600066.SH,X600089.SH,X600522.SH,X002180.SZ,X600867.SH,X002129.SZ,X002506.SZ,X000050.SZ,X600372.SH,X002241.SZ,X000977.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00105331796682098,0,0.0734512563827176,0.0137040367840041,0.149932166041506,0,0,0,0,0,0,0,0,0,0,-0.0649926279428966,0,0,0,0.0235349389656653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708557616200893,0,0,0,0,0.0347816432223476,0,0,0,0,0,0,0.0759331566202203,0.0345774823971483,0,-0.032400949875939,0.0268610524543109,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0245121446033746,0,0.0244693811896117,0,0.0681499917465496,0,0,0,0,0,0,0,0,-0.0143312396339545,0.0609815125281586,0,0,0,0,0,0.0577874995689644,0,0,0,0,0,0,0,0,0,0.265938820176965,0,0,0,0,0,0,0.0207283628499698,0.07050226163854,0,0,0,0,0,0,0,0,0.0108086780991874,-0.0584651993854038,0,0,0,-0.0107464448857092,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.251553837796623,0.082715675368827,0,0,0,0,0.56344455055264,-0.0340566902230037,0,0,0,0,0,0,0,0,0,-0.198994778077721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19027657300011,0,-0.0116625074266716,0,0,0,0,0,0,0
X000651.SZ,0,0.00679717062035313,0,0,0.0488201679675801,0,0,0,0.202741237208467,0,0,0,0,0,0,0,0,0.0187243312805716,0,0.0546525490814198,0,-0.0136583829351811,0,0,0,0.0451291500812015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774072229564662,0,0.0255546825071919,0,0,0,0,0,0,-0.00983037080305516,0,0,0,0,0,0,0
X000858.SZ,0,0,0.102143537892555,0,0,0.0225078675498066,0.10971447240287,0,0,0,0,0,0.29973970763448,0,0,0,0,0,0.0138546063061348,0,0,0.00157996606609829,0,0,0.00965181741601079,0,0,0.0532640322725366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018254588989545,0,0,-0.00248678700908863,-0.00372759171068117,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440373389747919,0,0,0,0.350750095056732,0,0,-0.100598775048839,0.378814509938055,0,0,0.102019574379195,0,0,0,0,0,0,0,0,0,0.164197180240297,0,0,0,0,0.0478298689918446,0,0,-0.193441955761687,0,0,0,0,0,0,0.216337381590838,0,0,0.0649013526846927,0,0,0,-0.0524312617010829,0,0
X002304.SZ,0.0839080715376124,0,0,0,0,0,0,0,0,0,0,0,0.0422670553319916,0,0,0,0,-0.0883489295198069,0,0,0,0.155748532125662,0,0,0,0,0.476189606392979,0,0,0,0,0,0,0,0,0,0.139246388925722,0,0,0,0,0,-0.122814789670754,0,0,0,0,0,0,0.109564170916074,0,-0.0137583644683744,0,0,0,0,-0.0578918057944465,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0284465059307629,0,0,0,0,0,0,0,0.0129514365982986,0.126011598838107,0.203824781946173,0,0,0,0,0,0,0,0,0,0.0150872884252087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212428109561891,0,0,0,0,0,0,0.00784334656273865,0.0167926603379518,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0106880932326479,0.0400473466719011,0,0,0,0,0,0,0,0,0,0,0.0412839528408442,-3.46944695195361e-18,0,0,0,0,0,0.0799941141894397,0,0,0,0,0,0,0.182032409780547,0.0341603021898394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.297181674257251,0,0,-0.0252430323562994,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650230143022682,0,0,0,0,0,0,0,0,0.242878330555907,0,0,0.215030463007194,0,0.00129073861880349,0,0,0,0,0,0,0,0,0.152032881708877,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0252285205923052,0,0,0.00878420046922032,-0.0109475780427632,0,0,0,0.123930491415711,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102107652653352,0,0,0.0656749299235148,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0845292901988953,0.0754819917876872,0,-0.00136968842826364,0,0.108239732398777,0,-0.0133461454251513,0,0,0,0,0,0,0,0,0,0,0,-0.0347402917547418,0.0943873368257564,0,0.00591918317420498,0.026230074230544,0,0,0,0,0,0
X000338.SZ,0,0,0.0544844013077843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379906851710714,0.00325966908098697,0.0935330641556396,0,0,0.0478364214571029,0,0,0,0,0,0,0,0.0347695934378133,0.04573892782194,0.0299908032619808,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0276764660513269,0,0,0,0,0,0,0.00137867069221595,0.00789735038928225,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.161946875011283,0,0.112113050448833,0,0,0,0,0,0,0,0,0.0563904013027865,0,0,0.0109286962667457,0,0,0.0257767723370389,0,0,0.21910968961026,0,0,0,0,0,0,0,0,0,0,0,0.137869167869447,0,0,0,0,0.056807264626797,0,0,0.000898203458306428,0,0,0,0,0,0,0.0128902800755819,0.0215230198829988,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157500498420919,-0.146964500365503,0,0,0,0,0,0,0.0866388355643592,0,0,0,0.0510203402700238,0,0.0802739264319904,0,0,0,0.152013886026078,0,0,0.22154384641751,0,0,0,0,0.0159454826101386,-0.0840407724261021,0,0,0,0.0429293000928804,0,0.220831824320682,0,0,-0.0204164186220897,0,0,0,0,-0.0142109814475031,0,0
X600741.SH,0,0,0,0,0,0,0,-0.0287725502633255,0,0,0.15735612439711,0,0,0,0,0,0,0,0,0,0,-0.0687449770670457,0,0.0837482386579109,0,0,0,0,0,0,0.124949679726274,0,0,-0.00743374574170089,0,0,0,0,0,0,0,0.143838543234429,-0.027312389798988,0,0,-0.038954740667114,0,0,0.0789609036156992,0,0,0.0151981749059182,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0118907264767996,0,0,0,0,0,0,0,0,0.077472333358173,0,0,0.0246016811126042,0.0279872571248942,0.096183529231763,0,0,0,0,0,0,0,0,0,0,0.05915805912131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203206379841864,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0.226318919480854,0,0,0,0,0,0.0400461585365841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837926362024423,0,0,0,0,0,0,0,0.737243497327127,0,0,0,0,0.0745208391294066,0,0,0.114192299937553,0,0,0,0,0,0,0.227503319703645,0,0,0,-0.001697084595078,-0.0585203562958713,0,-0.132901868346487,0,0.0271021247680468,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.182385389743229,0,0,0,0,0,0,0,0,0,0,0,-0.312796091365092,0,0,0,0,0,0,0,0,0.763826889704526,0,0,0,0,0,0,0,0,0,0,0,0.142713758071004,0,0,0.216768594505528,0,0,0,0,0,0.0442162579880653,0.0984446884885656,0,0,0,-0.0708509376364733,0,0
X002236.SZ,0,0,0.549781111496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991512946397018,0,0,0,0,0,0,0.248911115190947,0,0,0,0,0,0.0884239756782181,0,-0.0596968077108384,0,0,0,0,0,0,0,0.235009991283048,0,0,0,0.0848267250409878,0,0,0,0,0,0,0,0.0564473060879837,0,0
X000100.SZ,0,0,0,0,0,-0.193106503525601,0,0,0,0.00237154790284679,0,0,0,0,0,0,0,0.0147156300390042,0,0,0,0.226446355412242,0.383905541207346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017327027810868,0,0,0.157961353190607,0,0.177350830236246,0,0,-0.4330386563338,-0.00759848568026702,-0.0464022147422198,0,0,0,-0.0812297772285829,0,0
X300124.SZ,0,0,0,0,0,-0.137817567926031,0,0,0,0.287125851488642,0,0,0,0,0,0,0.0753262927032955,0,0,0,0,0.00842006364389616,0,-0.214301589821101,0,0,0.530896650158454,0,0,-0.0453978022561213,0,0,0.0505647034299956,0.0217006560284606,0,0,0,0,0,0.0462594466599959,0,0,0,0,0.0347908507878603,0,0,0,0,0,0,-0.0511677154974547,0.0852647950673593,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,-0.0285025202947146,0,0,0,0,0,0,0,0,0,0.126286927662421,0.176105201127736,0,0,0,0,0,0,0,0,0,0.279401448786455,0,0,0,0.838502245491529,0,0,0,0,0,0,0,0,0,0,0.391354055487769,0,0,-0.00801737167439998,0,0,-0.00682724516733398,-0.0836635852680866,0,0,0,0,0,0
