,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X002475.SZ,X000559.SZ,X000050.SZ,X601877.SH,X600839.SH,X000550.SZ,X002294.SZ,X600066.SH,X600271.SH,X000568.SZ,X002129.SZ,X002456.SZ,X600435.SH,X002292.SZ,X300124.SZ,X000869.SZ,X300003.SZ,X000400.SZ,X002007.SZ,X000800.SZ,X002038.SZ,X000623.SZ,X000977.SZ,X002049.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0377888039879462,0,0,0,0,0,0,0,0.00859050077922639,0,0,0,0,0.388714622978649,0,0,0,0,0,0,0.0246780383587887,-0.00835772389785318,0,0,0,0,0,0,0,0,0.0991624033963359,0,0,0.107078954398667,0,0,0.0547938207573909,0,0,0,0,0,0,0,0,0,0,0,0.00243851456755117,0,0,0,0,0,0
X600519.SH,0,0,0.112295424177779,0,0.0264951478239826,0,0,0.248158124878323,0,0,0,0,0,0,0,0,0,0.0301952067740702,0,0,0,0,0,0,0,0.00971107613215884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128630695743726,0,0,0,0,0.00569534359188724,-0.0391153553695506,0,0,0,-0.0605705543872969,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856710356754116,0.276679517464744,0.0372459520073961,0,0,0,0.0627022501841758,-0.0134267344377906,0,0,0.0085024247122453,0,0,0,0,0,0,0,0,0,0,-0.129927129589494,0,0,0,0,0,0,0,0,0,0,0,0.0369577439930164,-0.054274316629935,0,0,0,0,0,0
X000651.SZ,0,0,0.112519082451387,0,0,0,0,-0.0156994594637985,0,0,0.242316196125828,0,0,0,0,0,0.012182376199008,0,0,0,0,0,0,0,0,0,0.305499359333967,0.0122680865210447,0.00701605413050595,0,0,0,0,0,0,0,0.0897950950261545,0,0,0,0,0,0,0,0,0.0629779693182321,0,0,0,0,0,0,-0.00639127751427115,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0525064720133394,0,0,0,0.112473259097509,0,0,0,0.201084733812266,0,0,0,0,0,0.0230580276494064,0,0,0,0,0,0,0.0120022560447204,0,0,0,0,0,0.0519485601406312,0,0,0,0.131813002623224,0,0,0.195170496185527,0.169740036612261,0,0,0,-0.0301943842696496,0.0511383117053676,0,0,0,0,0,0
X000625.SZ,0.344104938445307,0,0,0,0,0,0,-0.0446076606608988,0,0,0,0,0,0,0,0,0.0331400872162297,0.0332523596124833,0,0,0,0,0,0,0.123825741486527,0,0,0.0740226627615691,0,0,0.0480533437466053,0,0,0,0.163210904595155,0,0,0,0,0,0,0,0.00751181232830611,0,0,0,0,0,0,0,0,-0.00304823372217923,-0.017195245550213,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.103471440510398,0.0539485977058091,0,0,0,0,0.165665411335107,0,0.0379659931451807,0.0241467113109055,0,0,0,0.0250224022726046,0,0,0,0,0,0,0,0.0873772475552159,0,0.113915552891405,0,0,0.00847669571567157,0.0206939798125986,0,0,0,0,0,0,0,0.00559192810513655,0,0,0,0,-0.00523065242117068,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0637257940715709,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535753677253997,-0.0218760402451695,0.228703386161137,0,0,-0.126975988288996,0,0,0.221009609336412,0,0,0,0,-0.0170870064603518,0,0,0,0,-2.16840434497101e-19,0.451416112303758,0,0,0,0,0,-0.0314192146057218,0,0.0089492707678986,0.0543525486879452,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067466683978288,0,0,0,0,0,0,0.000497246117926753,0.153887300267732,-0.011098120716197,0.0207594442140337,-0.102370083223108,0,0,0,0,0,0,0,0,0,0,0,0.0369697309438872,0,0.0765136405985603,0,0,0,-0.0406304677142822,0,0,0,0.0234965078161148,0,0.0136533497292913,0.0112725245009156,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0641317858730032,0,0,0,0,0,0,0,0.00474706099045581,0,0,0,0,0.114903014673211,0,0,0.0423506869129549,0,0,0,0,0,0,0,0,0,0,0.0160204586631663,0,2.16840434497101e-19,0.11501229422498,0,0,0.00811446674605249,0,0.0919584267011019,0,0.0946420452013577,0,0,0,0,0,0,0,0,0,0.00747660703287927,0,0,0,0,0,0,0
