,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X600498.SH,X000100.SZ,X000661.SZ,X600809.SH,X002456.SZ,X002179.SZ,X600867.SH,X600566.SH,X000625.SZ,X000596.SZ,X300146.SZ,X300142.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002294.SZ,X300136.SZ,X600372.SH,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.588294650357159,0.168703063220681,0,0,0.0409255009761669,-0.0352323468340239,0,0,0,0,0,0,0,0,-0.0691615533448359,0,0,0,0.0555520119093976,0,0,0,0,0,0,0.0326859866383874,0,0,0.149221895661787,-0.0198750462377199,-0.0204648861036427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759621612892273,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0179341638353144,0,0,0,0,0.150717598119929,0.247320176907207,0,0,0.151431402957167,0,0,0,0,0.0613960929414734,0,0.0182902805013587,0.0849697984332493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160222925937291,0,0,0,0,0.0098008757621874,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655298638634413,0.643543716669682,0,0.218867072675919,0,0,0.098570313158271,0,0,0,0,0,0,0,0,0,0,-0.079377822307532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435420732169235,-0.0166223630386075,0,0,0,0,0,0,0
X600276.SH,0,0.0581226102101765,0.171418263836345,0,0,0,0,0,0,0.0163047400369962,0,0,0,0,0,0.420401001520041,0,0,0,0.00328080633007471,0,0.00861245520048886,0,0,0,0,0,0.00567757577317603,0.049743381492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354870914170169,0,0,0,-0.00557621647994262,0.0208239978742948,0,0,0,0,0,0
X000651.SZ,0.261295685673687,0,0,0.00213493466284861,0,0,0,0,0,0,0,0,0.133290666565361,0,0,0.0564402952125707,0.0996279787536129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232123278604894,0,0,0,0,0.104164574317793,0,0,0,0,0,0,0,0.0331062138531908,0,0,0,0,0,0,0,0.0190995063206184,0,0,0,0,0,0.20364877289925,0
X000858.SZ,0.0244648270366897,0,0,0,0,0,0.181653937915701,0,0.045881009667813,0,0,0,0,0.0120862974667909,0,0,0.0589795947915036,-0.0195324124499236,0,0,0,0,0,0,0,0,0,0.380417332903964,0,0,0,0,0,0.1943186260508,0,0,0,0,0,0,0,0,0,0.0344478759193295,0,0,0,0,0,0,0,0,0.0734051580032606,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0360019381800439,0,0,0,0,0,0,0.335504294762167,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.299778931947625,0,0,0,0,0,0.327662530545861,0.112556573243299,0,0,0,-0.0325636582518427,0,-0.024378774637588,0,0,0,0,0,-0.149579883294053,-0.0431724721548176,0,0,0.0518296982242729,-0.00652436898806459,0.0640220965441138,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405339941197112,0.338937662884947,0,0,0,0.152964869329362,0,0,0.0132965089248709,0.123813042542491,0,0,0,0,0,0.000261694114914217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355134814079585,-0.0035058158556201,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.19648811956752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838588929447113,0.000537552776247563,0,0,0,0,0,0,0,0,0,0.182005907073929,0,0,0,0.331834773280634,0,0,0,-0.0126289958479716,-0.0258389553175916,0,0,0,0,0,0
X000063.SZ,0,0,0.121538724631484,0,0,0,0,0,0,0,0.407973829325283,0,0,0,0,0,0,0,0,0,0,0,0,0.21503180719208,0.117522487275037,0,0,0,0.163161228377171,0,0,0,0,0,-0.102677369181297,0,0,0,0.0858169796471472,0,0,0,0,0,0,0,0,0,0,0,0,0.0338380614312482,-0.136622923810353,0,0,0,0,0,0
