,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600741.SH,X000568.SZ,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002007.SZ,X000625.SZ,X002179.SZ,X300142.SZ,X600498.SH,X600066.SH,X600566.SH,X000977.SZ,X300146.SZ,X002294.SZ,X000157.SZ,X002180.SZ,X002241.SZ,X600089.SH,X600177.SH,X600522.SH,X300136.SZ,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.280630988051531,0,0,0,0,0,0,0,0.13984207590034,0,0,0,0,0.112734098421133,0,0,0.0869640378976334,0,0,0,0.0871868116161645,0,0.00933039019566819,0,0.0133851241453695,0,0,0,0,0,0,0.0527635970515877,0,0,0.0195910734121244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689344314291916,-0.00893385143755853,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112597574861994,0,0,0,0,0,0,0,0,0,0,0.149275454533966,0,0,0.0840797454665651,0,0.101504723047587,0,0,0,0,0,0,0,0.069233045372103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213318752627926,0.0121802643535116,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.102979863558124,0.116174015125943,0,0.0368434096369677,0,0,0,0,0,0,0.0686542041625523,0,0,0,0,0,0.438590370268468,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0497752266534876,0.1754825592902,-0.0319923450567845,0,0,0,0,0,0,0,0,-0.151679831720693,0,0,0,0,0,0.00928496914953552,0,0,0,0,0,0
X000858.SZ,0,0,-4.33680868994202e-19,0,0,0,0.0374522933374488,0,0,0,0,0.421636900624714,0,0,0,0,0,0,0.0249820710944547,0,0,0.0446432913474259,0.0288976405386555,0.203610683106005,0,0.0226922380793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00152029099001004,0.00230408641378075,0,0,0,0,0,0
X000651.SZ,0.207774269786964,0,0,0.0872132776129579,0,0,0,0,0,0,0,0.146152813933269,0,0.0654082831469185,0,0,0,0,0,0.073689146564431,0,0.259751065227321,-0.0363948511252021,0.00464764744866602,0.000234541554909942,-0.0337749269431358,0,0.0874987518552731,0,-0.0322588942744119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638403886385782,0.0152085495885461,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.00597606591480512,0,0,0,0,0,0.0575715792212802,0.354392508442204,0,0,0,0,0,0.0761666773403571,0,0,0.0664795978737253,0,0,0,0.0978394169321423,0,0,0,0,0,0,0,0.245793167919247,0.186620005274562,0,0,0,0,0,0,0,-0.0755599294176406,0,0,0,0,0.00659576014741621,-8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.34813770435633,0,0.00380484742995075,0,0,0,0.116424908489015,0,0.509361907760883,0,0,0,0.0309413139622337,0,0,0,0,0,0,0,0,0.264475152315352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146987437690856,0,0,0,0,0,-0.113746591902087,0,0,0,0,0.0181544012940202,0.0268056021377405,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915465090845607,-6.93889390390723e-18,-4.33680868994202e-19,0,0.148387959494002,0,3.46944695195361e-18,0,0,0.0275766545462589,0.408316801754445,0,0,0,0,0,0,0.0819656753594572,0,0,0.115558083398423,0,0,0,0,0,0,0,0.0512341665233395,0,0.199934415714633,0,0,0,0,0.00887444912842531,0.0304069429914464,0,0,0,0,0,0
X600690.SH,0,0,0.200945767763986,0,0,0,0,0.0260829428643675,0,0,0.15470545519344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997717140972716,0,0,0,0,0,0,0,0,0,-0.00721605893229368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579028708553972,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.13699003737466,0,0,0,0,0,0,0,0.0781899036871355,0.332594287363709,-0.0425204886819401,0,0,0,0.346297327475144,0,0,0,0.150927480203578,0,0,0,0.0248891596863219,0,0,0.0154841110839652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260361814531293,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0836927871558149,0,0,0,0,0,0,0,0.0649536998997862,0,0,0,0,0,0.260175634898863,0,0,0,0,0,0,0,0,0,0,0,0,0.0413260811871684,0,0,0,0,0,0,0,0,0,0,0,0.0066252085998109,0,0,0.0300549860631117,0,0.0080209783700183,0.010414228817765,0,0,0,0,0,0
X000568.SZ,0,0,0,0.343423692703289,0,0,0.00609472293820398,0,0,-0.035260449593256,0,0,0,0,0,0.0306247438726149,0.0090602724452861,0,0,0,0,0,0,3.46944695195361e-18,0.260282758439176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208617183391061,0,0,0,0,0,0,0,0,0,0,0,0.00102038137319682,0,0,0,0,0,0
