,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600031.SH,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X300124.SZ,X002508.SZ,X002085.SZ,X300136.SZ,X600177.SH,X300003.SZ,X002008.SZ,X600271.SH,X600522.SH,X000157.SZ,X002007.SZ,X002294.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600699.SH,X600566.SH,X000066.SZ,X600372.SH,X300115.SZ,X600809.SH,X002180.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0986367394369313,0,0,0.186702310750863,0,0,0,0,0,0,0,0,0,0,0.01615178524875,0,0,0,0,0,0,0,0.0863281605687435,-0.0162171242814401,0,0,0,0,0,0.203795251668187,0,0.118689957354564,0,0,0,0,0,0.169131868047399,0,0,0,0,0.00368725634737459,-0.0140410244020044,0,0,0,0,0,0
X600104.SH,0,0,0,0.230529519780279,0,0,0,0.0228207447615321,0.0670025594200744,0,0,0,0.148065843137153,0.31330647628967,0,0,0,0,0,0,0,-0.0267659372075714,0,0,0,-0.0824890752081934,-0.0804661940890224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305591741333783,-0.0172952696011842,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0474577356820356,0.0928933487596245,0,0,-0.139669009727399,0.0276939727350807,0,0,0,0,0,0,0.295639393117267,0,0,0,0,0,0,0,0.277199568624262,0,0,0,0,0,0,0.0601316408915891,0,0,0,0,0,0.035299752546848,0,-0.303938434602806,0,0,0,0,0,-0.03363062307085,0,0.00119641781278404,0,0.00720450508583865,0.0207916899280721,0,0,0,0,0,0
X000651.SZ,0.0712114230036479,0,0,0,0,0.0712067667650596,0,0,0.0688811991987183,0,0.222469975766413,0.0150500736579458,0,0,0,0,0.000492437798253092,0,0,0.115444059847919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409487313536525,0,0,0,0.150705329967587,0,0,0,0,0.0132056042471212,0.00358555196988211,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0812795898667472,0,0.00450764995459715,0,0,0,0,0,0.6036816011106,0,0,0,0,0.0724602958239683,0,0.0140874966778397,0,0,0,0.0707971920107865,0,0.0140195798300246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335067246773755,0,-0.00655151663110875,-0.00457642136030233,0,0,0,0,0,0
X000725.SZ,0,-0.181108342649483,0.21921620707741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106774368104538,-0.185387637667122,0,0,0,0.0290594357515051,0,0,0,0,0,0,0.58802213814188,0,0,0,0,0,0.204551429560149,0,0.124113547456393,0,0,0,0.078709899928106,0,0,0,0,-0.0672692343688628,0,0,0.005476243656061,0,0,0,0,0,0
X600276.SH,0,0.0494744910728944,0.0590360701243701,0,0.000164122993606044,0,0,0.0729116385687953,0.00209682744111622,0,0,0,0,0,0,0,0,-0.146065099829826,0,0,0,0,0,0,0.0654690541596503,0,0,0,0,0,0,0.0379192377706276,0,0,-0.0137422150974012,0,0,0,0,0,0,-0.0993738399239422,-0.077001120316926,-0.0998586718980244,0.00963301925964094,0,-0.0741090411381427,0,0,0.0237880164529378,-0.0158931768634521,0,0,0,0,0,0
X002304.SZ,0,0.072949029853571,0,0,0,0,0,0,0.128280744235261,0,0,0,-0.0134436219566296,0.402854520764634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333802254862217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843992631550847,0.293115249621044,0,0,0,0,0.01020933888665,0.0619749294056077,0,0,0,-0.223130705108946,0,0
X600690.SH,0,0.548565684654866,0,0.0210325362879843,0,0,0,0.0608019458902497,0,0,0,0,0,0.0452855454731719,0,-0.0309163042791354,0,0,0,0,0.0436976415925699,0,0,0,0,0,0,0,0,0.0352246634280925,0,0,0,0.0433241927902327,0,0,0,0,0,0,-0.019352548630202,-0.138299623292112,0,0.151735098294652,0,0,0,0,0,0.00606555739926329,-2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.104565426823901,0,-0.00757332761820438,-0.0890061636918512,0,0,-0.0794268303945562,0,0.0784492300797856,0,0,0,0,0,0,-0.176785160380072,0,0,0.14661815703743,0.00601584321032677,0,0,0,0,0,0,0.00473865798980136,0,0.107348806667524,0,0,0,0,0.0286075298983672,0,0,0,0.123025784253187,0.0277807625518541,0,0,0,0.145570233251233,0,0.00635676774210391,-0.0187413301076266,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.118749430771058,0,-0.0490093559149584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138653167976592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21281609582185,0,0,0,-0.0132591212211667,0,0,0,0,0,0,0.0205600147159775,-0.0183591276279139,0,0,0,0,0,0
X000568.SZ,0,0,0.157059514851304,0.0468827367460537,0.588603694992277,-0.0221005458574151,0,0,0,0,0,0,0,0,0,0,0.0258420419182049,0,0,0,0,0,0,0,0.00658252164383645,0,0,0,0,0,0,0.047128157073041,0,0,0,0,0,0,0,0,0,0,0,0,0.148801941186806,0,0,-0.00243883338504934,0,0.0037080373707929,-0.00406800100731575,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.165028403488132,0,0,0,0,0.0684513558129222,0,0,0,0,0,0.636614720506421,0,-0.196000906039845,0,0.0643655841426762,0,0,-0.0160092096132961,0,0.0273735029048972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591889144100561,0.0490650430518587,0.00986997292586344,0,0,0,0,0
X600741.SH,0,0.526791477936674,0,0,0,0,0.180615423302754,0.0388587634689216,0.00537760359960248,0.141838161224358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807830292958481,0,0.0792268331790639,0,0,0,0.00461779874212036,0,0,0,-0.0941976527236741,0,0,0,0,0.0715588632925509,0,0,-0.0420753714757845,-0.00107641186729137,0,0,0,0,0,0,-0.0237094238982008,0.0101454074596824,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503480180749098,0.0224926023084067,0,0,0,0,0,0,0,0.0206538467547644,0,0.390252828790101,0,0,0.00698830893896964,0,0,0,0,0,0,0,0,0,0,0,-0.116947363011388,0,0,0,0,0,0.124325910319017,0,0,0.0122472936381803,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216412565948348,0,0,0,0,0,0,0.129787005746696,0,0,0.229743244111453,0,0,0,0,0.157256283572858,0,-0.0377968226105706,0,0,0,0,-0.00896908767900882,0.062596990132495,0,0,0,0,-0.0965721996978825,0.230508522196853,0,0,0.245807888993865,0,0,0.0367576555963607,0.0324169531697047,0,0,0,0,0,0
X002236.SZ,0,0,0.0881959173698237,0.250918978248664,0,-0.15962366612593,0,0.159754128219671,0.0519771411721395,0,0,0,0,0,0.316522688773271,0,0,0,0,0,0,0,0,0,0,0,-0.196912560608321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166128764313196,0,0.373722451532871,0.044981009413722,-0.434774720856171,0,0.0480954901202364,0,0.0237720747205504,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.143517449537717,0,0,0,0,0.0778066144793795,0,0.0705959064246975,0,0,-0.0585714566658957,0,0,0,0,-0.117170111120296,0,0,0,0,0,0,0,0,-0.0493123247804524,0,0,0.498257786121195,0,0,0,0,0,0,0.0626465695725346,0,0,0,0,0,0.202973510293787,0,0,0,0.00541412331275018,-0.031896505616888,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0977234356644359,0.166834203424998,0,0,0.0184198409843905,0,0,0,0,0,0,0,0,0.141222985079692,0,0,0,0,0.0165230674466066,0.112173861430549,0,0,0.0317791258602323,0,0,0,0,0,0.379816521633161,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0.12459483562609,0,0.0996740696086918,0,0,-0.00212617559709584,-0.0139687267677924,0,0,0,0,0,0
X600066.SH,0,0,0,0.142000583297093,0,0,0,0,0,0,0,-0.064471501784996,0.0778893448950507,0,-0.411381122965734,0,0.19620777547625,0,0,0,0,0,0,0.0817164604283791,0.142110794773279,-0.130420801403412,0,0,0,0,0,0,0,0,0,0,-0.191673626902488,0,0,0,0,0,0.0885659253142917,0,-0.0626967739164705,0,0,-0.0481504139789546,0,-0.00723734237922952,0.0202491854787175,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0989841115664231,0,0,0,0.150564420351001,0.0502503825708279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744647898484184,0,0,0,0,0.0433452944793118,0,0,0,0,0,0,0,0,0.0804675631727519,0,0.0311174239775348,0,0,0,0,0,0,0.0597062721568776,0,0.0159519336248934,-0.00452666769686505,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0.120461364623552,0,-0.577552445276222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172887293724812,0,0,0.390830825575577,0,0,0,0,0,0,0,0,0.457584028360105,0,0,0,-0.134554713203044,0,0.159746737425894,0.144574589297312,0,0,0,0.0346175638137989,-0.0508095426170241,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927310431351571,0.31860435391548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609246057025608,0,0,0,0,0,0.156744181862067,0,0.10178245339015,0,0,0,0.0467755319252615,0,0,0.0806304893142755,0,-0.0301203861011282,0.0256257007895388,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0525481385509856,0,0,0.0494634746219213,0,0,0,0,0,0.141439215784738,0,0,0,0,0,-0.0299959039934612,0,0.0500313912356333,0,0,0.177512060753444,0.244773644603744,0,0,0,0,0,0,0,0,0,-0.0285423630627857,0,0.0375545629369626,0,0,0,0,0,0,0,0.0368599265106554,0,0,0,0,0,0
X002508.SZ,0,0,0.363976400136361,0.164434581517645,0,-0.138073440545069,-0.405738716565731,0,0,0,0,0,0,0,0.0128098770886305,0.0232830422047826,0,0,0,0.126860753514275,0,0,0,0,0,0,0.055880016301225,0,0,0.297504118851138,0,0.14057542725049,0,0,0,0,0.0327685958758764,0,0,0,0,0,0,0,0.0406628715031177,0,0,0,0,0.0157102008120456,0.0245092879325404,0,0,0,0,0,0
X002085.SZ,0,0,-0.0194486504859196,0,0,0,0,0,0,0,0,0,0,0,0,0.491907866041985,0.018209682960717,0,-0.223905885841526,0,0,0,0,-0.200415228140708,0,0,-0.0803472576426718,0,0,0,0,0,0,0,0,0,0,-0.3550550523756,0,0,0.0881234345606673,0.0300077846392689,0,0.00356745036447389,-0.0232579313145618,0,0,0.0197194624905855,0,0.0417963595563663,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0.0308634363935249,0,0,0,0,0,0,0,0,0,0,0,0,0.145484849695146,0,0,0.0309190883926581,0,0,0,0,0.144205715474033,0,0.0343140371597944,0,0,0,0,0,0,0.357715059448848,0,0.0921677645580351,0,0,0.00760494259730597,0.0804873251036457,0,0,0,0,0,-0.0472405258603423,0,0,0,0,0,0
