,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002236.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300003.SZ,X600183.SH,X300124.SZ,X000157.SZ,X300014.SZ,X000625.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X002008.SZ,X002456.SZ,X002371.SZ,X300136.SZ,X600271.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X000050.SZ,X002180.SZ,X002129.SZ,X600498.SH,X600066.SH,X002049.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.099664199409359,0.188735228092357,0,0,0,0,0,0.329028423029251,0,0,0,0,0,0.0244153615329154,0.279162750753234,0,0,0,0,0.0146783607331148,0,0,0,0,0,0,0.0488820007778825,0,0,0,0,0,0,0,-0.0984162573783174,0,0,0,0,0,0,0,0,0,0,0,-0.0603126775259199,-0.0122763371816861,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0636676805650519,0,0,0,0,0,0.348942919522636,0.0271335813075756,0,0,0,0,0.153523855113618,0,0,0.015250683627338,0,0,0,0,0,0,0,0,0.0469854209413679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070742066426676,0,0,0,0,-0.0108674995502841,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309824509299061,0,0,0,-0.046494460689558,0,0,0,0,0.0147440356570016,0,0,-0.203071923977529,0,0,0,0,-6.93889390390723e-18,0,0.0102428404035888,0,0,0,0.0908047284059984,0,0,0,0,0,0,0,0.129807405037852,0.0428974017757492,0,0,0,6.93889390390723e-18,0,-0.0251806396826948,0.0417905209364286,0,0,0,-0.00459375896498005,0,0
X600276.SH,0.0896355978859489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278388340388029,0,0,0.0515653700319527,0.0888855931966522,0,0,-0.0137779233121037,0,0,0,0,0,0,0.0546593484264447,0,0,0.0377893843649806,0.0773851390146773,0,0,0,0,0,0,-0.0844337253083675,0,0,0,0,0,0,0,0,0,0,0.00427778618533716,-0.0213187711333674,0,0,0,8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0,0.0780927333039188,-0.0843099507013368,0,0,0,0,0,0,0.0517897031560373,0.110862207960675,0,0,0,0,0.61464540529581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639776741439629,-0.175589407676319,0,0,0,0,0,0,0,0,0,0.0291560475566635,0,0,0,0,-0.00596746343935143,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214740413558279,0,0,0,0,0,0,0,0.0278568358496189,0.0988440487388541,0,0,0,-0.0117947098393163,0,0.237312916657832,0,0.0308675515181449,-0.078598138652624,0,0,0,0,0,0,0,-0.0534297034009082,0.0133128265985161,0,0,0,0,0.0843677728399761,0,0.00434301937150459,-0.00106846120100608,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608266886543325,0,0,-0.0867614540914593,0,0,0,0.373215813102974,0,0,0,0,0,0,0,-0.0938893495000387,0.189354815781014,0,0,0.149374907928877,-0.00231449743692609,0,0,0,0,0.106402405667114,-0.0775395929798238,0,0,0,0,0,0,0,0,-0.0198191376680694,0,0,0.0337910953938042,0,0,0,0.0197410427154702,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143578774087201,0,0,0,0,0,0,0,0,0,0.116295421689347,0,0,0,0,-0.0912675382896408,0,0,0,0,0,0,0,0.0892729085126109,0.124504075979254,0,0.0350325077379778,0,0,0,0.149804207473993,0,0,0,0,0.0101648117787202,0,0,0.0491481582017022,0.000216078802495649,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200272454274041,0,0,0,0,0,0.0616909512084912,0,0.0569950365650659,0,0,0,0.0328902201317736,0.0387600640129128,0,0,0,0.0641126466256101,0.0545006259830559,0.0234513522354804,0,-8.67361737988404e-19,0,0.0490622030768214,0,0,0,0,0,0,-0.00875350814940145,0,0,0,0.0217507272466478,0,0
X002304.SZ,0,0,0.0192105046354062,0,0,0,0,0.0130770464785574,0,0,0,0,0,0.0124440420683012,0,0,0,0,0,0.135905296091145,0,-0.0393558050700121,0,0,0,0.0492480832698999,0,0,0,0,0,0,0.189986633145255,0,0,0,0,0,0,0.00421272765261534,0,0,0,0,-4.33680868994202e-19,-0.0491245126763249,0,0,0.052310124668733,0,0,-0.0369754459493081,0.0222861318736256,0,0,0,0,0,0
