,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600418.SH,X600563.SH,X601799.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.295855462530739,0,0,0,0,0,0,0,0,-0.0406846194687926,0,0,0,0,0,-0.0235244867827456,0,0,0,0,0,0,0,0,0.0107513081750746,0.0152660520525238,0,0,0,0,0.069418659831891,0.0568468212907864,0,0,0,0,0,0,0,0,0,0,0.0225819711576921,0,0,-0.0238098530419614,0,0,0,0.0102395903645841,0,0,0,-0.00577435753651783,0,0
X000858.SZ,0,0,0.236770320292845,0,0,0,0,0,0,0,0,0.107605326426658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210333862986754,0,0,0,0,0,0.0397070509824309,-0.0357288727016492,0,0.0304824127584296,0,0,-0.0124083955647273,0,0,0,0,0,0,0,0
X600809.SH,0,0.0693398837394133,0,0.240703088838502,0,0,0,0,0,0,0,0,-0.0612600839194473,0.16256159778129,0,0,0,0,0,0,0.0495440712381276,0,0,0,0,0,0,0,0,0,0,0,0.0166762849233872,0,0.174288083132518,0,0,0,0.0283406991472866,0,0,0.177501914467864,0,0,0,0,0,-0.165864158780646,0,0,0.00181024088108714,0,0,0,0,0,-0.0140086019526104,0,0
X000568.SZ,0,0.134527482986897,0.0569207032352707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0285363103620365,0,0,0,0,0,0,0,0,0,0,0.440694008945131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162097047834934,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0727377532330014,-0.15852781060093,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.190424478415053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101939185944936,0,0,0,0.151916048064952,0.545762110360383,0,0,0,0.0168430764189301,0,0.0101828066618281,0,0,0.115990730673367,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0716053606593142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136606747851786,0,0,0,0,0,0,0,0,0,0,0,0,0.119790686840728,0,0,0,0,0.268059846405609,0,0,0,0,0.00607633229778113,0.076615958745648,0,0,0,-0.0387941511884295,0,0,0,0,0,0,0,-0.012697616525421,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684087945170421,0,0,0,0.482663017617293,6.93889390390723e-18,0,0,0,0,0.0465969239098682,0,0,-0.18101631615193,0,0,0,-0.0185702939248492,0,0.112757681864193,0.225262367977891,0,0.0690640747002823,0,0,0.0389772079747709,0,0,0,0,0,0.0203005201292853,0,-0.0569620887577613,-0.0822386972549586,0,0,0,-0.00602434447086617,0,0
X600276.SH,0,0,0,0,0.124067484199464,0,0,0,0,0,0.0268896896680485,0,0,0,0,0,0,0,0,0,0,0,0,0.220748304225195,0,0,0,0.109833829321509,0,0,0,0.144330872161793,0,0,0,-0.0925870344137434,0,0.0907071597742543,0,0,0,0,0,0,0.0448063257076535,0,0,0,0,0,0,0,0.0567341974345903,0,0,0,0.00357188187405423,0,0
X600690.SH,0,0,0,0,0,0,0.0915910381087073,0,0,0,-0.0329888870958188,0,0,0.0416461942056247,0,0,0,0,0.0744954585285404,0,0,0,0,0,0,0,0,0,0,-0.0377192815771852,-0.0192487983142306,0,0,0,0,0.0946628254033275,0,0.0279138922365965,0,0,0.0537428101058756,0,0.194405722552443,0,0,0,0,0,0,0,0,0,0.00503482754241186,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0680190393213566,0,0,0,0,0,0.0626985866802941,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182601536149156,0,0,0.015936881919234,0,0,0,0,0.121335594269959,0,0,0,0,0.12848623034169,0.103270098671693,0,0,0,0,0,0,0.00422215626735841,0,0
