,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X600703.SH,X600741.SH,X300014.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X601877.SH,X002179.SZ,X600584.SH,X002414.SZ,X000157.SZ,X000800.SZ,X600183.SH,X300003.SZ,X601799.SH,X300136.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X600118.SH,X000050.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150982777467598,0,-0.0524819476917332,0,0,0,0,0,0,0.398275759020977,0,0,0,0,0,0,0,0.011189167446528,0.00392697798776299,0,0,0,0.00845651105994761,0,0.111999393098567,0,0,-0.0767784958833129,0,0.0238328913163729,0.011514576183592,0,0,0,0,0,0,0,0,0,0,-0.0241588224386892,0,0,0,0,0,0,0.0199454312043227,0,0.0347125142648945,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.190703165163219,0,0.219311288648562,0,0,0,0,0,0,0,0,0,-0.00229397857063454,0,0,0,0,0,0,0,0,0,-0.00322045666123251,0.00154058411123419,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.00334911137233742,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0267874348692473,0.0575142996733461,0,0.208135071987457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372467573387413,0,0,0,0,0,0,0,0,0,0.0357982543201291,0.0553652592209727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.167781958842976,0,0,0,0.0629670748900067,0,0,0.201548543443643,0,0,0,0,0,0,-0.0751062362130738,-0.0151857015572375,0,-0.090692064796549,0,0,0.0473384990473415,0,0,0,0,0.0621626098067684,0,0,0.195665858082335,0,0,0,0,0,0,0,0.00940206106209152,0,0,0,0,0,0,0,0,0,0,-0.000853761445741212,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0414188710164291,0,-0.060226329066017,0,0,0,0,0.40375591678434,0,0,0,0,0.0247845975088095,0,0,0,0,0,0.109825163259564,0,0,0,0,0,0.0562059027823521,-0.0269216702424322,0,0,-0.0106748598497982,0,0,0,0.0207544620882495,0.00306587148935853,0,0.00940258952092989,0.0521472058382931,0,0,0,0,0.236106473734802,-0.052492979783163,0,0.0127143226238571,-0.0103714476676881,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0544829363386475,0,0,0,0,0,0,0,-0.112551893551688,0,0,0,0.0858436614850133,0,0.0612174534649647,0,0.042144827723834,0,0.0363574760922926,0,0,0.150324619610395,0,-2.16840434497101e-19,0.0084257162691514,0,0,0.00288084933069226,0,0,0,0,0,-0.0534278979912427,0,0,0,0,0,0,-0.0184309323661602,-0.00343059599633132,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.011365865970102,-0.0661007890383899,0,0,0,0,0,0,0,0.246353009507156,0,0.0688981592966194,0.173638128644147,0,0,0.0591914388870649,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0121222785456713,0,0,0,0,0.0637409103491222,0,0,-0.00473306151644241,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000568.SZ,0,0.0828316145668346,0,0,0,0,0,0,0.505557037616769,0,0,0,0,0,0.128350912038554,0,0,0,0,0.0801163220845042,0,-0.0653043412172614,1.38777878078145e-17,-0.163678834705079,0,0,0,0,0,-0.126331556455992,0,0,0,0,0,0,0,0.175138379126731,0,0.0415064900349906,0,0,0,0,0.0202797928915718,0,0,0,0,0,0,-1.73472347597681e-18,0.010675593223254,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.239911602028443,0,0,0,0,0,0,0,0,0,0,-0.0556957458020868,0.067069861118096,0,0,0.211900134969618,0,0,0,0,-0.0793832251046725,0,0,0,0,0.115533533516468,0,0.00411910283659307,0,0,0,0,0,0,0,0,0,0.0833202288202658,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0529829235075256,0,0,0,0,0,0.364753633005486,0,0,0,0,0.510365218336754,0,0,0.0228739062525668,0.0338980209202786,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0447510147076524,0,0.0234007420227726,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0312326919365521,0,0,0,0.0975671246925193,-0.069023616977578,0,0,0,0,0,0
X600809.SH,0.171260052500652,0.139729421877388,0,0,0,0,0,0.259431467756956,0,0,0,0,0,0,0,0,0,0,-0.0249508833026929,0,0,0,0,0,0,0,0.114874717351617,0.0326670628432703,0,0.0728068595755781,-0.0676645344069601,0,0,0,0,0,0,-0.146789239769587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357544957658036,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281280644377493,0,0,0,0,0.186101053559418,0,0.0751077206819198,-0.00100993629480731,0,0,-0.160247688278024,0,0,0.101309275573769,0.0380242024663224,0,0,0,0,0,0,0,0,0,0,0,0.106410041136195,0.154221799226278,0,0,0,0,0,0,0.0691710434482283,0,-0.053403621826057,0.0317028158250474,0,0,0,0.0309727058820347,0,0
X000725.SZ,0,0,0,0,0,0,0.0195309476796217,0,0,0,-0.0930247618050394,0,0,0,0,0,0,0,0.062694973258042,-0.0224839075114363,0,0,0.11265207317775,-0.0211425278030386,-3.46944695195361e-18,0.396467897495667,-0.0157640738887385,0,0.162161436547544,0,-0.0674311538052473,0,0.0476136884089933,0,0,0,0,0,0,0,0,0,0,0.0781234827465924,8.67361737988404e-19,0,0,0,0.231993224803125,0,0,-0.0154819285129282,0.0406611786530098,0,0,0,0.0687390309778944,0,0
X000661.SZ,0,0,0,0,0,0,0,0.18375897511144,0,0.283463768421721,0,-0.126445623170717,0,0,0,0,0,0,0,0.186226143727825,-0.233041704400516,0,0,0,0,0,0,0.413127903133917,0,0.0610761978353271,0,-0.0725768616234286,0,0,0.18513131669509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.517741917418696,0,0,0.249304330525,0,-0.0851168459790989,0,0.125962288733562,0,0,0,0,0,0,0,0,0,0,0.0407906607062902,0,0,0,0,0,0,0,0,0,-0.0835477724247058,0.109069260601727,0,0,0.228163133928696,0,0,0,0,0,0.0183635922350772,0,0,0,0,-0.00563977352000196,0,0,0,-0.053538536277456,0,0,0,0,-0.0704121452637501,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.14121267336821,0,0.105290517787929,0,0,0,0,0,0,0,0.00980602529537393,-0.0391294542106409,0,-0.0101296004613289,0,0,0.0437650265404037,0,0,0.0729034329841292,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215565156410485,0,0,0,0,0.0581581151309971,0,0,0,0,0,0,0
