,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600183.SH,X600703.SH,X002236.SZ,X601877.SH,X000100.SZ,X300003.SZ,X002241.SZ,X000157.SZ,X002007.SZ,X002463.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300014.SZ,X600867.SH,X000066.SZ,X002008.SZ,X002129.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600066.SH,X300136.SZ,X600177.SH,X002506.SZ,X002371.SZ,X000050.SZ,X300146.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.366596174432878,0,0,0.0694523206781873,0,0,0,0,0,0.166520549374247,0.116929729697601,0,0,0,-0.081175671953828,0,0.015298019267954,0,0,0.0295954095440221,0,0,0,0,0,0,0,-0.0556318111830414,0,0,0,0,0,0,0,0,0.00231579031910229,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245911021887953,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0435994186110987,0.293922097024728,0,0,0,0,0.369376492661067,0,0.0950999530300345,0,0,0,0,0,0,0,0,0,-0.10925193435549,0,0,0,0,0,0,0,0,0,0.0758797909101139,0,0,0,0,0,0,0,0.0708116579550412,0,0,0,0,0,0,0,0,0,0.00228830083282947,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0258908603180447,0,0,0,0,0,0,0,0.110179859101657,0,0,-0.0218687578164974,0,0.0323564133927723,0,0,0,0,0,0.148561374748945,0,0,0,0,0,0,0.052481267285343,0,0.0790679195692497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241115072411927,0,0,0,0,0,0,0
X600276.SH,0,0.0868061616727548,0,0,0,0,0,0,0,-0.00741860444636084,0.195872882836479,0.0917930926386157,0,0,0,0.108661224589182,0,0.146122542937905,0,0,0,0,0,0,0,0,0,0,-0.0231869727557448,0,0,0,0,0,0,0.0468130909811318,-0.0759064954777061,0,0,0,0,0,0,0,0,0,-0.0223318990347234,0,0,0,0.188730396915643,0,-0.0131444277519408,0,0,0,0.00698523906592281,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0599770898992815,0,0.132346303056292,0,0.156466949235413,0,0,0,0,0,0,0,0,0.159480151513761,-1.73472347597681e-18,0,0,0.130455108495561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267328707659943,0.00693109377205086,0,0,0,0,0,0,0,0,0,0,0,0.014609360140965,0,0,0,-0.0510293436011491,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684530468509632,0.169330698221981,0,0,0,-0.0897778199853374,0,0,0.0471194848754747,0,0,0,0,0,0.0152605877757617,0,0,0,0,0.151205557651202,0,0,0,-6.93889390390723e-18,0,0,0,0.0558608209931985,0.0436846306839614,3.46944695195361e-18,0,0,0,0,0,0.00818095040255972,0,-0.00217063598031238,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566718646927987,0,0,0,0,0,0,0,-0.0533395157241366,0,-0.0175541382787305,0,0,0,0,0,0.0272006946476708,0,0,0,0,-0.00963929806575645,0,0,0,-0.0159885656111546,-0.0163480109747079,0,0,0,0.151096856244965,0,0
X002304.SZ,0,0,0,0.0995105325801685,0.0398340157000181,0,0.172149851623353,0,0,0.180403876175777,0,0.20291579528458,0,0,0,0.082743278303552,0,0,0.0248335983830571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903489661319653,-0.00668847941667095,0,-0.0373819733432826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894601048175786,0.0142681100081705,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.29954062983326,0,0,0,0,0,0,0,0,0,0,0,0.212392877221313,0,0,0,0,0.00167540932000391,0,0,0,0.0789764528791511,0,0,0.0314791897809109,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.056389712213911,0.0736463239881316,0.0349984228232678,0,0.00815118909638671,0.00221500442292387,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0655976849572568,0,0.0329602515377063,0,0,0,0,0,0,0,0,0,0.0172927608875612,0,0,0.019321803636385,0,0.0300120318894769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139442271711476,0,-0.0273125253354699,0,0.213141407206434,0,0,0,-0.0411136293817709,0.066769795479835,0,0,0,0,0,0
X002475.SZ,0,0.155864047110608,0,0,0.109313395008302,0,0,0,0.0250938893322222,0.0673488447781139,0,0,0.136720229629765,0,0,0,0,0.224474825534151,0,0,0,0.130402474771584,0,0.111256471111022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105562406264337,0,0,0,0,0,0.0641640623471338,0,0,0,0,0,0,0,0.00475040177861228,0,0,0,0,0,0,0
X000568.SZ,0,0.678338468818009,0,0,0,0,0,0.0343743589167187,-0.0219943535938027,0,0.0666684592124742,0,0,0,0,0.134172044408947,0,0.111029781335848,0.0334349010696798,0,0,0,0,0,0,-0.00687256658374834,0,0,-0.0590094930099625,0.0221243847765613,0,0,0,-0.165972184819036,0,0,0,0.0349496254449355,0,0,0,0,0,-0.0842149929470187,0,0,0,0,0,0,0,-0.00582722277211502,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.109019600039104,0,0,0,0.114986833539192,0,0,0.0380563658071997,0,0,0,0,0,0,0,-0.0501726752596816,0.124142026580724,0,0,0,0.121565081771603,0,0,0,0,0,0.0482756600297534,0,0,0,0,0.0740033268974125,0,0,0,0,-0.0636242680871701,0,0,0,0,0.0102433157684515,0.0317527530881985,0,0,0,-0.0613551825813299,0,0
X600690.SH,0,0,0,0,0.0149012794659631,0,0,0.0974689225472728,0.068261394330943,0,0,0,0,0,0,0.0344937772606792,0,0,0,0,0,0,0,0,0.0171902077593215,0,0,0,0,0,0.0320364586250826,0.187577180893954,0,0,0,0,0,0,-0.147837033519718,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174138650189408,0.03113562449662,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0281734473378319,0,0,0,0,0,0,0.0593884525267062,0,0,0,0,0.126204020127028,0,0,0,0,0,0,0,0,0,0.0581048471612398,0,0.191747642103616,0,0.279483902289162,0,0,0,0,0.0248145499300141,0,0,0.0503968376863573,0,0,0.124380170662733,0,0,0,0,0,0.0529425802526888,0,0,-0.0066825253664049,0,0,0,0,0,0,0
