,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X600271.SH,X300003.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002236.SZ,X000596.SZ,X600809.SH,X000100.SZ,X000661.SZ,X002456.SZ,X002179.SZ,X600867.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600498.SH,X000977.SZ,X600066.SH,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X600522.SH,X600177.SH,X300146.SZ,X600089.SH,X600372.SH,X000050.SZ,X000869.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.426156582949826,0.0442195166673751,0,0,0,0,0,0,0,0.0115619176958162,0,0,0.00705545261640241,0,0.107746884708613,0,0.019196492986344,0,0,0,-8.67361737988404e-19,0,0,0,0,0,1.263417053716e-05,0,0,0,0,0,0.0652077188664381,0,0,0,0,0,0.0281117599578038,0,0,0,0,0,0,0,0,0,0.000992055063387333,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.351281633397231,0.246474170492569,0,0,0.123451544571004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934222043580644,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438891968844201,-0.0258366116084411,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-8.67361737988404e-19,0.0518215396708146,0.0304907791906577,0,0,0,0,0,0,0,0,0,0.0464781346818498,0,0,0,0,0.440082872087314,0.0772410964176449,0,0,0,0,0,0,0,0,0,0,0.193181222357867,0,0.107460021552459,0,0,0,0,0,0,0,-0.0246932955707912,0,-0.109099160719583,0,0,0,0,-0.00133792776286726,0.00885069094723287,0,0,0,0,0,0
X000858.SZ,0.412967219780369,0,0,0,0,0,0.182402983756368,0,0.0473570834790313,0,0,0,0.110261437215797,0,0,0,0,0,0.0411116935453435,0,0,0,0,0.0990212743747139,0,0,0,0,0,0,0,0.0359705417742873,0,0,0,0,-0.0210156923103484,0,0.144804872927605,0,0,0,0,0,0,0,0,0,0,0,0,0.00414943570437417,0,0,0,0,0,0,0
X000651.SZ,0.295551903928627,0,0,0.21789668746346,0,0,0,0,0,0,0,0.0412179879548615,0.023705407986982,0,0,0,0,0,0,0.24513077933818,0.0542463311511566,0,0,0,0,0,-0.0487070297239826,0,0,0.0765600340820303,0,0,-0.0253137156068533,0,0,0.0113220691692162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595050444535287,0.0120141931137306,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313332565122469,0,0,0,0,0.111332413723551,0.0376532776408841,0,0,0.0075142908557686,0,0,0,0,0,0.0568456731065487,-0.0146814538055553,0,0,0.0566620894088318,0,0.334055944370769,0,0,0,0,0,0.215993588254435,0,0,0,0,0,0,0.0300889575048157,0.0325084578610652,0,0,0,0,0,0
X002304.SZ,0,0,0,0.310796625026788,0,0,0,0,0,0.133689417843433,0,0,0.501937186244794,0,0,0,0,0.05429314903497,0,0,0,0,0,0,0.292060043552062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121481986335729,0,0,0,0,-0.181684483439255,0,0,0,0,0,0.00766047359462276,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152187322095695,0,0,0,0.160143399297005,0.0361985857004945,0,0,0.336023056609144,0.0345233356366986,0,0,0,0,0,0,0.124155043036665,0.040092922771244,0,0,0,0,0,0,0,0.0462391439013022,0,0,0,0.212407621542927,0,0,0,0,0.00148572652723835,0.0234748341654386,0,0,0,0,0,0
X600690.SH,0,0,0,0.259901320957284,0,0,0,0,0,0,0,0,0,0,0,0.0109338879446307,0,0,0,0,0,0,0.110367478153315,0,0,0,0,0.331185243764029,0,0.0902949523697768,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0847499008131826,0,0,0,0,0,0,0.0116618619352602,-0.0230205729235503,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305635744554074,0,1.73472347597681e-18,0,0.0864799385328363,0,0.160414680386548,0,0,0.0990644177331507,0,0,0.102553317150217,0.0137329359777458,0,0,-0.107641223197575,0,0,0,0,0.0106211201012732,0,0,0,0,0,0.231066265459832,0,-0.0592083234660413,0,0,0,0,0,0,0.00684410089618806,-0.0140095780635416,0,0,0,0,0,0
