,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X002304.SZ,X600031.SH,X000338.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002241.SZ,X002236.SZ,X000921.SZ,X002028.SZ,X600066.SH,X600741.SH,X600522.SH,X601877.SH,X600183.SH,X002129.SZ,X002049.SZ,X000661.SZ,X600584.SH,X002223.SZ,X002180.SZ,X000800.SZ,X002074.SZ,X600177.SH,X600418.SH,X600487.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0210827597659018,0.109184037502605,0,4.33680868994202e-19,0.0144198097718107,0.199440437644369,0,0,0,0,0,0,0.00412330595598084,0.0842235664352621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598837510088086,0,-0.0267136620878701,0,0,0,0,0,0,0,0,-0.00241683833315489,0,0,0,-0.0283394977171238,0,0
X000858.SZ,0,0,0.024871466458084,0,0,0,0.394517814902689,0,0,0,0,0,0,0,0.233626639104762,0,0,0,0.102641462363354,0,0,0.0135305951932375,0,0,-0.0577544404623197,0,0.0481503776034659,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.033483130334907,0,0,0,0,0,0,0,0,0,0,0,-0.0034278995538607,-0.025578021938319,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.179463060811646,0,0,0,0,0,0.0892098337303916,0.0876263112729718,0,-0.0692189371214039,0,0,0.239512129005504,0,-6.93889390390723e-18,0,0,0,-0.103244782466781,0,-0.0339539054517683,0,0,-0.00797269580883805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135247325161506,0,0,0,-0.0401779346707119,0,0,0,-0.0565749833176672,0,0,0,0,-0.0514933979292809,0,0
X002415.SZ,0,0,0,0,0,0,0.0410637921295194,0,0.0733740017324242,0,0,0,0,0,0.138417569485429,0,0,0,0,0,0,0.0531152932563334,0,-0.0620390701822223,0,0,0,0,0.00997105801512804,0,0.19505014364285,0,0,0,0,-0.0381444918970194,0,0.0553483204604808,0,0.0503375910039579,0,0.0154842947166823,0,0,0.0500730578403846,0,0,0,0,0,0,0,-0.0114122092077785,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.119476007517062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273364112160359,0,0,0,0,0.334263851466239,0,0,0,0,-0.0327734613124001,0,0,0,0,0,0,-0.0352009170946243,0,0,0,-0.0671424053125158,0,0,0,-0.00779276509562077,0,-0.165043837708385,0,0,0,0,0
X600276.SH,0,0,0,0,-0.130352080718359,0,0,0,0,0,0,0,0,0,0,0.118143890749427,0,0,0,0,0.0760218574287329,0.218387199616532,0.11455796215675,0,0,0,0,-0.0935784124074909,0,0,0,0,0.157346176201666,0,0,0.167997205330973,0,0,0,-6.93889390390723e-18,0,0.105955241344688,0,0,0,0,0,0,0,0,0,0.0288447462473486,-0.0142629334374594,0,0,0,0,0,0
X000568.SZ,0,0.978330672168223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035376643578807,0,0,0,0,0,0,0,-0.0476859632734217,0,0,0,0,0,0,0.00594202449039809,0,0,0,0,0,0,0,0,0,0,0,0.141129527210883,0,-0.0279522675245511,-0.135735283270647,0,0,-0.0113858347833123,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.242575928032092,0,0.120891776958,0,0,0,0,0,0,0,0,0,0,-0.134757953282069,0,0,0.202378185669661,0,0,0.290525385872614,0.11581809621676,0,0,0,0,-0.0989424285856339,0,0.0919542913121739,0,0,0,0,-0.0734739472442139,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0.0373530418465295,-0.0362568889941622,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442742188220068,0,0,-0.071020380882247,0,0,-0.0327743805443193,0,0,0,0,0,0.13832736439261,0,0,0.320163875681214,0.195811443271578,-0.0260986682949693,0,-0.113707990159054,0,0,0,0,0,0.113711200377683,0,0,0,0,0,0,0,0,0,0,0,0,0.00632702982604783,0,0,0,-0.0552014427239997,0,0
X003816.SZ,0,0,0,0,0,-0.00246021165314445,-0.355476832975473,0,0,0,0,0,0,0,-0.185121489654152,0,0,0,0,0,0,0,0,0.119429342083129,0,0,0,0,0,-0.126910908256172,0,0,0,0,0,0.000987698682079333,0,0,0,0.0376867410256776,0,-0.0181344747512263,0,0,0,0.11189207634908,0.40889933948519,0,0,0,0.0138079856627813,-0.0143614840962826,-0.0222832911718338,0,0,0,-0.0712672997945127,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723650661311591,0.0835224398865613,0,0,0.00254442273168527,0,0,0.0365517749771127,0,0,0,0,0,0,0,0,0,0,0,-0.015570986103648,0,-0.0582269944268738,0,0,0,0.0293628842862435,0,0,0,0,0,0.0743520484524638,0,0,-0.0178830881275786,-0.0525128082960147,0.00832828191122856,-0.0334735868842911,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0842272630116106,0,0,0,0,0,0,0,0,0,-0.0787872031736757,0,0,0.109076855825523,0.169179341841531,0,0,0,-0.0012998927290744,0,0,0,0,0,0.0915815585395099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603357937878898,0,0,0,0,0,0,-0.0123488981631123,0,0,0,0,0.08737210623372,0,0
X300124.SZ,0,0,0,0,0,-0.0234079098252224,0,0,0,0,0,0,0,0,0,0,0.0280115282917998,-0.0574940267495217,0.157562500788307,0,0,0,0,0,0,0,0.0751047656582601,0,0.0637848382642422,0,0,0,0,0.0662599898395604,0,0,0,0,0,0,0,0.0618362735427417,0,0,0,0,0,0,0,0,0,0.064042584203249,0.00967701150412547,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780553548993627,0,0,0.414494905203244,0,0,0,0.208449894120757,0,0,0,0,0,0,0,0,0,0,0,0.0856452826348386,0,0,0,0,-0.0562030736012017,-0.0054946075169593,0,0,0,0,0,0,0,0.065763071400718,0,0,0,-0.0688478328394658,0,0
X002304.SZ,0,0.00649397286536874,0,0,0,0,0.113202836577556,0,0,0,0,0,0,0,0,-0.0744628405934121,0,-0.0732734696063506,0.203692084260967,0,0,0.124211093495252,0,0,-0.0560649575446314,0,0,0,0,0,0,0.0105134291040382,0,0,0.550731556403459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436319152340961,-0.00571469321648992,0,-1.73472347597681e-18,-0.0211833370108013,-0.287107399609116,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0368809970206812,0,0,0,0,0,0,0,0,0,0,0,0,0.104615762726451,0,0,0.0115214623130597,0,0,0.313664912358826,0,0,-0.0285001572832127,-0.0283366453329901,0,0,0,0.15407363260437,0,0,0,0.0967279980632971,0,0.195351910031192,0,0,0,0,0,0,0,0,0,0,0,0,-0.00570159053980913,0,0.0246941992422947,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0749694522995781,-0.0616755659301217,0,-0.0142855119075205,0,0,0,0,0,0,0,0,0.0902859613393227,0,0,0,0,0,0,0.166998253818649,0,0,0,-0.0185823769076242,0,0,0,0,0.0610563275222448,0,0,0,0.0842604426408691,0,0,-0.0576918821978942,0,0,-0.188496497374517,0.126386441337899,0,0,0,0.18730831294435,0,0,0,0.0110929032244058,-0.204749029985415,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.263286286019196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.378270484041901,0,0,0,0,0.0744616532911714,-0.198477603068624,0,0,0,0,0.0551541638135952,0,0,0,0,0.0861345852596135,0,0,0.0376025307026856,0,0,0,0,0,0.726483304713647,0,0,0,-0.139442456856874,0.0760967952334042,-0.0130905209323214,0,0,0,0,0
