,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000338.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X000661.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X300142.SZ,X000157.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600066.SH,X000050.SZ,X600867.SH,X600177.SH,X002241.SZ,X002179.SZ,X600522.SH,X600089.SH,X002508.SZ,X300146.SZ,X600118.SH,X600566.SH,X002371.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.244654052179549,0,0,0,0.113476133087307,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0867196082591535,0,0.0227027916366744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0089899689062679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532412329247705,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0929291710410202,0,0,0,0.102082826377946,0,0,0,0,0,0,0,0,0,0.281207196654047,0.0804509848843716,0,0,0,0,0.000265515011371343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182383842887811,0.0012508436649814,0,0,0,0,0,0,0.0173196119469201,0,0,0,-0.0942986920104098,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.177086173786723,0,0,0,0.178795470048667,0,0,0,0,0,0,0.0472822061847652,0,0.0789003192563055,0,0,0,0,0,0,0,0,0,0,0,0.0267014354615034,0.0387158717867583,0,0,0,0,0,0,0,0.0283838335871979,0,0,0,0,0.139169775095309,0,-0.0195090013686497,-0.0307387836126177,0,0,0,0.029471701633452,0,0
X000651.SZ,0,0.242884168683406,0,0,0,0,0.0991370419138533,0,-0.0363756270517868,0.0665678602825224,0,0,0,0,0,0,0,0,0,0,0,0.0849370773488358,0,0,0,0,0,0,0,0,0,0,0,0,0.00222569649080636,0,0,-0.0159710119287638,0,0,0,0,0,0,0.0127119434359373,0,0,0,0,0.045094890850536,0,0,0.0169387445827916,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0240784328598374,0,0,0.0672630654302262,0,0,0.110317304210228,0,0,0,0,0,0.0032249648874802,0.257406022846109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913898862365677,0,0,0,0.0406666503443798,0,0,0,0,0.0844779623069363,0,-0.0179650657098358,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0215411385393991,0,0,0,0,0,-0.0948841612705578,0,0,0,0.152974668847447,0,0.161124478598905,0,0,0,0.0507655545649921,0,0.31813861390138,0,0,0.0382123576161591,0,0,0,0,0,-0.0526524019521089,0.00818581344222132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246449820738578,0,0,0,0,0,0,0
X002304.SZ,0,0.0227524523438564,0,0.0174307969307657,0,0,0,0,0,0,0,0.0711103919724304,0.0652551485178419,0.288504155967179,0,0,0,0,0.20156813251369,0,0.153810035535734,0,0,0,0,0,0,0.0425829487878553,0,0,0,0,0,0,0,0,0,0,0.00816152159199915,0,0,0,0,0,0,0.00391638877445117,0,0,0.007057187937385,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64885058886379,0,0.0827035423989559,0.0563495094885341,0,0.0203628059815397,0.0328246013027755,0,0,0,0,0,0,0.0282250136875358,0,0,0.0139899104635364,0,0,0,-0.0694456615277885,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.136019774246771,0,0,0,0,0.114780435934558,0,0,0,0.0114502262688053,0.214468098679248,0,0,0,0.0527214520009528,0,0,0,0,0,0.0794346026524409,0,0,0,0,0,0,0,0,0,0.219274547601044,0,0,0.00527355581069944,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0485415926712719,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.0853897652317577,0,0,0,0.0445467376527171,0,0,0,0,0,0,0.0183908037827607,0,0.132326849169535,0,0,0,0,0,0,0,0.0713217250863742,0,0,0,0.0469185337136258,0,0,0,0.0320204980576035,0,0,0,0,0.284884851038474,0,0,0,0,0,0,0,-0.0161757123483858,0,0,0,0,0,0
