,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600741.SH,X300142.SZ,X000100.SZ,X002074.SZ,X600089.SH,X600460.SH,X002180.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X002007.SZ,X002414.SZ,X601799.SH,X600779.SH,X600183.SH,X002008.SZ,X600584.SH,X000977.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.498916587896521,0,0,-6.93889390390723e-18,0.0672145282322909,0,0,0,0,0,0,0,0,0.000985956197998336,0,0,0.0153180005798433,0,0,0,0,0,0.0977166442360803,0,0,0,0,0,0,0,0,0,0,0,0,0.0806122529475319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211833856977974,0,-0.0116635911578683,-0.0037088578073717,0,0,0,0,0,0
X000858.SZ,0.369324890441678,0,0,0.219505214234991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355092006828195,0,0,0,0.145946574550338,0,0,0,0,0.0699427590943139,0,0.0535567288565543,0,0,0,0,0,0,0.0740801656150014,0.0496634014746278,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.076890518545472,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.204533620564984,0,0,0.265642878136632,0,0,0,0,0,0,0,0,0.00526387899541539,0,0,0,0,0,0,0,0,0,-0.0181198253054229,0,0,0,0,0,0,0,0,-0.108346377692249,0.0694448673053087,0,0,0,0,0.054984151779819,0,0,0,0,0,0,0,0,6.7762635780344e-21,0.00991846973960876,0,0,0,-0.0304676726005771,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224735944200404,0,0,0,-0.100050467571976,0,0,0,0,0,0,0,0,0.0326515605441336,0,0,0.400552447145025,0,0,-0.00748287361096078,0,0,0,0,0,0,0,0,0,-0.0517683831623606,0,0,0.0195024425857623,0,0,0,0,0,0
X000568.SZ,0.0671127288156444,0,0,0,0,0,0,0,0,0,0.210015504229356,0,0,0,0,0,0,0,0,0,0,-0.0356399680541786,0,0.280633457596549,0,0,0,0.198604505829983,0,-0.0272621835975265,0,0,0,0,0,0,0,0,0,0,0,0,-0.205822207136193,0,0.388584009829996,0,0,0,0,-0.012567755392871,0,0.0174039573900063,2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0.0467205619268836,0,0,0,0,0,0,0,0,-0.0495871708952456,0,0,0.277338473046464,0.249275874235537,0,0.0141286031169136,0,0,0,0,0,0,0,0,0,0,0.0263514992897482,0,0,0,-0.00597793032311963,0,0,0,0,-0.0262989562418537,0,0,-0.173577613362261,0,0,0,0,0.0171078680255833,0,0,0,0.11065825268319,0,-0.0307354877808099,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0673576083452543,0,0.18390021113955,0,0,0,-0.0547497149817011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107801019883304,0.0753153892161371,0,0.0412450443579669,0,0,0,0,0,0,0,-0.0501347815032271,0,0,0,0.210419086238398,0,0,0,0,-0.0367609414452008,0,0,0.0874349034596562,0,-0.0341484075180053,0,0,0,0,-0.0148459153790635,0,0
X600690.SH,0,0.011171784192739,0,0,0,0,0,0,0.153243655291951,0,0.0562592997079736,0,0.362572672522604,0,0,0,0,0,0,0,0.0254147168256048,-0.082023895690489,0,0.0216422212654971,0,0,0,0,0,0.0673936269332398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607036821504344,0,0,0,0,0,0,0,-0.0462344393041091,0,0,0,0.00477411684800796,0,0
X002304.SZ,0,0,0.0371339452380228,0,3.46944695195361e-18,0,0,0.198397843161986,0,0,0,0,0,0,0.0171180736586514,-0.161537680274301,0,0.0324613666984307,0,0,0,0.072599651486394,0,0.153943574413645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506204507042076,0,0,0,0,0,0,0,0,0,0,0,-0.0996789698671655,0,0.0137380482827138,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0751328250738169,0.0715421641867647,0,0,0,0,0,0,0.185777413926323,0,0,0.0325708890562106,0,-0.0816979494272903,0,0,0,0,0,0,0.0383160816126615,0,0,0,0,-0.0655170196083753,0,0,0,0.0821365364971234,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00658548193552801,0,0,0,-0.00699030279051089,0,0
