,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X002241.SZ,X600703.SH,X600690.SH,X300014.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600741.SH,X000157.SZ,X002129.SZ,X000800.SZ,X600584.SH,X002236.SZ,X002414.SZ,X600183.SH,X601877.SH,X000977.SZ,X000625.SZ,X000066.SZ,X002179.SZ,X300136.SZ,X002456.SZ,X002185.SZ,X002008.SZ,X002463.SZ,X601799.SH,X600118.SH,X002180.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120086000832721,0,0,0,0,0,0.102478230539201,0,0,0,0,0,0,0,0,0,0,0,0,0.165274053641155,0,0.150271178511327,0,0,0,0.0148486604758043,0,0,0,0,0,0.0195867711689451,0,0,0,0,0,0,0.0286057607996464,0,0,0,0,0,0,0,0,0,0,0,0.00582315155609419,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.222602033080625,0,0,0,0.21430837826515,0,0,0.347911042945978,0,0.0743242989948462,0.0430258285182353,0,0,0.0312455240491754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070192490661082,0.00261964776126508,0,0,0,0,0,0
X600276.SH,0,0,0,0.00321172950953992,0,0,0,0.0202249192256071,0,0,0,0,0,0,0,0,0,0,0,0,0.0121269157868471,0.100189245005022,0,0.186395055901914,0,0,0.0664590209476617,0.0288546273092675,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115952233790431,0,-0.0150152692020645,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289497482901174,0,-3.46944695195361e-18,0,0,0.0687840336573852,0.113519563192525,0,0,0,0.0318190796824951,0,0,0,-6.93889390390723e-18,0,0.0295478443682333,0,0,0.150553642995771,0,0,0,0,0,0,0.0592731772944479,0.0161299488415146,0,0,0,0,0,0,-0.0388111704879231,0,-0.0329092366242831,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0383322494402904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141984672956821,0,0,0,-0.040268039027801,0,0,0.316430976403289,0,0,0,0.135008441316529,0,0,0,0,0,-0.0219930033935277,0.0606483630178656,0,0,0,0.0418469440546302,0,0,-0.00238871838828058,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0283738414183356,0,0,0,0.0837728991261821,0,0,0,0.102954248636983,0,0.0120262446479649,0,0,0.0642364343500981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305348484553953,0,0,0,0,0,0,0.0187602718953161,-0.0248392471912731,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0770156674164396,0,0,0,0,0,0,0.0634184528547277,0,0,0,-0.0331751592304637,0,0,0,0,0,0,0,0,0,0,0,0.0327854143984334,0,0.20212623883237,0,0,0,0,0.103474402617571,0,0,0,0,0.104966184615267,0.0611000502626731,0,0,0,0,0,-0.0971591767485912,-0.00807252166225926,0.00854948804525711,0,0,0,0,0,0
X002304.SZ,0,0.203626205910969,0,0,0,0,0,0,0,0,0,0.352987461697753,0,0,0,0,0,0,0.111748262255677,0,0.0489240499036657,0,0.135623234479204,0.0503128567569768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125032724265447,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.16852657882954,0,0,0,-0.108871067380926,0,0,0,0,-0.00486653728961211,0,0.0742550449345677,-0.0109633827662656,0,0,0,0,0,0.287116106179887,0,3.46944695195361e-18,0.0455132495247874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261449551923954,0,0,0,0,0,0,0,0,0,0,0,0.0136655171956652,-0.029192117740598,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.131773826672947,0,0,0,0,0,0,0.253299786707982,0,0,0,0,0.0069267484197902,0,0.175594823507537,0,0,0,0.0822749742338858,0.0200219499767452,0,0.19690973171609,0,0,-0.101709427124698,0,0,0,0,0,0,0,0,0.0676683792098133,0,0,0,0.195887682106136,0,0,0,0,0,-0.00956531623885518,-0.0220954171373949,0,0,0,0,0,0
