,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X300003.SZ,X600271.SH,X300136.SZ,X600089.SH,X600522.SH,X002294.SZ,X600177.SH,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X600118.SH,X600867.SH,X600566.SH,X600372.SH,X600699.SH,X000981.SZ,X600809.SH,X000559.SZ,X000050.SZ,X002074.SZ,X000066.SZ,X600498.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.115229172597464,0,0,0,0,0,0.035208698069897,0,0,0,-0.0584156198067049,0.0341870789586012,0,0,-0.0652320956447369,0,0.0680742446269796,0,0,0,0,0,0.171452813776737,0,0,0,0,0,0,0,0.421695218114224,0,0,0,0,0,0,0.00821653672479704,0,-0.0200817727381489,0,0,0,0,0,0
X600104.SH,0,0,0,0.375456878937265,0,0,0,0,0,0.132679460023059,0,0.272290359010462,0,0,0,0,0,-0.00945042609521552,0,0,0,0,0,0,0,0,0.0303397773818006,-0.0247230452178198,-0.121987254321678,0,0,0,0,-0.0847093374075991,0,-0.0781604771291764,0,0,0,0,0,0,0,0,0,0,0,-0.0262106944270639,0,0,-0.0839427942796362,0.0201638036759719,0.0124262562052667,0,0,0,0,0,0
X002415.SZ,0,0,0,-3.46944695195361e-18,0.0932526870482654,0.0577219003896564,0.0326792033501151,0,0,0,0,0,0,0.117351926911427,0.43849062535819,0,0,0,0,0,0,0,0,0,0,0.237800233313177,0.0369622952828468,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136411908598813,-0.182639551475095,0,0,-0.135141610544123,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000651.SZ,0,0.0715210511328302,0,0,0.236201521391911,0.072947667461808,0,0,0,0,0,0,0.0134463554793458,0,0.0928759598807436,0,0,0,0,0,0.0831860575973138,0,0,0,0,0.044960671827741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03717509500678,-0.0530117001471328,0,0,0,-0.00703136328945154,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00197340796378556,0,0,0,0,0,0.688019992715049,0.0369342650833667,0,0,0,0,0,0,0.0660897200594194,0,0,0,0,0,0,0.0361507881556467,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177144550921732,0,0.0507362753186464,0,0.0567293008585623,0.00959303368372121,0,0,0,0,0.00843982320521886,0.00323810750054133,0,0,0,0,0,0
X000725.SZ,0,0,0.118596947176847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340867095968325,0,0,0.638463711889872,0,0.233469808279488,0,0,0,0,0,0,0,0,0,0,0.0827261660747989,0,0,0,0,0.0492354134390309,-0.0844875463884585,0,0,0,0,1.0842021724855e-19,0.050651849140983,0,0,0,0,0,0
X600276.SH,0,0.0662618061796797,0.141115643809262,0,0.00351973395258927,0,0,0,-0.0179736790816075,0,0,0.166636148115336,0,0,-1.0842021724855e-19,0,0,0,-0.104395592505233,0,0,0,0,0,0,0,0,-0.167450796184299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463909300892453,0,0,0,0,0,0.012537569850844,0.0013779428355429,0,0,0,0,0,0
X002304.SZ,0.493205810768733,0.177858202180368,0,0,0.111743663244034,0,0,0,0,0.080739251088966,0,0,0,0,0,0,-0.154229691143629,0,0,0,0,0.0575281693127207,0,0,0,0,0.0561018931144176,0,0,0,0,-0.0117033402075037,0,0,0,0,-0.189813909940684,0,0,0,-0.0851464173787189,0,0,0.262841837592736,0,0,0,0,0,0,0,-0.00413282969093002,-0.0659498729446406,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.233488907750087,0,0,0,0,0,0,0.142665361079379,0,0.0257171248445473,0,0,0,0.249162917860264,0.0511292920260815,0,0.00449510613487971,0,0,0,0,0,0,0.0334705260327449,0,0,0,0,-0.036052177389241,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351205867571212,0.0257032010147778,0,0,0,0,0,0
X600690.SH,0,0.306996588265489,0,0.0690884878590844,0,0,0,0.0179894648806892,0,0,0,0.26486189017369,0,0,0.180634124241471,0,0,0,0,0,0,0,0,0,0,0,-0.0979853802142099,0,0,0,0.00370337173927165,0.0824721139615232,0,0.00717471675096549,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692277414167193,0,0,0,0.0223503515246209,-0.00611130641119411,0,0,0,0,0,0
X600703.SH,0.0495301670721101,0,0,0,0,0,0,0,0.202084543468093,0.159040900265219,0,0,0,0,0,0,0,0.40281449450573,0,0,0,0,0,0,0.0393840138559269,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.108764434043707,0,0,-0.100820510017505,0,0,0,0,0,0,0,-0.108574420192449,0,0,0,0,0.0262134978724685,-5.42101086242752e-20,0,0,0,0,0,0
X600741.SH,0,0.420778542648439,-6.93889390390723e-18,0,0,0,0,0.0742626135608819,0.0874982317718851,0.0856951108132143,0,0,0,0,0.125977886734679,0,0,0,0,0,0,-0.130891130991194,0,0,-0.0623854677382999,0,0,0,0,0,0,0,0,-0.0135175567339442,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145966389618443,0,0,0,0,0.0090868049255571,0,0,0,0,0,0
X000625.SZ,0,0,0,0.104081989875132,0,0,0,0,0,0.116575875794311,0,0.301062416047134,0,0,0.00381680466173387,0,0,0,0,-0.120120486797426,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186863516783988,0,0,0,0,0,0,0,0,0,-0.0109105147275676,0,-0.0286481426495081,0.276562859466754,0,0,0,0,-0.0024015994508593,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0160572687228522,0.733188415995514,0,0,0,0,-0.0601992386796505,0,0,0,0,-0.0469625991088244,0,0.0773766353572428,0,0,0,0,0,0,0,0,0.0532744144449775,0,0,0.0195362126053583,0,0.0159279186556967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443856427150552,0.00383721366740948,0,0,0,0,0,0
X002236.SZ,0,0,0.410002990021211,0,0,0,0,0,0,0.0150947734487,-0.0904643514820333,0,0,0,0,0,0,0,0,0,0,0,0,-0.103879346314716,0.0409456269551143,0,0,0,0,0,0,0,0,0.346769416415598,0,0,0,0,0,0.150462913038726,0,0,0,0,0,0,0.100814010164028,0.125947662499555,0,0,0,-0.0172762450891838,0.0384680620460388,0,0,0,0,0,0
