,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X000157.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X300142.SZ,X600584.SH,X000799.SZ,X601799.SH,X600183.SH,X300003.SZ,X000066.SZ,X000800.SZ,X002074.SZ,X002008.SZ,X600089.SH,X000977.SZ,X600779.SH,X000050.SZ,X002185.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.119534968616636,0,0,0,0,0,0,0.221453523903013,0,0,0,0,0,0.0149862253455784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073208037598006,0,0,0,-0.00481343175850361,0.00945118849781639,0,0,0,0,0,0,0,-0.0225430710204087,0,0,0,0,0.0352550191217284,0,0,0,0,0,0,-0.00514991590768139,0,0
X000858.SZ,0,0,0,0,0.319994670454618,0,0,0,0.124597554362658,0.0402513306302223,0,0,0,0.0206740503235813,0,0,0,0,0,0,0,0.0134199889423032,0,0,0.00965977698524429,0,0,0.076006365871084,0,0,0,0,0,0.0178018625904246,0,0,0.147416427839804,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,-0.00432762112779552,-0.0312453187331904,0,0,0,0.00146292944654667,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.163696048765879,0,0,0.0141600979739163,0,0,0.00511800106164269,0,0,0,0,0,0.153652245170745,0,0,0,0,0,0.10645215856685,0,0,0.2012639366852,0,0,0,0,0,0,0,0,0,0,0.00166114566367367,0,0,0,0,0,0,0,0,-0.0049964934816251,0,0,0,0,-0.0181880441288512,0,0
X600276.SH,0,0,0.131210032124212,0,0,0.0752819949678622,0,0,-0.00622551447433617,0,0,-0.0454076865758677,0,0,0.130278181282462,0,0,0,0,0,-0.0632557077886448,0,0,0,0.0373875509819397,0,0,0,0.0812957665918884,0,0.0413259379337543,0,0.024558300246994,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086365813981834,0,0,0.112116785643618,0,-0.00482808804979843,0,0,0,0,-0.0230798934122615,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.430665527506197,0.0669345664191312,0,0,0,0,0,0,0,0,0,0,-0.0923966254346494,0,-0.0631315223119041,0,0,0,0,0,0,0,0,0,0,-0.0341054358973509,0,0,0.0784976761294143,0,0,0,0,0,0,0,0,0,0.0498818733299765,0,0,0,0,0,-0.0253241442792891,0,0,0,-0.0171213770253429,0,0
X002475.SZ,0,0,0,0,-0.0751620386569076,0,0,0.124447320377287,0,-0.0189727211845695,0,0.0153339096038226,0,-0.00861252696664305,0,0,0,0,0.130154730787028,0,0,0,0.449430311184072,0,0,0,0,0,0,0,0,0,-0.014722209798186,0,0,0,0,0,0.143902227581732,0,0,0,0,0,-0.0777497781248432,0,0,0,0,0,0,-0.0092504345431123,-0.0290487675708682,0,0,0,0.0145925509297098,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.261169945418045,0,0,0,0,0,0,0,0,0,0,0,-0.0229434653309039,0.161436116478365,0,0,0,0,0.0168479711501389,0,0,0,0,0,0.0578184919246624,0,0,0,0,0,-0.0417095825151623,0,0.0426691547822461,0.0090271790244548,0,0,0,0,0.273046778985866,0,0,0.00672311954180057,0,0,0,0,-0.0271345338464623,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.031477868195693,0.0995873667263276,0.140071268945897,0,0.0146656595749726,0,0,0,0,0,0,0,0.0233838616247353,0,0,0.204880369546809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953612207043516,0,0,0,0.016952288137017,0,0,0,0,-0.0211939095428521,0,0,0,0,-4.33680868994202e-19,0,0
X600809.SH,0,0.497016448441283,0,0,0,0,0,0,0,0,0.0921778879305492,0,0,0,0,0.208964098331878,0,0,0.172632611237338,0,-0.0116688725187216,0,0,0,-0.0893694159907919,-0.171395247647975,0,0,0,0,0,0,0,0,0,-0.134281243035521,0.0777011650783706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118161386838109,-0.0120025171783426,0,0,0,0,0,0
X002304.SZ,0,0.0710968541129993,0,0,0.22052866719524,0,0,0,0.213350119020344,0,0,0,0,0,0,-0.0299035934809408,0,0,0,0,0,0,0,-0.0213667371659753,-0.0725885931744653,0,0,0,0,0,0,0,0,0,0,0,0.0820452822386687,0.258368316951861,0,0.203409768601581,0,0,0,0,0,0,0,0,0,0,0,-0.0649608230529869,0.0324339608060012,0,0,0,0.0223707773787697,0,0
X600690.SH,0,0,0.0154915273185605,0,0,0,0.0999539939626106,0.101563157339547,0.326346211103094,-0.0429322103751859,0,0.0285431798698997,0,0,0,0,0,0,0,0,0,0,0,0,0.069467701008384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183334910980984,0,0,0,0,-0.00542085916432777,0.0484984653979482,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0899679951020705,0,0,0,0,0,0,0,0,0,0.0503786716144851,0.0160347252225457,0,0,0,0,0,0,0,0.234475866245061,0,0.0483092009845063,0,0,0,-0.0244910543497023,0,0,0,0,0,-0.0986566039940177,0,0.059310891091066,0,0,0.118625747058104,0.229735261364018,0,0,0,-0.0112947649497295,0,0,0,0,-0.00119642330872025,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.135816226921701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303154014058455,0,0.117679358949362,0,0.0987806224997019,0.101324749844241,0,0,0.0677730483156529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762618631743082,0,0,0,0,0,0,0,0,-0.0181181953990901,0,0,0,0,-0.003498630059844,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,-0.0685529641761251,0,0,0,0,0,0,0,0,0,0,-0.12062974374892,0,0,-0.12760398303904,0,0,0,0.198289801711771,0,0,0.0685539814527163,0,0,0.187800824539123,0,0,0,0,0,0,0,0,0.277370645373423,0,0.128085432048438,0,0,0,0,0,0.0613350084076969,0,-0.0189072312794302,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0336265326695027,0,0,0,0,0.0809735195317469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139795442281547,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0665439659023219,0,0,0.209861133068858,0,0,0,-2.16840434497101e-19,0,-0.0767462082114798,0.110055893431625,0,-0.0314694126317444,0,0,0,0,0.0144553959321863,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0667395862666844,-0.121443049301402,0,0,0,0,0,0.192879803423805,0,0,0,0,0,0,0.0561204043298704,0,0,0,-0.0158058831510995,0,0,0,0,0,0,0.103972768182264,0,0,0,0,0,0,0.0256617475923152,0,0.003678208594957,0,0,0,0,0,-0.00159991324087921,0.0508467809795032,0,0,0,-0.00666571674680572,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.225228955487947,0.0586804585423155,0,0.162665116557261,0,0,0,0,0,0,0,0,0,0,0.0429147551529787,0,0,0,0,0,0,0,0,0,0,0.321530857102024,0,0.188554131234577,0,0,0.23683024593503,0,0.23683127717981,0,-0.0517465537248155,0,0,0,0,0,0,-0.0178648723801041,0,0,0,0,-0.00689551319102513,0,0
X000063.SZ,0,0,0,0,0,0,0,0.000740781588511488,0,0,0,1.73472347597681e-18,0,0,0.0490234923721499,0,0,0,0,0,0,0,0.108070433983434,0,0,0,0,0,0,0,0,0,0,0,0.0258600771748552,0.0358451523950254,0,0,0,0,0.174026126073202,0,0,0.0398355856574644,0,0.00674843512310394,0,0,0.0948994361266708,0,0,-0.00473378315538027,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.185650871063654,0,0.0563430416863668,0.0931177463714891,0,0,0,0,0.0147035038898336,-0.177444334479194,0.158318374791905,0,0,0,0,0.101780102803532,0,0,0,-0.0260206036436534,0,0,0,0,0,0,0,0,0,0,0,-0.0261710764400231,0.132627868005509,0,0,0,0,0,0.41587424622108,0,0,0,0,0,0,0,0.00676363094487907,0,0,0,0,-0.0546406340334182,0,0
X003816.SZ,0,0,0,0,0,-0.0352551116723839,0,0,0,0,0,0,0,0.0191364034746881,0,0,0.0787026967733334,0,0,0,0,0,-0.00523776124391297,0,0,0,0,-0.0304966618881609,0,0.00577081736085434,0,0.0263186578376554,0,0,0.00302498477203747,0,0,0,0,0,0,0,0,0,0,0,0,0.0315837949120198,0,0,0.0128717435094745,0.00111224508184884,0,0,0,0,-0.00368176701970264,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.742424992553423,0.0889768235455796,0,0,-0.232019393574166,0,0.146788546004945,0,0,0,-0.054015107633973,0,0,0,0,0,0,0,0,0,0,0.126979494086909,0,0.0266500361017526,0,0,0,0,0,0,0,0,0.170810288378813,0.200484271717655,0,0.0505679712939447,0,0,0,-0.0216399904967828,0,0,0,0,-0.00641249558893344,0,0
X000596.SZ,0,0,0,0,0.0961973649974328,0,0,0,0.0651804120033285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103713719770811,0,-0.220271185784584,0,0,0,0,0,0,0.0883955574764962,0.0525218563823194,0,0,0,0,0,0,0,0,0.121238374886735,0,0.223687205771732,0,0.13867764938878,0,0,0,-0.0236245014063506,-0.0129256587143583,0.00601649055025006,0,0,0,0.00323248792768288,0,0
X002241.SZ,0,0,0.17763811320213,0,0,0.436194670957878,0,0,0,0,0.0549563978638615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02443494339172,0,0,0,0.0184675436734586,0,0,0,0,-0.0639685209452953,0,0,0,0,0,0,0,0,0,0,0,0.0272063255906385,0,0,0,0,-0.100600986760596,0.16884845240275,0,0,0,0.020015516635883,0,0
X000157.SZ,0,0,0,0,0,0,0.0955623704167304,0.378975702014768,0,0,0,0,0,0,0.0258892196978074,0,0,0,0,0,0,0,0,0,0,0,0,0.130774969304743,0.155306550303738,0,0,0,0,0,0,0,0.15914560823741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336327188079731,-0.0757593587636729,0,0,0,-0.0246973299052985,0,0
X000625.SZ,0,0,-0.258799061858287,0,0,0,0,0,0,0,0,0,0,0.227505850845953,0,0,0.0645970612852817,0,0,0,0,0,0,0.379658742993288,0,0,0,-0.0293343112664806,0,0,0.0372140071999316,0,0,0,0.0466238441583944,0.289622996786182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591472746458078,-0.0473436577247888,0,0,0,0.100262210535703,0,0
X002371.SZ,0,0,0.00159160221732096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.033221104355767,0,0,0,0,0,0.253524063337469,0,0,0,0.0544578410257912,0,0,0.362239618673591,0,0,0,0,0.124429842266119,0,0,0,0,0.0239135303516745,0,0,0,0,0,0,0,0,0,0,0.0200629788441173,0,0
X600741.SH,0,0,0,0,0.0302898535708993,0,0,0.162656952904553,0,0,0,0.225740799000229,0,0,0,0,0,0,0,0,0,0,0,0.0123984298922907,0,0,0,0,0.0268297347640294,0,0,0,0,0,0,0,0.0288630069562898,0,0,0,0,0,0.0623131568627826,0,0.0926996755712834,0,0.0670555681737683,0,0,0,0,0,0,0,0,0,-0.00489451018948461,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161960318199527,0,0.0739144613071785,0,0,0.0538100742245186,0.0566042849140792,0,0,0,0.0779611360261203,0,0,0,0,0,0,0,0,0,0.0380360242457436,0,0,0,0,0,0,0.290243560477936,0,0,0,0,0,-0.00209817209975701,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0050624062265228,0,0,0,0,0,0,0.0385079347699261,0,0.0018919948229957,0,0.0359871479278379,0,0,0,0,0,0,0,0.213357715065349,0.23249426245209,0,0,0,0,0,0,0,0,0.205016809735157,0,0.151526923227785,0,0,0,0,0.0657378838635694,0,-3.46944695195361e-18,0.0136268057682926,0,0,0,0,0,0
X601877.SH,0,0,0.0452872210872135,0,0,0,0,0.252100832371681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413165500076329,0,0,0.0489774891635669,0,0,0,0,0,0,0,0,0.0809644163415909,0,0,0,0,0,0.027208515709869,0.303818125164381,0,0,0,0,0,0,-0.025234068260545,0,0,0,0,0.00317540790505322,0,0
