,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000063.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X600702.SH,X002180.SZ,X002236.SZ,X600584.SH,X601877.SH,X600522.SH,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000977.SZ,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X002463.SZ,X002414.SZ,X600884.SH,X000066.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.162452876226208,0,0,0.0508382355506902,0,0.0515152443958958,0,0,0.0169562730382507,0,0,0.0932950706934476,0,0,0,0,0.0167161546831931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643241786294943,0,0,0,0,0,0,-0.0264236592535991,0.0606195975202071,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.529826549486679,0,0,0.108557698713584,0,0,0,0,0,0,0,0,0,0,0.144883294937694,0,0,0,0,0,0,-0.0167428371910337,0,0,0,0.0418427831395529,0,0,-0.0196235185813732,0,0,0,0,0,0,0.0739004400470506,0,0,0,0,0,0,0,0,0,-0.0236778620267075,0,0,0,0,0,0,0
X002415.SZ,0,0.0379218629861963,0,0,0,0.00258104832476879,0,0,0,0,0,0,0,0,0,0,0,0,0.158887945225221,0.114273799546051,0,0,-0.0176351884605217,0.067645049861273,0,0.0793452209155023,0,0,-0.0743829645355289,0,0.0545640907206817,0.306778390517784,0,0,-0.160277639813987,0,0,0,0,0,0.128580348469773,0,0,-0.0513371464458335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.444321622946892,0,0,0,0,0.286881575216369,0.10642596622403,0,0,0,0,0,0.098427566486715,0,0,0,0,0,0.0790608774620489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119529683611812,0,0,0,0,0,-0.00530319784580466,-0.0707073803667171,0,0.204237962639133,0,0,0,0,-0.0351085086243676,0,0,-0.00213676347053195,0.0175424050689729,0,0,0,0,0,0
X600809.SH,0,0.0697783688253154,0,0,0,0.040626112611996,0.00401832539719295,0,0,0,0,0,0,0,0.0398294014371489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125457628289312,0,0,0,0,0,0,-0.0272372660923091,-0.0934262975043391,0,0,0.281090773886266,0,0,0,-0.102320518669001,0,0,0.00397259963300696,0.00978680931068993,0,0,0,0,0,0
X600276.SH,0,0.0410864237477299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102209223992034,0.0101883855319503,0,0,0,0,0,0.04284931754209,0.0658628834275843,0,0,0.0787556053325422,0,0,0,0,0,0,0,0,0,0.37832385519724,0,0,0.0240222621331461,0,0,-1.73472347597681e-18,0,0,-0.0277058819828769,-0.0144708275229148,0,0,0,0,0,0
X002304.SZ,0,0.348320890974339,0,0.269700233422259,0,0.00119908580315247,0,0,-0.0192631426421173,0,0,0,0,0,0,0.261514145928689,0,0,0,0,0,0,0,0,0,0,0,-0.00189013191412237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471438460728572,0,0,0,0,-0.0324205057278619,0,0,-0.00729517621923247,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0291990238001037,0,0,0,0,0,0.169117670510513,0.0975486768139738,0,0,-0.0466503219927757,0,0,0.153525626883113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389751158945723,0,0,0,0,0,0,0.0866632001193337,0,0.00562574464182724,0,0.0424894733527283,0,0.0523603287407215,0,0,0,0,0,0,0,0.0085001144709831,0,0,0,0,0,0
X002475.SZ,0,0,0.0420577118301111,0,0,0,0,0,0,0,0.1671659949318,0,0,0.000654476994865392,0,0,0,0,0.436381491862228,0,0,0,0,0,0,0,0,0.0640942477089097,0,0,0,0,0,0,0.223305136136378,0,0,0.108261461393585,0,0,-0.00821880073468947,0,0,0,0,0,0,0,0,0.231329495914214,0.397720901673983,0,-0.0163599056663579,0,0,0,0,0,0
X000651.SZ,0,0.173818852195777,0,0,0,0,0.0514385275442679,0.256000160165173,0,0,0,0,0,0,0,0,0,0,0,0,0.135426362472704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645717596228591,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
