,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X600066.SH,X600372.SH,X002292.SZ,X002236.SZ,X000157.SZ,X002475.SZ,X600741.SH,X002241.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X002506.SZ,X300003.SZ,X600177.SH,X600839.SH,X000547.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002276.SZ,X000977.SZ,X000800.SZ,X300001.SZ,X600582.SH,X002008.SZ,X600498.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0684579859755505,0,0,0,0.198887415203803,0,0.289607195281166,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0726786405850284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04270197586789,0.0576508917051718,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.174873650786283,0,0.282380246147311,0.11615022680229,0,0.102136763124039,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0327269696682907,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204839755050628,-0.0106545637416914,0,0,0,0,0,0
X002415.SZ,-0.0122369062273025,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.142875583798252,0,0,0,0.203780587002362,0,0,0.0326827115082955,-0.15788481073958,0.288837897823182,0,0,0,0,0,0.0685836849973119,0,0,0,0,0,0,0,0,0,0.0108413446593271,0,0,0,0,0,0,0.0985496962776275,0,0.0424344843884615,0,-0.066653910136358,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.099539118293869,0,0,0,0,-4.33680868994202e-19,0.0658708848797053,0.0554884076447571,0.30237557856849,0,0,0,0,0,0.132552063501371,0,0,0,0,0,0,0,0.0211955642101481,0.0530497817697188,0,0.0221524982649954,0,0,0,0,0,0,0.0113290736510054,0,0,0.024945905075407,0,0,0,0.0405656123059902,0,-0.0185505600645492,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.256460312321665,0,0,0.0213256229489933,0,0,0.105274760133054,0,0,0,0,0,-0.0111275119679564,0.204628488223859,0.0159052634312495,0,0,0,0,0.0198735188218898,0,0,0,0,0,0,0,0.164678263115402,0,0.0432183926012901,0,0,0,-0.0118052066656524,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0187242499123266,0,0,0,0,0.112785837748792,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.072737181957626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260226528723266,0,0,0,0,0,0,0.059570929637624,0,0.0258336380157842,0,0.110394073007474,0,-0.0150990096092803,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0826183760390719,0,0,0,0,0,0,0,0,0.208292217078651,0,0,0,0,0,0,0.0234442128913904,0.109894426613762,0,0.106551535791943,0,0.050558162532593,0,0,0,0,0,0,0.210585461140728,0,0.104174674326001,0,0,0,0,0,0,0,0,0,0,-0.0377352442603819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.154175059943935,0.104211854136793,0,0.161193517806116,0,0,0,0,0,0,0,0,0,0.0352301870432929,0.207294679432194,0,0.0420457712896936,0,0.0668699058437917,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0750043656840774,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.00252077997529873,0,0,0,0,0,0,0
X000625.SZ,0,0.175550322108446,0,0,0,0,0,0.0590699591238302,0,0,0,0,0,0,0,0,0,0,0.0227606083300877,0,0,0,0.238648021902112,0.0220109640608585,0,0,0,0.0499510297707784,0,0,0.0140700215904158,0,0,0,0,0.011578848490403,0,0,0,0,0,0.23009385999519,0,0,0,0,0,0,0,0.00504690987413746,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520413715913897,0,0.220773011701583,0,0.00902761810372969,0,0,0,0.0503224564720598,0.387462432882739,0,0,0,0,0,0,0.0118104173846271,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269830861414002,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305124306089154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410210582709916,0,0,0,0,0,0.139124436230552,0,0.12731274681979,0,0,0,0,0,0,-0.0247910472549858,0,0,0,0,0,0,0
X600703.SH,0,0.20037577494614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121241683005834,0,0,0,0,0,0,0.0169971778746993,0,0.147158527609026,0,0,0,0,0,0.0439633870875692,0,0,0,0,0,0,0,0,0,0,0,0,0.272580221724684,0,0,0,0,-0.0154917763968341,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582717695797311,0,0,0,0.0902731200772651,0,0,0,0,0,0,0,0,0,0,0,0.109417418315209,0,0,0,0.0937542930219545,0.08450692440101,0,0,0,0,0,0.040160597378523,0,0,0.182631474302223,0,0,0,0,-0.0276794928388444,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776916862943371,0,0,0.0333673887739813,0,0.177233744334243,0,0,0,0,0.290742916661249,0.058177376705414,0.0159338706845874,0,0,0,0,0,0,-0.00417640318940092,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677842792643454,0.024657911500154,0,0,0,0,0,0,0.286469004597387,0,0,0,0,0,0,0,0,0.000736486661595205,0,0,0,0,0.0876470491892518,0,0.00210838828687578,0,0,0.052285912078119,0.171682127447904,0,0,0,0,0,0,0,-0.0267757468856048,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.159117374556979,0,0,0,0.10672920483273,0.113122738244292,0.17936221349629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967072220522788,0,0,0,0,0,0,0,0,0,0.0415490756903912,0.00230076884327357,0,0,0.0347598648794032,0,0,0,-0.018973394093946,0,0,0,0,0,0,0
X600066.SH,0.0219689901867998,0,0,0,0,0,0,0,0,0.0285565340862599,0,0,0,0,0,0,0,0,0,0.0367821122414674,0.214320341702106,0,0.0696497464354946,0.22146821593798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123130226883955,0,0,0,0.0733337943328197,0,0,0,0.0136300461242408,0,0,0,0,0,0,0,0,0,0,0
