,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600867.SH,X002426.SZ,X000050.SZ,X600089.SH,X002294.SZ,X000869.SZ,X000981.SZ,X002465.SZ,X002180.SZ,X002508.SZ,X601877.SH,X600498.SH,X002179.SZ,X002008.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.102434544191421,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208953451257783,0,0,0,0,0,0,-0.0298521255794337,0,0,0,0.0312836727748127,0,0,0,0.204427454853813,0,-0.0417298832497374,0,0,0,0,0,-0.0322009016498315,0.0834366602794885,0,0,0,0,0,0,0,-0.115089724365182,0.111426575968331,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.113183717815637,0,0.104777747083289,0,0,0.201862992264556,0,0,0,-0.0265942593756722,0,0,0.0454139377661853,0,0,0,0.026626972427885,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0102906078757855,0,-0.0289711937235974,-0.0132561823631463,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.107003049862838,0,0,0,0,0,0,0.0230236598221529,0,0,0,0,0,0,0,0,0,0,0,0,0.0622971895275332,0.0340671620569565,0,0,0,0,0,0.0808839578900136,0,0,0,0,0,0,0.0407359278911734,0.0400301469421881,0,0.045038122874884,0,0,0,0.00364014955347116,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.166837456257647,0,0,0,0,0,0,0,0,0.0270484200395352,0,0,0.0655613502165941,0,0,0,0,0,0,0.0255085727789742,0.0353690872331381,0,0,0,0,0,0,0,0,0,0,0,0.0536502980557012,0,0,0.17034039530914,0,0,0,0,0.00987320592190256,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.104473692282083,0,0,0.630934658810718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116552702001169,0,-0.0375975385380494,0.0682957815912951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397657498574123,0,0,0,-0.131436754132997,0,0,0.0573891890879646,0,0,0,-0.00514410694523216,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0.053621552342359,0,0,0,0,0,0,0,0,0,0,0.0685378303863758,0,0,0,0,0,0,0.0457626146616125,0,0,0,0,0,0,0,0,0,0.0757820222951657,0,-0.0447387008852065,0,0,0,0,-0.00324245765029527,0,0,0,0,0,-0.0357780373101265,0,0,0.192183631006051,0,0,-2.16840434497101e-19,0,-0.0606951356405422,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195912618517441,0,0,0,0.0137985626115644,0,0,0,0,0.159927851792477,0.123730617551769,0.023065198700751,0,0.115448773228965,0,0,0.0720602035480836,0,0,0,0,0,0.0567452401781884,0,0,0,0,0,0,0,0,0,0,0.0425562462562782,0,0,0,-0.0054546760898419,0,0,0,0,0,0
X000625.SZ,0,0,0,0.272684173455431,0,0,0,0,0.00209945525388235,0,0,0,0.146363892699068,0,0,0,0,0,0,0.137907116110757,0,0.0918385071181586,0,0,0.0814308783556554,-0.0808105853105836,0,0,0,0,0,0,-0.0819460840241347,0,0,0.0588172650504628,0.221081606997857,0,0,0,0,0,0,0,0,-0.128537859736007,0,0,-0.0625174088165536,0,0.0883062543524278,4.33680868994202e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0782305286179349,0.0327596183966213,0,0,0.194732323519109,0,0.0883550190484391,0,0,0,0,0,0,0,0,0,0.24003791669712,0.125489903698295,0.0241454554893614,0,0,0,0,0,0,0,0,0,0,0,0.0854835667125136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00765109889406363,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155312179777025,0,0,0.0776221454519504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411550439774675,0,0,0.0766935599873017,0.189572636885901,0,0.151792265059725,0,0,0,0,0,0,0.113643209866628,0,0.00521163262115944,0,-0.0161325326244438,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,-0.0393707783714668,0,0.0835546487542138,0,0,0.0609032352837663,0,-0.0762661796472538,0,0,0.146008426901909,0,0,0,0.0338417543208906,0,0,0,0,-3.46944695195361e-18,0,0,0,4.33680868994202e-19,0.142251803856712,0,0,0.0156708912877529,0,0,0,0,2.16840434497101e-19,-0.105170422092032,0,0,0,0.02857361987836,0,0.0640661162875027,-0.00966039624553838,0,-0.00920946078204357,0,0.129935402823591,0,0,0,0
X600703.SH,0,0,0,0.112485564476885,0.0109172053207411,0,0,0,0,0,0,0,0.00796577663374598,0,0,0,0.0803714180984944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951454922179904,0,0,0.0164414387548299,0,0,0.0611210858100981,0,0,0.0739094291821551,0,0,0,0,0,0,0.0632934474704594,0.011058427978563,0,0,-0.00593119852579722,-0.00879714952649809,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.120279680620991,0,0,0,0,0,0,0,0.00817611285440239,0.160994331979113,0,0,0,0,0.0306569844374131,0,0,0,0,0,0,0.00577496612638622,0,0,0.0960270091022291,0,0,0.158176085525696,0,0,0,0.00581827659438844,0,0,0,0,0,0,0,0,0,0,0.00902591978504373,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350867239305936,0,0.065516023602756,0.0603430800829724,0.0273825101038732,0,0,0,0,0,0,0.0468629244642439,0,0,0,0,0.0314314853087099,0,0,0,0,0.181472165275672,0.0578224096464034,0,0,0,0.165156052440972,0,0,0,0,0.0377877222001839,0,0,0,0,-0.0464251516773262,0.228072894138768,0.105303715216261,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183746182641979,0,0,0,0,0,0,0,0.0937225770221335,0,0,0,0.0454741398301153,0.0817480962366822,0,0,0.14182882880052,0.104117212631461,0,0.142222926547978,0.0735286617618222,0,0,0,0,0.0389966971046077,0,0,0.230889470167842,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244435480791046,0.0279822151565293,0,0.0531304620986703,0.0974650422731096,0,0,0,0,0,0.216339330666892,0,0.00323629423790512,0.0645551244358982,0,0,0,0,0,0,0,0,0,0,0,0.103931091401633,0.00385804242526638,0,0,0,0,-0.00839990128125677,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0.0402296454393242,0,0,0,0,0.0146802503868082,0,0,0.263354736640707,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0404332085305123,0.157958967005461,0,0,0,0,0,0,0.195800158069989,0,0,0,0.0292860284762888,0.35151056764262,-0.081235710676932,0,0,0,0,0,0.0784489259099003,0,0.0403842993410655,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240752282104753,0,0,0,0,0,0,0,0,0.124871201478696,0.048986194324475,0,0,0,0.0383941365328351,0,0.156346011878171,0,0,0,0,0.255086558943494,0,0,0,0,0,0,0,0,0,0,0,0.0753257029286544,0,0,0,-0.0216397454824892,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.197688613397601,0,0.0908826405191804,0,0,0,0,0.194746121607938,0,0,0,0,0,0.0284931941214745,0,0,0,0,0,0.0919557430185328,0.35366003665936,0.1507470632882,0,0.029130342023205,0,0,0,0,0,0,0,0,0,0,0.0791573157293147,0,0,0,0,0,0,0,0,0,0.0253263564630661,0,0,0,0,0,0,0
