,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X600487.SH,X600584.SH,X601799.SH,X000799.SZ,X002236.SZ,X600563.SH,X600418.SH,X000800.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.25588483579517,0,0,0,0,0,0,0,0,0,0,0,0,-0.00159107415040777,0,0,0,0,0,0,0,-0.0676169214128245,0,0.0144101165644034,0,0.0181243572428466,0,0,-0.014296418103136,0,0,0,0,0,0,0,0,0,0,0,0,0.0680404746489622,0,0,-0.0205413491336065,0,-0.0049132987554381,0,0.0566802924038207,0.0182306225027655,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.12923723115252,0,0,0,0,0.0650996339003485,0,0,0,0,0,0,0,0.0419541215848569,0,0,0,0,0,0,0,0,0,0,0.0168913884737079,0,0,0,0,0,0,0,0.313717580912655,-0.0284664714081021,0,0,0,0,0,0,0,0.0171236189000539,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169425599059019,0,0,0,0,0,0.0952493523596997,0,0,0,0,0,0,0,0.197569162861096,0,0,0,0,0.0654124369139132,0.076905682670816,0,0,0,0,0.234152529587156,0.062782070581519,0.047282927780915,0,-4.33680868994202e-19,0,0,0,-0.00486786215507619,0,-0.0374638261648512,0.315002337105311,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.126070300757675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300880170112958,0,0.0383920565203328,0,0,0,0.0316525189627793,0,0.0246972653737224,0,0,0,0,0,0,0,0,0,0,0.37138968945724,0,0,0,0,0,0,-0.00485532603856868,0,0,0,0,-0.0230720194840725,-0.00200431659035816,0,0,0,0,0,0
X002415.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0575811874297731,0,0,0,0,0,0,0,0,0,0,0,0.0836620945586194,0,0,0,0,0,0.0476572564766663,0,0.00421449935601345,0,0,0,0,0,0,0,0,0.0438295143031524,0,0,0,-0.00986399555450628,0,0.579731917858748,0,0,0,0,0,0,0.0422383073175618,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273847984805166,0,0.105545256261333,0,0,0,-0.0563579581793586,0,0,0.250949677183618,0,0,-0.12996573743603,-0.0642322278963644,0,0,0,0,-0.0250447360824497,-0.0200549756182384,0,0,0.15991797041591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128383579589067,0.0336545873907287,0,0,0,0,0,0
X600690.SH,0,0,0.0748551886732648,0,0,0,0,0,0,0,-0.0515321141105022,0,-0.0723343291331971,0,0,0,0,-0.0116262324306723,0,0,0,0,0,0.0305897902857991,0,0,0.288845473256075,0,0,0,-0.230627465180047,0,0,0,0,0,0,0,0,0.123910401995805,0,0,-2.16840434497101e-19,0.0377813185158684,0,0,0,-0.0316931284792662,0,0,0,-0.00718501333955895,0,0,0,0,0.0117151855754183,0,0
X002304.SZ,0,0.235684546141837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14480043085141,0,0.0174952851875448,0,0.0176356988781407,0,0,0,0.084373506041605,-0.0543663518588079,-0.0348542879412045,0,0,0,0,0,0,0,0,0,0,0.0560542882180671,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0134847751643679,0,0,0,0,0,0,0,0,0,0.15984528916869,0,-0.124284815442432,0,0,0,0.0673956773276748,0.178433953702088,0,0,0.0145863739849048,0,-0.161138368892228,0.120434154101043,0,0,0,-0.00888467903460851,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176128910889983,0,0,0,0.0844841245915529,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115342869996299,0,0,0,0.078786956920071,0,0.193951018350638,0,0,0.0327689757538642,0.147540583442509,0,0,0,0,0.143160652307856,0,0,-0.19687662760423,0,0,0,0.0788284552710588,0.0322935458532412,0,0.113794674249091,0,0,-0.0584659017561191,0,-0.0174531161982162,0,0,-0.00610793266612188,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430226985521411,0,0.0668364058131337,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.111972115541587,0,0.175072163442043,0.203087771980714,0,0,0.299372237196531,0.00616653473139939,0,0,0.0943354872745161,0,0,0,0,0,0.0451685145152154,0,0,0.00553434653122056,0,0,0,0,-0.0212803164514528,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0692648480414507,0,0,0.072551248214705,0,0,0,0.00809967954344161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414163011706961,0,0,0.301810516190761,0,0,0,0,0.113390527955307,0,0,0.121013734257897,0,0,0,0,0.0783865433072356,0.169661223308641,0,0,0.011622981977531,-2.16840434497101e-19,0,0,0,-0.0467362694875273,0,0
X002371.SZ,0,0,0,0,0,0.0513932849383963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196723265821671,0,0,0,-0.129363600423789,0,0.0933876462715631,0.210660199334515,0,0,0,0,0,0,0.637290831727344,0,0,0,0,0,0,0,0,0,0.0295875723362718,0,0,0,0,0,-0.0515849767438706,0,0,0,-0.0109315351712852,0,0
X002129.SZ,0,0,0,0,0,-0.0368320340063258,0,0,0,0,0.0130163014449602,0,0.118005061407764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311058993226753,0.0946810954782717,0,0,0,0,0.0368720637542742,0,0.0954594148867417,0,0,0,0,0.0530619094771459,0,0,-0.0362431275259634,0,0,0.102318153820672,0.060690332004148,0,0,0,0,-0.0271117390694765,0,0,0,0,0,0
X300124.SZ,0,0,-0.141291873089217,0,0,0.306036462019334,0,0,-0.0710435368538941,0,0.0337784911726774,0,0,0,0,0,0,-0.0292707009237826,0,0,0,0,0,0,0,0,0.171908281732064,0,0,-0.0875325072217242,0,0,0,0.0264495831497292,0.155884273824281,0,0,0,0,0,0,0,-0.0364013104450235,0,0,0,0,-0.0234786142109924,0,0.0280594223357495,0,0,0.0600788279876485,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.230868697781821,0,0,0,0,0,-0.00762540351596602,0,0,0,0.0417026459274126,0,0,0.0889469305115379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0036192359585708,0,0,0,0,0,0.0292441551625972,0,0,0,0,0,0,0,0.0345934997459087,0,0,0,0.00402312283137081,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.060140754356686,0,0,-0.332279402258413,0,0.0335589289280193,0,0,-0.280981066131162,0,0,0,0,0,0,0,0,0,0.00880812732226516,0,0,0,0,0,0,0,0,0,0.0192079557317264,0.129762570699799,0,-0.149227903679075,0.659982370933657,0,0,0,0,0,0,0,0,0,0.161833720370729,0.171846575452891,0,0,0,-0.0305059062361486,0,0,0,0,0,0
