,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600183.SH,X600776.SH,X002371.SZ,X600066.SH,X600522.SH,X600867.SH,X000050.SZ,X000066.SZ,X002129.SZ,X600089.SH,X300146.SZ,X002241.SZ,X600118.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0940956826448687,0,0,0,0,0,0,0,0,0,0.0116977948246809,0,0,0,0,0,0,0,0,0.026232087250631,0,0,0.157900465797458,0.185673819595575,0,0,0,0,0,0,0,0,0,0,0,0,0.0432760141043924,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00707293569060062,-0.0241787296400011,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.167481791164441,0,0.262483712871326,-2.16840434497101e-19,0,0,0,0.200472022046579,0,0,0,0,0,0,0.0117832674622462,0,0,0.0476881548715307,0,0,0,0,0,0,0.0617121015187196,0,0.0042978031404867,0,0.0982735171274584,0,0,0,0,0,0,0,0,0.128011602218573,0,0,0,-0.0424970118450214,0.00626307317378513,0,0,0,0.012628481395919,0,0
X000651.SZ,0,0,0,0,0,0,0.0554678160417875,0,0,0.337172637189278,0,0,0,0.254960673041931,0.155089952408236,0,0.0608197813937908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833047704271525,0,0,0,0,0,0,0,0,0,0,-0.0967586967178736,0,0,0,0,0,0,0,0,-0.0175318770411711,0,0,0,0,-0.00266485127609218,0,0
X600104.SH,0.0296962427342906,0.0580047008839051,0.141595589835854,0,0,0,0,0,0,0,0,0.00507433076825227,0,0.0486155438791747,0.0893995381383045,0,0,0,0,0,0,-0.0147927739344748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178598273594729,0,0,0,0.0372947897283911,0,0,0,0.0648217571846928,0,0,0,0,0,0,0,0,0,0,0,0,0.00076947122583327,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135860368446429,0.0519886808448856,0,0.115832158312296,0,0,0,0,0,0,0.228241676629379,0,0,0.209549446857306,0,0,0,0,0,0,0,0,0,0.0590451878868781,0,-0.0265345934318793,0,0,0.0297624528870688,-0.0405560700812354,0,0,0,0.0211875252411059,0,0,0,0,0,0,0,0,0,-0.00329978169217412,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.075231408143524,0,0.0708690673035044,0.231186574923776,0,0,0,0,0.032957826653428,0,0,0,0,-0.0676246156458949,0.561915943490805,0.0239218455359931,0,0,0,0,0,0,0,0.16365518276312,-0.145773648248768,0,0,0.0257663651878497,0,0,0,0,0,0,0,0,0,0,-0.0806044050044327,0,0,-0.00819826902514507,0,0,0,0,-0.0203023287873065,0,0
X002304.SZ,0,0.175811305348456,0.241583758279214,0,0,0,0,0,0,0.0359686007234952,0,0,0,0,-0.037203562528705,0.152915456163585,0,0.13982111035242,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0760203377163598,0,0,0,-0.0277930429092053,0,0,0,0,0,0,0.0449690106630376,0,0,0,0,0,0,-0.0137511251571411,-0.03482368838227,0,0,0,0.0112468464064151,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237866338268521,0,0,0,0,0,0,0,0,0,-0.0609488206557006,0,0,0,0.299019020519436,0,0,0,0.111452855300768,0,0,0,0,0.247521512085951,0.303966403123372,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0170989506792091,-0.0370714426031589,0,0,0,-0.0179030214773685,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506647824162961,0.18356674090964,0,0,0,-0.047717693342515,0,0,0,0,0,0,0,0.0586359835567853,0.0258913386898235,0,0,0,0,0.056556473987267,0,0,0.274316683980826,0.0428764055170414,0.0999673013040398,0,0,0,0.0590491449631833,0.104390001132223,0,0,-0.0227896899408988,0,0,0,0.00511963103892293,0,0
X600031.SH,0,0.024939646989573,0.168289389400507,0.164584611131696,0,0,0,0,0,0,0,0,0.32692964138126,0,0,0,0,0.0448429701391595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000962975890976391,0,0,0,0,0,0.16325175289706,0,0,0,0,0,0,0,-0.0420684045437194,0,0,0,0,0.0208825587883058,0,0
