,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000977.SZ,X000596.SZ,X601877.SH,X002236.SZ,X300124.SZ,X300142.SZ,X000157.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002456.SZ,X600498.SH,X002179.SZ,X600118.SH,X002223.SZ,X002049.SZ,X300136.SZ,X000066.SZ,X600271.SH,X002414.SZ,X600584.SH,X600487.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.370198021708815,0,0,0,0,0,0,0,0,0,0,0.0377154132352399,0,0,0,0,0.190686687838374,0.0713792891646997,0,0,-0.0351028944895897,0,0,0.0656042457723863,0,0,0,0,-0.0333696060648176,0,0,0,0,0,0,0,0,0.0751083641450363,0,0,-0.0184225834349177,0,0,0,0,0,0,0,0,0.0193081601636499,0,-0.0140505682715491,0,0,0,-0.443435253730035,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.157627386360058,0,0,0,0.357444921848574,0.0298533554493177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288960044254917,0,0,0,0,0,0.0156797165380265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01385191320315,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558409113049806,0,0,0,0,0.0309366334791689,0.0280423459515239,0.0210212986837231,0,0,0,0,0,0,0.0574261202314828,0,0,0,0.000531810319513713,0,0,0.029122546406245,0,0,0,0,0,0,0,0,0.0359592856233433,0,0,0.0100734228584729,0,0,0,0,0,0
X000651.SZ,0,0.135252388068552,0,0,0,0.052923473140255,0.0447101256362556,0,0,0,0,0,0.139471521359654,0,0.0252803652021752,0.046818063334641,0,0,0,0,0,0,0,0,0,0,0.0569036853478123,0,0,0,0,0.176104828175493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085902267446226,0,0,0,0,0,0,0
X002415.SZ,0,0.0546642822742717,0,0,0,0.145333731641012,0,0,0,0,0,0,0.241350363797712,0,0,0,0,0,0,0,0,0.107341082838948,0.00805926274277566,0,0.0684302623235918,0,0,0,0,0,0,0,0,0.0177498078781297,0,0,0,0,0,0,0,0,0,0,0.101922995557312,0,0,0,0,0.00621314762045314,0,0,0.00427901005725534,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.169493980214796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239504025685817,0,0.0401033346696329,0,0.076872139734315,0.150541981621087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291646535098146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.192128448006577,0,0,0,0,0,0,0,0,0,0.10952297557168,0,0,0.0908263149329679,0,0,0,0,0,0.138679770408361,0,0,0,-0.0230690062869451,0,0.105654453013593,0,0,0,0,0,0,0.0438164621359237,0.236534575190413,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931745009024528,-0.0227986068481733,0.0257928824029086,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.191448250987213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114361996093206,-0.075365708124127,0,0.148546977917255,0,0,0,0,0,0,0,0,0.121943194268246,0,0,0,0,0.277603014382543,0,0.0776031718416132,0,0,0,0,0,0,0,0,0,0,0.0416105975654242,0.0393581284694514,0,0,0,0,0,0
X600031.SH,0,1.0842021724855e-19,0,0,0,0.0519912629634898,0.105262898715706,0,0,0,0,0,0.0222525768828127,0.0492097444990646,0.0669757159252064,0,0,0,0,0,0,0,0,0.110886262630945,0,1.73472347597681e-18,0,0,0,0,0,0,0.275568852712128,0.0181020368544594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382791707872982,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0184883868105435,0,0,0,0,0,0,0,0.0710805643585575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108489947250956,0,0,0.225228960726409,0,0,6.93889390390723e-18,1.73472347597681e-18,0,0,0.0699672184074571,0,0,0,-0.0379047116325898,0,0,0.26277523814878,0,0,0,0,0,0,0.0208981600707608,-0.0088456032660517,0,0,0,0,0,0
