,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X002008.SZ,X601877.SH,X600066.SH,X600487.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X300003.SZ,X600498.SH,X600867.SH,X002294.SZ,X600699.SH,X600089.SH,X002085.SZ,X000596.SZ,X600271.SH,X000981.SZ,X000157.SZ,X600177.SH,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X000661.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.218823975823505,0,0,0.198651489853951,0.198224009000424,0,0.0320844235485094,0,0,-0.111629771990862,0,0,0,0,0,0,0,0.00535348840023881,0,0,-0.0803354000427289,0,0,0,0,0,0.0547528510219781,0,0,0,0,0.034383108115959,0,0,0,0.0206416044587937,0,0,0,0,0,0,0.14953841912467,-0.0045534194581878,0,0,0,0,0.0236278506581279,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0978033223330137,0,0,0,0.0225347057799356,0,0,0,0,0.0574820346837485,0,0,0,0.048064563342157,0,0.121863034534549,0.0859894270250254,0,0.029717261803124,0,0.080256660956402,0,0,0,0,0,0,-0.0202380556179861,0,0,0,0,0,0,0,0.0694733479092007,0,0,0,0,-0.00298347895756038,0,0,0,0,0,0
X600104.SH,0,-0.0025763729896485,0,0,0,0.0439541281400758,0,0,0,0,0,0,0,0.294815278424976,0.086577866153623,-0.165976981488132,0,0,0,0,0.0840544215193024,0,0,0,0,0,0,0,0,0,0,0,0,-0.145868205456913,0,0,0,0,0,0,0,0,0,-0.0211048017968967,0,0,-0.0330736660331323,0.0484120610457889,0,0,0,-0.0470413876795412,0.0517449074746965,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.113216486334977,0,0,0,0.284565640839383,0,0,0,0,0,0,0,0,0,0.00335985883350208,0.045492957439309,0,0,0,0.237133952912476,0,0,0,0,0,0,0,0,0.0396702655323259,0,0,0,0,0,0,0,0,0,0.127319768735431,0,0,0,0,0,-0.0214027589635034,0,0,0,0,0,0,0
X000651.SZ,0,-0.0671719792060241,0.156216252224831,0.115197665079649,0,0,0,0,0,0,0,0,0.0864683682850922,0,0,-0.06901496444176,0,0,0,0.090118321643806,0,0,0,0,0,0,0,0,0.0393785608491051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789408443655879,0,0,0,0.00638738803445598,0,-0.0454947239484638,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0373918961848058,0.150640420829602,0,0,0,0,0,0.190136752205701,0,0,0,0,0,0,-0.0497841376660239,0.392019144337606,0,0,0,0,0,0,0,0,0,0.386909811717983,0,0,0,0,0,0,0,0,0,0.213402326829468,0,0,0.11808444229507,0,-0.04361548449034,0,0,0,-0.0147713569369437,0.0391543532259964,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0434265509048258,0,0,0,0.214413767166759,0,0,0,0,0,0,0,0,-0.238166252282181,0,0,0.0476511400170666,0,0,0,0,0.0632289845996905,0.129570490611351,0,0,0,0,0,0.238864390149482,-0.0769819350280677,0,0,0,0,0,0,0,0,0,0,-0.033903721700398,0,-0.0463046519903472,0,0,0,0,0.0210966837544358,0,0,0,0,0,0
X002304.SZ,0,0,0,0.402553801772682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0609335667108556,0,0,0.0579794159413978,0,0,0.0787890551240024,0,0,0,0,0,0,0,0,0.0162312820441512,-0.0465938567365268,-0.0743026102632399,0,0,0,-0.080820273179148,0.0721175184869785,0,0,0,0,0,0
X000063.SZ,-0.0679866868141203,0,0,0,0,0.29532428259924,-0.108104203190182,-0.130444073208554,0,0,0,0,0.142118135602378,-0.0760263729616397,0,0.181141714604072,-0.102794175774836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919089979782708,0,0,0,0.159859887925205,0,0,0,0,-0.0280337731787224,0.0509378884915074,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0628448109796167,0.190826207831171,-0.170485572454827,0,0,0.229251366984574,0,0.0231423429283217,0,0,-0.0617856922228523,-0.0541475515638411,0,0,0,0,0,-0.324682539746176,0,-0.0386437554755176,0,0,0,0,0,0,0.0580379541592037,0,0,0.156064727418452,0,0,0,0,0,0,0,0,0,0,0,-0.0414023397360644,-0.0124588349298125,0,0,0,0,-0.00697356795976016,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0831764060140126,0,0,0,0,0.097222666350427,0,0,0,0,0,0,0,0,0,0,0,0.0420697890096205,0,0,0,0,0,0,0,0.0690901091566091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.282218295616751,0,0.0274888934331084,0,0,0,-0.000183763112071089,0,0,0,0,0,0
X000568.SZ,0,0,0,0.397593551487446,0.139425178202875,0.0263615385896168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560991898215306,0.0875978665176371,0,0,0,0,0,0,0,0,0,0,0.00669878684439303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,-0.0825115259109004,0.169563452539583,0,0,0,0,0,0.124360257817766,0.212068043276322,0,0,0,0,-0.0144353269607454,0,0,0,0,0,-0.0110355959565623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163800257505297,0,0,0,0,0,0,0,-0.0655165888153185,0,0,0,0,0,-0.018258722974652,0,0,0,0,0,0,0
X600741.SH,-0.125319648143047,0,0.400194055906291,0,0,0.0426590121668905,0,0,0,0,0.0969290077710129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643115913677378,0,0.00276795298849857,0,0,0,0,0,0.0738641162866291,0,0,0,0,0,0,0,0,0,0,0.0156911890208225,0,0,0,-0.0591163645663429,0,0,0.000688874491754538,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0813927296644773,-0.0176234704157566,0,0,0,0,0,0,0,0,0.0641924297588006,0,0.167190644510991,0,0,0.206156810060311,0,0,0,0.152337923215833,0,0,0,0,0,0,0,0.0520502892442073,0,-0.043256892557954,0,0,0,0,0,0,0,0,0,0,-0.10372597177639,0,0,0,0,-0.0650653702663694,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.00583629343182311,0,-0.021520946897289,0,0.0598323037543222,0.016100815276121,0,-0.0334508488734169,0,0,0,0,0,0,0,0.0317320381256943,0,0,0,0.0404746672858291,0,0,-0.0554529479898901,0,0.0989004686239039,-0.190963650633028,0,0.157405505484253,0,0,0,0,0,0,0,0.250022112358346,0,0,0,0,0,0,0,0,0,0.026845038326282,0,0,0,0,0,0
X002241.SZ,0,0.224751716868069,0,0,0,0,0,0,0,-0.0234945125482255,0,-0.0864509132357248,0,0,0.107278868052029,0,0,0,0.419438091494381,0,0,0.132539892708025,-0.0148382141048321,0,0,0,0,0,0,0,0,-0.0534262295925654,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.137684361402354,0,0,0,3.46944695195361e-18,-0.0506018586962412,-0.0162273902336332,0,0.00562394091667969,0.0184711233953819,0,0,0,0,0,0
X000625.SZ,0,0.0937089651657867,0,0,0,0,0,0.0460034678817981,0,0,0,0,0,0.237921255578472,0,0,0,0,0,0.159874797143967,0,0.022285999830935,0,0,0,0,0,0.0026111473546827,0.168846073855802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980695780542551,0,0,0,0,0,0,0,0,0,0.0345008083846023,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.100126531066721,0,0,0,0,0,0.168942230226583,0,0.29240416417619,0,0,-0.0534341577516708,0.0125348116252359,0,-0.0704621586942577,0,0,0,0,0,0,0,0,0.238016049052258,0.199105345304317,0,0,0,0,0,0,0,0,0,0.195380063417708,0,0,0,0,0.142264550633897,0,1.73472347597681e-18,0,0.0139455578684555,-0.0123988889119955,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,-0.329269554112693,0,0.0600210149752799,0,0,0,0,-0.100913869475505,0,0,0,0,0.123989179334244,0.0983192828158958,-0.110487875341306,0,0,0,0,0,-0.160118191899247,0,0,0.0140521756854215,0,0.0877091241197107,0,0,0,0.972486953828259,0,0,0,0,-0.0130880243409662,0,0,0,0,0,-0.111523219553776,0.0243315926933881,0,0,0,0,0,0
