,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X002129.SZ,X000157.SZ,X002179.SZ,X601877.SH,X002049.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X000800.SZ,X300003.SZ,X002008.SZ,X002074.SZ,X000977.SZ,X600779.SH,X002185.SZ,X002508.SZ,X000547.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.512705190895069,0,-0.146337311583078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00780858784661251,0,0,0,0,0,-0.0586166395744249,0,0,0,-0.0920048953980284,0,0,0,0.123147626015758,-0.0247608722666206,0,0,0,0,0,0,0,0,0,-0.00299695129232245,0,0,0,0,0,0,-0.0416432181558901,0,0.0143381342276523,0.0126435911196801,0,0,0,0,0,0
X000858.SZ,0.00377048335617446,0,0,0,0,0,0.171796584095545,0,0.300330999827234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563046481993177,0,0,0,0,0,0.0205409159833693,0,0,0,0.0485010928428572,0.0834044893567688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340677697677658,0,0,0,-0.00474711709823109,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0249871008072885,0,0,-0.0738317554447753,0,0,0,0,0,0,0,0,0.0141902147627505,0,0,0,0.044272797959125,0,0,0.212231732711593,0,0,0.0288883698333847,0.00554256231556103,0,0,0,0,-0.0130177819235853,0,0.00557357941076268,0.050868346156351,0,0,0.0622174048716822,0,0,0,0,0,0,0,0,-0.00240988850918192,-5.42101086242752e-20,0,0,0,-0.000405100933127052,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0184390368811615,0,0,0,0,0,0,0,0,0,0,0,0,0.0214209640179698,0,0.0838735393828491,0,0.0735462115738988,-0.119085241983189,0,0,0,0,0,0.140771995821902,0,0.162560935025249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745413887366594,-0.0278687647822986,0,0,0,-0.00982748304188284,0,0
X002475.SZ,0,0,0,0,0,0,-0.0209756050399329,0.102981755164271,0,0,0,0,0,0,0,0.0608219213697747,0,0.09081762252293,0,0,0.499462213409236,0.0688013876883868,0,0,0,0,0,0,0,0,0,-0.0968539529454847,0,0,0,0.0791899214299983,0,0,0,0.0534515392837804,0,0,0,0,0,0,0,0,0,-0.044622179305315,0,-0.00529984147948565,-0.0507784633053715,0,0,0,0.0151813479505874,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.136710471954643,0.122106378559345,0,-0.00121122146781518,-0.0221909836062139,0,0,0,0,0,-0.0934572891504522,0,0,0,0,0,0,0,0.216943581385814,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.000229109093958834,0,0,0,0,0.14110114259711,0,0,0.016880786083653,0,0,0,0,0.0147673364289176,0,0,0,0,-0.0211037780871037,0,0
X000568.SZ,0,0,0,0,0,0,0,0.0856601566648235,0.403023068706925,0,0,0,0,0,0,0,0,0.000748970382685673,0,0,0,0,0,0,-0.0528450988936105,0,0,0,0,0,0,0,-0.0061102083233564,0,0,0,0.000939358593042883,0,0,0,0,0,0,0,0,0.11688082995441,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0155170969689033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253974848654555,0,0,0,0,0,0,0,0.114421721833804,-0.0320598755851258,-0.0211936514933505,0.301927076203962,0,0,0,0,0,0,0,0,0,0,0,-0.0275384554970356,0,0,0,0,0.0208481523711814,0,0
X600809.SH,0,0,0,0,0,0,0.0884706167271444,0,0,0,0.25984226487845,0,0,0,0,0,0,0,0,0,0,0,0.295073168925929,-0.00510616600982095,-0.0711762696123972,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.14275204828949,0,0,0,0.0614276774257551,0,0,0,0,0,0.304796082984686,-0.0274949221271827,0,0,-0.0143213829525505,0,0,0,0,0.0108017115757301,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.346515560258323,0,0,0,0,0,0,0,0.0639116008656016,0,0,0,0,0,0,0,-0.0684850611682079,0,0,0,0,0,0,0,0,0,0,0,0,0.049772989505384,0,0.213964227549855,0,0.0863038181373581,0,0,0,0.209419844209998,0,0,0,0,0,-0.0234050926445348,0,0,0,0,0.00692061992094545,0,0
X600690.SH,0,0,0,0.102473101155942,0,0.135660853698344,0,0,0.295311903263873,-0.192955988446207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014372706114901,0,0,0,0,0,0,0,0,0,0,0,0.0603043784367172,0,-0.0203257845770218,0,0,0,0,0.105082461537993,0,0.0112800109326026,-0.0179982552515278,0,0.0453108178318073,0,0,0.0131545098309926,0.0348934195573259,0,0,0,-0.0299676565337956,0,0
X600104.SH,0,0,0,0,0.154127632720525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204816870654951,0.321307052436933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106414920316553,0,0.0445162362876721,0.119333611198358,0,-0.0769732918374218,0,0,0,0,0,0,-0.00495069330568565,0,0,0,-0.0190006511561923,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539627592073216,0,0,0,0,0,0,0.31117896552688,0,0,0.0845335349332897,0,0,0,0,0,0,0.0809942200694343,0,0.158813927782023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255877253169731,0,0,0,0.00546119444926218,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283081712389803,0,0,0.239066830780837,0.0871932303304722,0,0,0,0,0,0,0,0,0.0365032056285943,0,0.0991555962602346,0,0,0,0,0,0,0.157989149532779,0,0,0,0,0,-0.0401279725105993,0.00532688900394718,0,0,0,0.0580668380328655,0,0
