,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600699.SH,X600867.SH,X600522.SH,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X000066.SZ,X002074.SZ,X002426.SZ,X600498.SH,X000623.SZ,X000550.SZ,X300136.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0842444838021557,0,0.0172347109840496,0,0,0.101384375537285,0,0,0,0,0,0,0,0.010986153375069,0,0,0,0.189862067275454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198472854460013,0.0452531976354453,0,0,-0.0077018550828464,0.00695191239943104,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748333570794513,0,0,0,0,0,-0.0326794390448405,0,0,0,0,0,0.0326710696352768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122538583116636,-0.0501311342458966,0,0,0,0,0.146663458952826,-0.147711913875861,-0.0033773745137867,-0.039824645851905,-0.00672157092348569,-0.000820117813801308,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0824155612642419,0,0,0,0,0,0,0,0,0.00160135400045876,0,0,0,0,0,0,0,0,0,0.0386270712779629,0.203500396314001,0,0,0,0,0,0,0,0,0,0.0306326044492828,0,0,0,0,0,0,0.129595079696571,0,0,0,0,0,0,0,0,0,-0.0295340781852788,0.0193972789285789,0,0,0,0,0,0
X000651.SZ,0,0.0177104191871394,0,0,0,0,-0.0353579876911497,0,0,0.580244184512253,0.746668541939371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150424481380852,0,0,0,0.239334404630464,0,0,0,0.0133343731336297,0,-0.184802653391211,0.186349656873888,0.311471847991323,0,0,0,0,0.0215965999452369,0.0220695366819274,0,0,0,0,0,0
X000858.SZ,0.0311781516512724,0,0,0,0,0,0,0,0.233084039496404,0,0,0.0866853694215903,0.0248380933387329,0,0.301022706558809,0,0,0,0,0,0,0,0,0.100698097398504,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0285153027040281,0,0.0634205205002497,0,0,0,0,0.0652384699454861,0,0,0,0,0,0.0424804834954141,0,0.00929396815452546,0.00350475146117883,0.00549759464216658,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0319527609443222,0,0,0,0,0,0.246728859611204,0,0,0,0,0,0,0.0155802611013488,0,0.0876012592399834,0.218715452597295,0,0,-0.0260953048035006,0,0,-0.0322889894878805,0,0,0,-0.0821084756814312,0.22912951164312,0,0,0,0,0,0,-0.00331342785791845,0,0,0,0,0,0,0,0.0448688737395935,0,-0.184308525469866,0.150254668176684,0,0.00560248740094362,-0.0208754177266843,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0946788993620493,-0.109518308260058,0,0.130388290827466,0,0,0,0,0,0,0.248674762756912,0,0,0,0,0,0,0,0,0,0,0.131227378766013,0,-0.0743505388763263,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0839803116677695,0.0575530497377835,0,-0.00922588594882623,0.0321611927446678,-0.00880685638643065,0,0,0,0,0,0
X002304.SZ,0,0,0,-6.93889390390723e-18,0,0.0323483477778348,0,0,0,0.0499269245060066,0,0,0,0.420989307235154,0.110785116750969,0,0,0,0,0,0,0,0,0,0,0.0281070206357843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487502387660361,0,0,0,0,0.0663723520552341,0,0,-0.0533272464801575,0.00662999101389985,0,0,0,0,0,0,0
X000625.SZ,0,0.192336934599319,0,0.107037239196587,0.128460583059161,0.0236542853699437,0,0,0,0,0,0,0.127247852003585,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0162647901732159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665455098600735,0,0,0,-0.00733201771807561,-0.00864988588350838,0,0,0,0,0,0
X000063.SZ,0,0,0,0.181724559182986,0,0,0,0,0,0,0,0,0,0,0,0,0.0237439177707488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231669048681498,0,0,0,0,0,0,0,0,0.126040431802793,0,0,0.059293033750041,-0.176813115745615,-0.029389728219323,-0.135860097195769,0,0.00788894975692876,-5.42101086242752e-20,0,0,0,0,0,0
