,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X600183.SH,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X000977.SZ,X600271.SH,X000625.SZ,X002008.SZ,X002463.SZ,X300136.SZ,X300014.SZ,X600177.SH,X002456.SZ,X002371.SZ,X002506.SZ,X600066.SH,X600584.SH,X002180.SZ,X600498.SH,X002129.SZ,X600487.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.127367157435067,0,0,0,0,0.564425882266602,0,0,0,0,0,0,0,0,0.00511994646693541,0.0519373028875134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376722669393302,0,-0.0420558607654341,0,0.00889309172191383,0,0,0,0,0,0,0,0,0,0,-0.043962445580075,0.0655520704684439,0,0,0,-3.46944695195361e-18,0,0
X000858.SZ,0,0,0,0,0,0,0.0702979819377171,0,0,0.0244205457813428,0,0.573968463582172,0,0,0,0.0920798412877895,0,0,0.0124421424476269,0,0.00233739648659595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349834839572398,0.022612754063821,0,0,0,0,0,0,0,0,0,0.00245415604258307,0,0,0,0,-0.0200856018639933,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0659740255724617,0,0,0.201801083399936,0,0.0181982422285958,0,0,0.102506903326014,0.0231166834336513,0,0,0,0.0079096280524098,0,0,0,0,0,0,0,0.00224459775692973,0,0,0,0.117871119131078,0,0.0741538137291959,0,0,-0.0729897556317567,0,0,0,0.000347186758901771,0,0,0.0153756888096969,0,0,0,0,0,0,0,0,0,0,0.0364560015296096,0,0
X000651.SZ,0,0,0.0210410543834019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034733528253606,0,0,0,0,0,0,0,0.263798922638504,0,0,0.101141504144498,-0.117855577665411,0,0,0,0.0691558714757492,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490800476075934,0,0,0.125010528957942,0,0,0,-0.00900203191333953,0.0422883038183622,0,0,0,0,0.0223845861298351,0,0,0,0,-0.0142459833861688,-0.0377590959490677,0,0,0,0,0,0,0,0,0,0.0897550860917394,-0.113983398524519,0,0,0,-0.0179864066590457,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0825965427041906,0,0,0,0,0.0735290118128714,0,0.159255372634348,0.0416493788418639,0,0,0,0,0,0,0.0396355911461972,0,0,0,0,0,0,0.0107897933652638,0,0,0,8.49170468002029e-05,0,0,0,0,0,0,0,0,0,0,0.0264709088573848,0,0,0,0.00837194661096079,0,0,0,0,0,0,0
X002475.SZ,0.105315520356048,0,0,0,0,0,0,0,0.157007761621661,0,0,0,0.199526823986223,0,0,0.0671136584434356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243964626334833,0,0,-0.103558890237971,0,0,0.304806982778001,0,0.140386588303036,0,0,0,0,0,0,0,-0.110063652198612,0,0,0,-0.0452411682331303,0,0,8.67361737988404e-19,0,0,0,-0.0138577319942184,0,0
X003816.SZ,0,0,0.0925122409834733,0,0,0,0,0,0.13251044456361,0,0,0,0,0,0.303852417954807,0,0,0,0.217562070163981,0,0,0,0,0,-0.0430644069418782,0.0588028545053426,0,-0.257879774420438,0.0735494827083981,-0.112406420387561,0,0,0,0,0,0,0,0,-0.0230545461298851,0,0,-0.07244555917468,0,0,0.0325738875906302,0,0,0,0,0,0,0.112879125610645,0,0,0,0,0.153937264505791,0,0
X002304.SZ,0.31788750096626,3.46944695195361e-18,0.0013109009484094,0,0,0,0,0.129345242386848,0,0,0,0,0,0.0414589103300712,0,0,0,0,0.00952954300832142,0,0,0.0134037599478826,0,0,0.0524585847690416,0,0,0,0,0,0,0,0.0228300640631917,0,0,0,0,0,-0.0068306791820607,0,0,0,0,0,0,0,0,0,0.0555847380790685,0,0,0,0.0372016305414829,0,0,0,0.0229267447447874,0,0
X000063.SZ,0,0,0,0,0.134832346383969,0,-1.73472347597681e-18,0,0,0,0,0.0106316542508484,0,0,0,0,0.241640610330451,0,0.180997589396455,0.0155409149990147,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00212953733282429,0,0,0,0,0.0741109723528983,0,0,0,0,0,0,0,0,0,0,0.0708954928181051,0,0,0.0566524746332901,-0.055823102037354,0,0,0,0.0286739155681639,0,0
