,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300136.SZ,X300003.SZ,X002085.SZ,X600809.SH,X600487.SH,X002508.SZ,X002008.SZ,X600271.SH,X600177.SH,X600089.SH,X000157.SZ,X600522.SH,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X600699.SH,X300115.SZ,X000559.SZ,X600372.SH,X000981.SZ,X600498.SH,X600566.SH,X002074.SZ,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.118528380548058,0.0666981800893483,0,0.104315497410805,0,0,0.0288780104193218,0.161572976947244,0,0,0,0,0,0,0,0,0,-0.042569787926052,0.00835715492686089,0,0,0,0,0.0664780608146251,0,0.0829320836308207,0,0,0,0,0,0,0,0,0.0699706756184546,0,0,-0.0377747972388783,0,0.00903955897462533,0,0,0,0,0,0,0,0.00550177859005713,-0.0108601021422715,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0438631227747956,0,0,0,0,0.102327451539375,-0.0618982606184558,0.45849533194731,0,0.0128330248137947,0.043259271009194,0,-0.0133364994007272,0.165781142156133,0,0,0,-0.0633621833850134,0.118164403085975,0.253528787335641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226427165886727,0,0,0,0,0,0.019023794141455,-0.0201385124874697,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0574926489065559,0,0,0,0,0.204037648951068,0,0,0.209779154070583,0,0.148729990093655,0,0,0,0,0.0209043023954092,0,0,0.0113843274226531,0,0,0.0248925864676747,0.0744488847863136,0.0380554856219269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193011326918621,0,0,0,0,0.00587342022363593,0.024089653526683,0,0,0,0,0,0
X000651.SZ,0,0.0605080944571518,0,0,0.104793386830953,0,0,0,0,0.135451776170262,0,0,0.00298549686746538,0,0,0,0,0.133711796894954,0,0,0,0,0,0,0,0,0,0,0,0.119271882954049,0,0,0,-0.0549173570822553,0,0,0,0,0,0,0,0.0247007852533144,0,0,0,0,0.104239858851818,0,0,0,0.122287030664265,-0.00802480303658318,0.0228472417109478,0,0,0,0,0,0
X000858.SZ,0.29889035936468,0,0,0.20027823945621,0,0,0,0,0,0,0,0.216259048488223,0.0695154841416191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160856583570117,0,0.0111124774382899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453743264755016,0,0,0,0,0,0
X600276.SH,0,0.176105781686382,0,0,0.272654221279063,0,0,0.00711826138677172,0,0,0.119765366270664,0,0,-0.100445219891373,0,0,0,0,0,0,0,0,-0.0713908594440916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314135421905922,0,0,0,0,-0.0298737631062392,-0.0983540233185008,0.15587195036837,0,0,0,0,-0.0411678606250566,0.00867764529928962,-0.00155533798880484,0,0,0,0,0,0
X000725.SZ,0,0,0.0820294552073979,0,0,0,0,0,0,0.0599648666293864,0,0,0,0,0,0,0,0,0.184653595516356,0,0,0,0,0,0,0,0,0,0.33122659935089,0,0.0677053253350823,0,0,0,0,0,0,0,0,0.0631109551244307,0,0,0.0582460092329784,0,0,0.10543214081802,-0.0258732940785304,0,0,0,0,-0.0126540805060795,0.017774312174095,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.246001862804627,0,0,0,0,0,0,0.397820151954758,0,0,0,0,0,0.0471468340282317,0.00631797627502464,-0.146763068130645,0,0,0,0,-0.0237486527485915,0,0,0.11062027415962,0,0,0,0,0,0,0,0,0,-0.0112535307529385,0,0.00459000231792616,0,0,0,0,0,-0.00771615121875858,0,0,0,0,0,-0.0102814120649731,0.0173658149991141,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.305902419624318,0,0,0.149591870888678,0,0,0,0,0,0,0,0,0,0,0,0,0.00539053578067462,0,0.00626114865352514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146185247627826,0,0,0,0,0,0,0,-0.0510011566974182,0.0889620335253189,0,0,0,0,0,0
X600690.SH,0,0,0.0424485065188914,0.166984470880804,0,0,0.0499586240628423,0,0,0,0,0,0.130731622540172,0,0.296642125956468,0,0,0,0,0,0,0,0,0,0.0561937156102244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131643246037288,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.110930854670416,0.205716355900276,0,0,0,0,0.0571155030590284,0.309814913610966,0,0,0,0,0,0,0,0.374203189299016,0,0,-0.207353852529726,0.0448498358118769,0,0,0,0,0,0,0,0,0,0,0,0.112391125489887,0,0,0,0,0,0,0,0,0,-0.199038153916947,0,-0.241550387371355,0.00671957839839806,0,0,0,0,0,0,0
X000568.SZ,0.123038745766279,0,0,0,0.236951574890059,0,0,0,6.93889390390723e-18,0.0573388686836653,0,0,0,0,0,0,0,0,0,0,0,0,0.0711816742822913,0,0.0920127019241986,0,0.0550243530953266,0.0256131048417388,0,0,0,0,0,0,0,0,0,0,0,0.0659621856521573,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0116713805931732,0,0,0,0,0,0
X002236.SZ,0,0,0.339807006105979,0,0,0,0,0,0.0906689896110847,0,0.0224688108905672,0,0,0,0,0,0.19723399551854,0,0,0,-0.135049015101162,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0400593954181728,0,0,0,0,0,0,0,0.175251923139576,0.0288303292567231,0,0.125919178744876,0,0,0,0,0,0,0,0.105913893635623,0,-0.0040076809765475,-0.0165483191239232,0,0,0,0,0,0
X002241.SZ,0,0.018657942063555,0,0,0,0,0,0,0,0,0.304672012909179,0,0,0,0.0938591374611987,0,0.0173496808668253,0,0,0.361696511113707,0,0,0.257711905988262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167793693608289,0,0,0,0,0,0,0,0,0.00516440729768535,-0.0282918239582432,0,0,0,0,0,0
X600741.SH,0,0.470207129774536,0,0,0,0,0,0,0,0,0.113539045738754,0,0,0,0,0,0,-0.0293231916891278,0,0,0,-0.192755369452634,0,0,0.203845054366619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438735695575118,0.0159639001740476,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0617037065117313,0,0,0,0.116031679303874,0,0,0,0,0.0167504265619684,0,0,0,0,0.093398191429628,0.141174128161174,0,0,0,0,0,0,0,0,-0.0204025750941131,0,0.09375796717838,0,0,0,0,0,0,0,0,0,0.101655836300737,0,0,0,0.0236992394969147,0,0,0,0,0,0.0244567363785814,0,-0.00241400734499233,0.0230466059138392,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.251449804033374,0,0,0,0,-0.0525415734561356,0,0,0,0,0,0,0.0400494615272877,0,0,0,0,0,0.303862402812044,0,0,0,0,0,0,0,0,0.0517832739854979,0,0,0,0,0,0,0,0.0374680646780073,0,0,0,0.00339774371499995,-0.0871968301364752,0,0,0,0,0,0
X600031.SH,0,-0.0973166499296412,0,0,0.102108283768839,0,0,0,0.135508579353988,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.147531475311885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153459646143686,0.380924956824997,0,0,0,0,0,0,0,0,0,0,0,-0.0264695121221345,0.0271331048821147,0,0,0,0,0,0
