,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X600809.SH,X002008.SZ,X300003.SZ,X300136.SZ,X002508.SZ,X600487.SH,X600089.SH,X002085.SZ,X600177.SH,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X600372.SH,X000981.SZ,X300115.SZ,X600699.SH,X600566.SH,X002074.SZ,X000559.SZ,X000596.SZ,X600498.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.147371309112717,0,0,0.0870934861286111,0,0,0,0.229040623602514,0,0,0,0,0,0,0,0,0,0,0,0,0.131967221896547,0,0.0603739625760368,0,0,-0.0309640451906454,0,0.0280743322158435,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750683346049265,0,0,-0.0594379179316707,0,0,-0.00283967886319257,-0.00917598594743212,0,0,0,0,0,0
X600104.SH,0,0,0,0.183740978356555,0,0,0,0,0,0,0,0,0.0391268468970306,0.023136203262786,-0.0622730535419597,0,0.338269368739889,0,0,0,0.250399166299833,0,0,0.0589211390822717,0,0,0.298485873992155,-0.0128389583041952,0,0,0,0.125646914771596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536527233933664,0,0.0127367323022495,-0.3712659875766,0,0,0.00726350495932307,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0607387637549184,0.163480781413788,0.110736956297687,0,0,0,0.237972065337133,0,0,0,0,0,0,0,0,0,0,0,0.112603293481135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15016362011063,0,0,0,0,0,0,0,0.0179461994494111,0,0,0,0,0,0,0
X000651.SZ,0,0.0879880541992577,0,0,0.160027447445261,0,0,0,0,0,0.0979441031895878,0,0.0946759827985525,0,0,0,0,0.0480283652658266,0,0,0,0,0,0,-0.0483263826903656,0,0,0,0.0976948364454415,0,-0.0221929089390272,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.074910009471331,0,0,0,0,0,0.0472186316287895,-0.00931051896646126,0,0,0,0,0,0,0
X000858.SZ,0.358504356829571,0,0.136260041839787,0.0881555415942121,0,0,0.0994784640897793,0,0,0,0,0.211793529396165,0,0,0,0,0,0,0,0,0,0,0,0,0.0292853272092777,-1.73472347597681e-18,0,-0.0635760270827797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523258562140441,0.00793123432329254,0,0,0,0,0,0
X600276.SH,0,0.0460868915582741,0,0,0.359915459983567,0,0,0,-0.0372702187318617,0,0,0,0,0,-0.0995175102064044,0,0,0.0314587337884158,-0.042450522259617,0,0,0,0,-0.0567743220380179,0,0,0,0,-0.0366427779935789,0,0,0,0,0,0,0,0,0,-0.028774827767106,0.000805354856498377,0,0,0,0,0,0.145131260874463,0,0,0,0,-0.110226645155858,0.0204897000308045,-0.00216300553378746,0,0,0,0,0,0
X002304.SZ,0,0.0362567691778858,0,0,0.285680927895898,0,0,0,0,0.0156200904681233,0,0.324541279366517,0,0,0,0,0.0323347640014262,0.0477714076377033,0,-0.123522135868352,0.107564346586354,0,0,0,0.0119286178931355,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092776211384318,0,0,0,0,0,0,0,0,0,-0.0148656079365204,0,0,-0.00710803142315566,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0971396397961748,0,0,0,0,0,0.017560103616037,0,0,0,0,0,0,0,0,0,0.296089480205686,0,0,0,0,0,0.0276422929782196,0,0,0,0,0.0827107232626946,0,0.260867325144813,0,0,0,0,0.0390065004727416,0,0,0.196803977437211,0,0,-0.193672926609672,0,0,0,0.0561155565773924,0,0.0122540133177734,0,0,0,-0.00857096161623615,0,0,0,0,0,0
X000063.SZ,0,0,0.086720290144803,0,0,0,0,0,0,0.150154357985756,0,0,0.186013851339101,0,0.140869677088367,0,0.119438757486569,0,0,0,0,0,0,0,0,0.0210725722174748,0,0,0,0.171302583653274,0,0,0,0,0,0,0,0,0,0,0.110968186375978,0,0,0,0,0,0,0,0,0,0,-0.0329409420549749,0.0138038912914961,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0724645750655814,0,0.17322863825606,0,0.0224369317368328,0,0,0,0.268474151825617,0,0.261132236095947,0.272374007947543,0,0,0,0,0.197731426170451,0,0.00631130900137923,0.00858726440809237,-0.138742673180798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667958133791762,0,0,0,0.016784313299423,0.0134433222858338,0,0,0,0,0,0
