,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X002241.SZ,X600271.SH,X000100.SZ,X002292.SZ,X600372.SH,X600066.SH,X002475.SZ,X000157.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X000547.SZ,X002074.SZ,X000568.SZ,X002129.SZ,X600582.SH,X300003.SZ,X600839.SH,X002294.SZ,X300001.SZ,X002276.SZ,X002456.SZ,X000977.SZ,X600498.SH,X600867.SH,X002426.SZ,X002498.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.213123502212931,0,0,0,0,0,0.0141749420806394,0,0,0,0,0,0,0,0,0.050507946564354,0,0.0676200527693308,0,0,0,0,0,0,0,0,0,0,0,0,0.0700529191831956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622488746513731,0.0505191552376734,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.118884351539455,0,0,0.244187385536966,0.0669670772995036,0.289127549177956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847091752654924,0,0,0,0,0,-0.015168478317149,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780365686134417,0,0,0.0655738297575039,0,0,0.173413479574204,0,0,0,0,0,0,0.0528723523618173,0,0.0144239540117095,0,0,0,0,0,0,0,0,0,0,0,0,0.153560037673616,0,0,0,0,0,-0.0130701943164259,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.1991387752941,0,0,0,0,0,0,0,0,0,0,0.230286354195709,0,0,0,0,0,0,0,0,0,0.0287223313261884,0,0,0.0186857505451131,0,0,0.0771006480701801,0,0,0.074695127836295,0,0,0,0.10374313350584,0,0,0,0.0386303005229832,0,0,0,0,-0.00777515774291384,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837053937784988,0,0.119292840521093,0,0,0,0,0,0,0,0,0,0,0,0,0.0128208393321245,0.0960657027949399,0,0.00309597563253655,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0757145462536789,0.0301465508428215,0,0,6.93889390390723e-18,0,-0.0823009396393426,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0478795665872737,0,0,0.222083263919571,0,0,0,0.065950281072645,0,0,0,0,0,-0.0101708967098253,0,0,0,0,0,0,0,0,0,0,-0.0759105116132242,0.095730685160316,0,-0.0325889781173529,0,0,0,0,0,0,0,0,0,0,0.0967435584866623,0,0,0,0,-0.0909891156380887,0.083631702634262,0,0,0,0,0,0
X002304.SZ,0,0.108933341000205,0,0,0,0,0,0,0,0,0,0,0.0924072704278876,0,0,0,0,0,0.0236229631208685,0.0105686682373506,0,0,0,0.216345805421094,0.244301993530709,0,0,0,0,0,0.0284164484431287,0,0,0,0.0492279867201795,0,0,0.0962384475775566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718546592434716,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0223170402853331,0,0,0,0,0,0,0,0,0,0,-0.0307391018257201,0,0.0230940629411843,0,0,0,0,-0.0816934770830953,0,0,0,0,0,0,0.000724436025350068,0,0.0558254209476568,0.0418322533476605,0,0,0,0,0,0,0,0,0,-0.00490704182307482,0,0,0,0,0,0.0144011959814035,0.0133876478914144,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.10644001948855,0,0,0.0142815912714199,0,0,0,0,0,0,0,0.043876612544449,0,0,0.132325779553207,0,0,0,0.155686007669194,0,0,0.0194627373950366,0,0,0,0,0,0,0,0,0,0,0.0398601033572126,0.136551085024331,0.0680239505791146,0,0,0,0,-0.0268073804789626,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0271652972136716,0,0,0,0,0,0.0417134660874032,0.0177111922630891,0.0116970947232287,0,0,0.252016120420395,0,0,0,0,0,0,0.0683768594253842,0.109521795569512,0,0,0.0262929043947419,0,0,0,0,0.0215661734512458,0,0,0,0,0,0,0,0,-0.035618096208895,0,0,0,0,0,0,0
