,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X000725.SZ,X003816.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X000063.SZ,X300014.SZ,X002049.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600741.SH,X600460.SH,X600522.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600702.SH,X000733.SZ,X000799.SZ,X600884.SH,X002074.SZ,X600584.SH,X002432.SZ,X000800.SZ,X600183.SH,X000977.SZ,X002414.SZ,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0345793262527538,0,0.162652355416687,-3.46944695195361e-18,0.0885418654450042,0.114483574972446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180757720521665,0,0,0,0,0,0,0,0,0,-0.0298637585105777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602745461180815,0,0,0.136567789493929,0,0,-0.0368591207623211,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.199916430863446,0,0.156962280686433,0,0,0,0,0,0,0,0,0,0,0.108989281457342,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0269512680069457,0,0,0,0,0.0894751842047325,0.0861435062846961,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0084263035555501,0,0,0,0,0,0
X002415.SZ,0,0,0,0.107348497731051,0,0,0,0.0408148450362465,0,-0.0235807545711288,0,0,0,0,0,0,0,0,0.0407902058986099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482802721458255,0,0.144023517519752,0,0,0,0.051077710485429,0,0.00817806219545852,0,0,0.201810380314668,0,0,0,0.157746751860165,0,0.0105224894396286,0,0,0,0.0357556049964105,0,0
X600809.SH,0,0.0667699452568619,0,0,0.701365296346542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231241344980909,0,0,0,-0.00854908925297138,0,0.109556019004931,0,-0.0186150038362318,0,0,0,0,0,0.0681260633650175,0,0,0,0.122750585474426,0,0,0,0,0,-0.022295758397458,0,0,0,0,0,0,0.0360736287315455,0.0131131614126757,0,0,0,0,0,0,0
X000568.SZ,0.0738751971614856,0.230930378929277,0,0.0679525484531096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204397182669744,0,0,0.224133121762339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107586317305418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182656650517856,0.0379483898435305,0,0,0,0,0,0
X600690.SH,0,0.357647994357204,0,0,0,0,0,0,0,0.112329243172292,0,0,0,0.0221159811578445,0.0356292419917914,0,0,0,0.0606202042271071,0,0,0,0.0926384872827984,0,0,0,0,0,0,0,0,0.168965417615961,0,0,0,0.00165981713464278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269516997859394,0,0,0,0,0,0,0
X002304.SZ,0.217285454644655,0,0,0.0886981882923005,0.00853135424045467,0,0,0,0,0,0,0,0.110102376887945,0.120264946546302,0,-0.125349504837543,0.112509218289249,0,0,0,0.213034882613939,0,0,0,0,0,0,0,0,0,0.0135150343506711,0.0576341198083398,0,0,0,0,0,0.16170250536169,0,0.0769340767444808,0,0,0,0,0,0,0,0.0274187954548018,0,0,0,-0.0180360068588128,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31591023964568,0,0,0,0,0.0731426098394259,0.418685204593885,0,0,0,0,0,-0.104235155592268,0,0,0,0,0,0.0181881172235566,-0.0345723969485252,0,0,0,0,0,0,-0.0743317366442683,0,0.00160207527720467,0,0,0.0876610190414213,0,1.73472347597681e-18,0,0,-0.0584177170582046,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.146507829417463,0,0,0,0,0,0.097037201149494,0.0633068737790931,0.180072693310648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02658071678966,0,0,0,0,0,0,0,0,0.00983867225925166,0,0,0,0.121824974908944,0,0.0623679262767766,0,0,0,0,0,-0.032884578431733,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0414233489159631,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.2132901770894,0,0.080532593650361,0,0,0,0.130887431684256,0,0,0,0,0,0,0,0,0,0.150935549803583,0,0.108736357509845,0.104586530603571,0.194730514485368,0,0,0,0.0275028946406618,0,0,0,0.0066340903898149,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.057465359793465,0,0.0114748959121025,0,0,0,0,0,0,0,0.0240753967334853,0,0,0,0.107927669839318,0,0,0,0,0,0,0,0,0.061233607103607,0,0,0,0,0,0,0.0463197151203207,0,0.0986824808181796,0,0.0222044016950946,0,0,0.0665287587544379,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333930222500354,0,0,0,0,0,0,0.176501980390347,0,0,0,0.20385586900376,0,0,0.128659627794784,0.00536346216165333,0,0,0,0,0,0,0,0,0,0,0,0,0.00199113258991585,0.181998284242677,0,0,0,0,0.00554266972200194,0.0221254376517305,0,0,0,0,0,0,0,0
