,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600703.SH,X002292.SZ,X600690.SH,X600118.SH,X600271.SH,X002241.SZ,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X002475.SZ,X000157.SZ,X000338.SZ,X600089.SH,X300124.SZ,X002465.SZ,X002049.SZ,X000568.SZ,X600177.SH,X002129.SZ,X601877.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X600582.SH,X000869.SZ,X600867.SH,X002456.SZ,X002426.SZ,X002085.SZ,X300001.SZ,X000547.SZ,X600498.SH,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114767655360457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743323108966046,0.10712020508015,0,0,0,0,0.0304147605327248,0,0,0,0,0,0.0220390935965927,0,0,0,-0.00455903898764849,0.0405767017633353,0,-0.0402934846841999,0.0403247597145714,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.158077890375802,0.0357839249180808,0,0,0,0,0.0412675540642863,0,0,0.0933437917664305,0,0,0,0,0,0,0,0.135755379846583,0,0,0,0,-3.46944695195361e-18,0.0674408297721504,0,0,0,0,0.00470107189984147,0,0,0,0,0,0,0,0,0,-0.117664070158236,0,0,-0.0179963903000504,0.00475137755096027,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0298154019078614,0,0.0827177245368456,0,0,0,0,0,0,0,0,0.135979261291934,0,0,0,0.238975342730021,0.0964029298801075,0,0.0436715320326503,0,0,0,0,0,0,0,0.0501619206086293,0.0633768391960497,0,0,0.0064919682093532,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00790911387492757,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.257339732473741,0,0,0.0507004465144519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142906707130608,0,0,0,0,0.103605787928002,0.0367614258123878,0,0,0,0,0,0,0,0,0,0,0,0.00700471381084276,-0.00499456439372831,0,0,0,0,0.0162670285868386,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0311679191189253,0,0.00400981265340927,0,0,0,0,0,0,0,0,0.014675670005988,0,0,0,0,0.0119799998554905,0,0.0441401944578595,0,0.210164751893739,0.0845741450480046,0,0,0,0,0,0,0,0,0.0391911787666245,0,0,0,0.0444916316108785,0,0,0.0196493351635623,0,-0.00108134866782923,-0.0017804110695952,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0786755082432295,0,0,0,0,0,0,0,0.0225227956075982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125373294257603,0,0.0986722015811705,0,0,0,0,0,0,0,0,0,0,0,0,0.0778063998193455,0,0,-0.00479167856887006,0,-0.024079324668501,0.0232460771588661,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.033633520376178,0,0,0,0,0,0,0,0.0488432361089459,0,0,0,0,0,0,0,0,0,-0.071438224990458,0,0,0,0,0,0,0.0461784448554156,0.0980291393195742,0,0,0,0.0107518101060193,0,0,0,0.0608689879004637,0,0,0.104677775375152,0,-0.0170839237655965,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0316273301796173,0,0,0,0,0,0,0,0,0,0,0,0,0.106519980536257,0.102601531233945,0,0,0,0,0,0,0,0,0,0,-0.171502491930744,-0.0418168343954518,0,0,0,0,0,0,-0.0845334068335634,0,0.0125731909285841,0.0542236184914151,0,0,0,0.00273826963477288,-0.0325085208830964,0.16501148338603,0,0,0,0,-0.0217624239396088,0.0219121181012999,0,-0.0955954415485099,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0114848840357975,0,0,0.0599077185913018,0.207840367160347,0,0,0.0350010433252576,0.101968886421932,0.131911188088003,0,0,0,0,0,0.0137651576068135,0,0,0,0,0,0,0.0147527418843619,0.024104362751777,0.088363969061169,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.123161897628319,0,0,0,0,0,0,0,0,0,0.00145600594858338,0,1.38777878078145e-17,0,0,0.153669854582459,0,0,0.332921354751379,0,0,0,0,0,0,0,0,0,0,0,0.1629975396516,0.0326017291722368,0,0,0,0,0,0,0,0,0,0,0,0.0264303590677743,0.0669318408451936,0,0,0,0,0,-0.038326656947064,0,0,0,0,0,0
