,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X000568.SZ,X002475.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X600498.SH,X600487.SH,X002008.SZ,X000661.SZ,X600809.SH,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X000596.SZ,X600089.SH,X600867.SH,X600177.SH,X002180.SZ,X600566.SH,X002506.SZ,X600522.SH,X600372.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X002294.SZ,X600699.SH,X000977.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.301727854189259,0.0597454634121354,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433581753098375,0,0,0,0,0.0140700190167938,0,0,0,0,0,0,0,0,0.48627037606933,0,0,0,-0.00397243533654055,0,0,0,0,0,0.00964363406363949,0,0,0,0,0,0,0,-0.0080706070541515,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0597455374616503,0,0.186171770826567,0,0.0399033816997047,0,0,0,0,0,0,0,0,0,0,0,0.058746038466135,0,0.0911712139187308,0.0470670870428403,0,-3.46944695195361e-18,-0.0536722069410438,0.0268358866482839,0,0,0,0,0,0,0,-0.123431563111076,0,0,0.207720367409306,0,0,0,-0.0920383809878122,0,0,0,0,0,0.111253537387513,0,0,0.00338545916210709,-0.0653546269440638,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603819185315747,0,0.675185407853896,0,0,0,0,0.041308614333384,-8.67361737988404e-19,0,-8.67361737988404e-19,-0.00261276690158611,0,0,0,0,0,0,0,-0.0430005167347371,0,0,0,-0.0266860968998531,0.0973482844271285,0,0,0,0,0,0,0,-0.176436600287767,-0.00258430362360793,-0.012074820252157,0,0,0,0,0,0
X000651.SZ,0.0690349778797761,0,0,0,0,0,0.289923585970747,0,0.176367704048895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283844659692767,0,0,0.0025001974416643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568476129265346,0,0
X600276.SH,0,0,0.180325397640397,0,0,0,0,0.0471809226146678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421016748956708,0,0,0,0.0337977591314494,0.0238624113299316,0,0.00728752136811606,0,0,0,0,0,0.0134998639111282,0.0487116501171131,0,0,0,0,0,0,0,0,0,0.0673524094961414,0,0,0,0,0,0.0257609508031248,0,0,0,-0.060587618568147,0,0
X000858.SZ,0.305687877479673,0,0,0,0,0,0.319216599711994,0,0.00797006479004256,0,0,0,0,0.0430220886954429,0,0,0,0,-0.000979506061668492,0,0,0,0,0,0,0,-0.0396937086603548,0.127001065498022,0,0,0,0,0.130966182808543,0,0,-0.0711263335725135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119494034203221,0,0,0,-0.000773119814099362,0,0
X002304.SZ,0.0752581816571082,0,0,0,0,0,0,0,0,-0.053547149863223,0,0,0,0.447186872638115,0,0,0,0,0,0,0,0,0.172498933640773,0,0,0,0,0.122086319623987,0,-0.126812107113058,0,0,0,0.302697155440027,0,0,0,0,0,0,0,0,0,0.0158067372785246,0,0,0,0,-0.0696867770823783,0,0,-0.0101050213948086,0.038155068608852,0,0,0,0.00848028144974194,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.113020564644247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076742461095385,0,0.00995680089904569,0,0,0,0.043235671846056,0,0,0,0,0,0,0,0,0,0,0,0.186848173159712,0,0,0.158086747117747,0.265866505241214,0,0,0,0,-0.00676764800102936,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.242126843828908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391336005481265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996971563476965,0.523139035319619,0,0,-0.0293534118211347,-0.00491127706409923,0,0,0,-0.0654990460440839,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145299755732289,0,0,0,0,0,0.306400224760044,0.0536034759718772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335445803274424,0.122110515879001,0,0,0,0,0,0,0,0,0,0.0136345806614982,-0.0227710498921483,0,0,0,0.0750509479210349,0,0
