,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600031.SH,X600271.SH,X002475.SZ,X600118.SH,X002292.SZ,X000157.SZ,X600177.SH,X002456.SZ,X000338.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X002085.SZ,X601877.SH,X002506.SZ,X600498.SH,X300124.SZ,X002426.SZ,X002508.SZ,X002294.SZ,X002074.SZ,X600522.SH,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600487.SH,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0530804927971378,0.177373543857878,-0.0307486095991719,0,0,0.163107478578495,0,0.0109908181756956,0.173132931392154,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.018806856699962,0,0,0,0.0791735107888681,0,0,0,0,0,0,0,0,0,-0.0283115161563312,0,0,0.0698440002205401,0,0,0.0961524234035054,0,0,0,0,0,0.119983677531587,0,0,0,0,0,0,0
X600104.SH,0,0,0.0212920030182399,0,0,0,0,0,0.356513981227435,0,0,0,0,0,0.032308455472507,0,0,0,0,0,0,0,0,0,0.256220704763304,-0.11445022321824,0,0.0459229304996733,0,0,0,0,0,0,0,0,0.091434367896654,0,0,0,0,0,0,0,0.00174299031945343,0,0,-0.0639319397194121,0.0482375999598016,0,4.33680868994202e-19,-0.0370251078896342,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0638711806889855,0,0,0,0,0,0,0,0,0,0,0.0191658421908628,0,0,0,0.199151466381593,0,0,0,0.0529617665348175,0,0,0,0,0,0.0389277256788819,0,0.0489003840989881,0,0,0,0.254464089160389,0,0,0,0,0,0.0285134124340139,0,0.136629334847708,0,8.67361737988404e-19,-0.0819536454852275,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131095028020062,0,0,0,0,0,0,0,0,0.021875294166594,0,0,0,0,0,0.109589437072536,0,0,-0.0475122448961197,0,0,0,0.0493336812893116,0.0994692165467061,0,-0.0191887809785606,0,-0.022830584823689,0.00231601228366243,0,0,-0.10385730234976,0.132846354085459,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.138156865344646,0,0,0,0,-0.0326612036421588,0.025731914804128,0.624595205355953,0,0,0,0,0,0,0,0,0,0,0,0.0687999479399553,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0436072495226979,0,0,0,0,0,0,0.117807610803822,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.165262620769425,0,0.0977129264741629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637876456087452,0,0,-0.0307714797851649,0,0,0,0.152902950423745,0,0.0354012017212364,0,0,0,0,3.46944695195361e-18,0,0,-0.0161521857413545,-0.137205884786115,0.0356634508176251,-0.0134819989000085,0,0,-0.0638590917687269,-0.0381600074733768,0,0,0,0,0,0
X002304.SZ,0.0569702192942706,0,0,-0.00840620676886816,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0276296122249006,0.00966241719082146,0.280441807677789,0,0,0,0,0,0,0,0,0,0,0.084802969669324,0,0,0.140648682453732,0,0,0.00708702429315749,0,0,-0.0650554955238374,0,-0.0181917462501954,0,0,0,0.10481287996661,0,0,0,0,0,0.0103508348974289,0,0.0167199782669203,0.0699724223815554,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.176720703394432,0,0,0,0.0454641617205655,0,0.126135897302922,0,0,0,0,0,0,0,0.0344932667365859,0,-0.0160103394458134,0,0.0926156276410599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674340328534557,0,0,-0.0863157156835528,0,0,0,0,0,0,0
X000625.SZ,0,0.0975380702615064,0,0,0.0305601284265381,0,0,0,0,0,0,0.13896416765305,0,0.0153185544824581,0,0.0874571696934104,0.00363702749589097,0,0,0,0,0,0,0,0,-0.0275742714559873,0,0,0,0,0.0969715078705966,0,0,0,-0.00239619908949163,0,0,0,0.0304145774581322,0,0,0,0.0431833973694178,0,0,0,0,0.0376478700898925,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600690.SH,0,0.128952201581985,0.108498580600478,0,0.0832516068307034,0,0,0,0.133991896451404,0,0,0,0,0.178053683677267,0.0890540384883591,0,0,0,0,0,0,0,0,0,0.00271262009105117,0,0,0,0.162832880146276,0,0,0,0,0,0,0,0.0246495485255861,0,0,0,0,0,0,0.0763782966253169,0,0,0,0.00215403861599672,0,0,0,0.0244689447414584,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.127055603960738,0,0,0,0,0,0,0,0.0207035998065217,0,0,0,0,0,0,0,0,0,0,0.0875007897066604,0.0762542701923175,0,0,0.0403856068599255,0,0,0,0.058102047261863,0.0130759248351808,0,0.14119330979862,0,0.068056117850118,0.023691147776178,0,0,0.0193571311460497,0,0,0.069756206082499,0,0,0,0,0,0.0420247971148212,0,0,0,0,0,0
X600741.SH,0,0.265500279142411,0.0182274244719632,0,0.0790517022424704,0,0,0,0.161150504454765,0,0,0,0,0.109899813964849,0,0,0,0,0,0,0,0,0,0,0.135323997604351,0,-0.0796281368259397,0.0590404097091716,0,0,0,0,0,0,0,0,0.0375169096438556,0,0,0,0,0,0,0,0.0479688973404555,0,0,-0.0316737910554302,0.01376961759732,0,0,0.0619767755051918,0,0,0,0,0,0
X600703.SH,0,0,0,0.0851610224204471,0,0,0,0,0,0,0,0,0,0,0,0,0.0426476164100938,0,0.445139940606225,0,0,0,0,0,0,0,0,0.035715053830903,0,0,0,0,0,-0.117250510954341,0.0072004426940838,0.0160449010001644,0,0,-0.168052253821188,0.0666775972296979,0,0,0,0,0.00673492644363062,0,0,-0.0194675320353756,-0.0991348668745706,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.142927406853817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15582238103999,0,0,0.121169308273892,0,0,0,0,0,0,0,0,0.0598658433480824,-0.0231277629617249,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.365443232176827,0,0,0,0,0,0,0,0,0,0,0,0,0.0411734133723502,0,0,0,0.30555697114904,0,0,0,0,0,0.0269356779616598,0.253988432976916,0.139759106356094,0,0,0,0,0,0,0.120259964721178,0.128027659225233,-0.288142338970172,0,0,0,-0.0583566938826089,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0395708558394073,0,0,0,0,0.0145105124138455,0,0,0,0,0,0,0,0,0,0,0,0,0.0572327013480191,0,0,0.0980676358224696,0,0.0125221294343122,0.0533714231480871,0.125769436301545,0,0,0,0,0,0,0,0,0,0,0,0,0.09245222197081,0,0,0.0661750720682278,0,0,0.0134253378782375,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.118089848525975,0,0.345863276702605,0,0.109988835659879,0,0,0,0,0,0,0,0.0228645594690961,0,0,0,0,0,0,0,0,0,0,0,0,0.0307730069256529,0,0,0,0,0.0738158706109628,0,-0.0478388805559052,-0.00480821972947396,0,0,0.00247273031404726,0.0716568214408741,0,0,0,0,0,-0.118497964276618,0,0,0.00557268026598123,0,0,0,0.0325481960357457,0,0,0,0,0
X000100.SZ,0,0,0,0,0.111306422797,0,0,0,0,0,0,0,0,0,0,0,0.00729239674414379,0,0,0,0,0,0,0,0,-0.00559170855879839,0,0.0343290681137294,-0.0084736363550469,0,0,0,0,0,0.0440996505828352,0,0,0,0,0,0,0,-0.0521936976907535,0,0.00473538719817403,0.0945387287983754,0,0,0.0115336229683849,0,0.0170429212193642,0.0966696642819353,0.0321835566116207,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.159938693012322,0,0,0.0450985204156386,0,0.0905000272266859,0,0,0,0,0,0.0847287281862933,0.0873217631327044,0,0.109339521982515,0,2.16840434497101e-19,0,0.00416909460593835,0,0,0,0,0,0,0.0656690781087301,0,0.057103343797142,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00040836523788404,0,-0.00159174936454172,0,-0.0354120214638009,-0.0412621660278977,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244602284044556,0,0,0,0,0,0,-0.0558782020484902,0.105043115084552,0.172293546682347,0,0,-0.0223465980612639,0,0,0,0,0,-0.0139779676758893,-0.19565198403689,0,0,0,0,0.00666093243308086,-0.0175209996993867,0,-0.0282977238016021,0,0.00836520408334664,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.0956132261606414,-0.540842985815103,0,0,0,0.439738325083597,0,0,0,0,0.140062674163762,0,0,-1.29529231256696,0,0,0,0,0,0,0,0.196944744526967,0,0,0,0,0,0,0,0.218213994340168,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0747418301515289,0,0,0,0,0.0968654707997083,0,0,0,0,0,0,0
X600118.SH,0,0,0,-0.00339007440415389,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441398774290537,0,0,0.0823137002443674,0,0,0,0,0,-1.38777878078145e-17,0,-0.00550622811100654,0,0,0.359044835458613,0,0,0,0.0449663629839432,0.14490449232527,0.0291629960178817,0,0,0,0,0,0,0,0.181254090818376,0,0,0,-0.00296673448026348,0,0,0,0,0,0,0,0,0
