,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000559.SZ,X000157.SZ,X600066.SH,X000338.SZ,X002241.SZ,X002236.SZ,X002292.SZ,X600089.SH,X002475.SZ,X600741.SH,X002129.SZ,X600839.SH,X000547.SZ,X601877.SH,X600177.SH,X300124.SZ,X002465.SZ,X600435.SH,X000568.SZ,X000016.SZ,X300003.SZ,X600582.SH,X002294.SZ,X002456.SZ,X000800.SZ,X000977.SZ,X600252.SH,X300032.SZ,X002074.SZ,X002008.SZ,X002179.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.220434436957175,0,0,0,0,0,0,0.0898917339687838,0.0398773128299293,0,0,0,0,0,0,0,0,0,0,0,0.159632101540174,0,0,0.0112064584410392,0.0409256263819096,0,0,0,0,0,0,0,0,0,0.00927590829296817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642496137704817,0,0,0.017052771420642,0,0,0,0,0,0
X600104.SH,0.384381172942666,0,0,0,0,0.08859147858046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165573222446162,0,0.0619905623713166,0,0,0,0.0332207974215449,0,0,0,-0.00358996622727861,0,0,0,0,0,0,0,0.0910536699382239,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0894168804343344,0.0175477025871156,0.0240781686507386,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.130916746677823,0,0,0,0,0,0.0681685303724352,0.0579967953208148,0,0,0.00918926180225538,0,0,0.0779397766587148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407406719513515,0,0,0,0,0,0,0,0,0,0,0,0.0592917487628648,0,0,0,-0.0140016603495752,0.000257901885445417,0,0,0,0,0,0
X000725.SZ,0,0,0.0065017163960384,0,0,0,0,0,0,0,0,0.0561035838396526,0.194157738553029,0.236374292853858,0,0,3.46944695195361e-18,0.0317305255529215,0,0,0.0179819183427466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.136594884339381,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0314296919849006,0,0,0,0.0827201528382532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192683570826035,0,0,0,0,0,0,0,0,0,0.222508735921326,0,0.0705077181384345,0,0,0,0,0,0,0,0,0.0442967529238578,0,0.0959632001960259,0.180358371331584,0,0,0,0,0,-0.0346134527039578,0,0,0,0,0,0,0
X002304.SZ,0,0.186861731073367,0,0,0,0,0.411923217294673,0,0,0,0,0,0.0358843037667676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963078268546248,0,0,0,0,0.00437601908674121,0,0,3.46944695195361e-18,0,0,0,0.00163881841296656,0,0,0,0,0,0,0,0,0,0,0,0.000842975683854774,0.0305705236393984,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.249724251341992,0,0,0,0,0,0,0,0.0824345234318747,0,0,0,0,0,0.0179257151665514,0.17306243594422,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.383806974204937,0,0,-0.0553874459759324,0,0,0,0,0,0,0.00471210614700972,0,0,0,0,0,0.015746199706028,-0.0116059596924465,0,0,0,0,0,0
X600276.SH,0,0,0.243170083259294,0,0,0,0,0,0,0.0685318550257334,0,0.0812791578301681,0,0,0,0,0.0675853192379646,0,0,0.0900761767354595,0,0.0696011852736088,0,0,0.0233740176917023,0,0.0614529441689116,0,0,0,0,0.147055205404365,0,0,0,0.00670021352585566,0,0,0,0.034629987284546,0,0,0,0.124355819184811,0,0,0,0,0,0,0,0,0.0108964199895446,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.213780583046988,0,0,0,0.003267221581192,0,0,0,0,0,0.0620378032099381,0,0,0.260751995081832,0,0.130878293283961,0,0,0,0,0,0.0199507224366858,0,0,0,0,0.0171120310138161,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045612989901325,-0.0267686141288893,0,0,0,0,0,0
X000625.SZ,0,0.0227539049783777,0.0683048383074402,0,0,0,0.0446641142100501,0.0658064780140114,0,0,0,0,0,0,0.0780312258896802,0,0,0.0152257680803055,0.0241673477583687,0,0,0,0,0,0.0706049237239334,0,0.181563049211608,0,0,0,0,0,0,0,0,0.0732266222092382,0,0,0,0,0,0.0783014948919088,0,0,0,0,0.00691284089070888,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.00597502533760712,0,0,0,0.0402107706609907,0,0,0,0,0.0892096580206293,0,0,0,0.0723463261807349,0,0.0833693058076899,0,0,0,0,0,0,0,0,0,0,0,0.183256655522408,0,0,0.0955011539800962,0,0,0,0,0,0.0827062184828583,0,0,0,0,0,0.0153254201177695,0,0,0,0.0266689549139122,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393832333411774,0,0,0,0,0,0,0,0,0,0.0346973653501798,0,0.0978646251144323,0,0,0,0,0,0.380160857035044,0,0,0,0,0,0.0149298738035747,0,0,0,0,0,0,0,0,0,0,0.00486363148596755,0.0210673838901241,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.209307132876148,0,0,0,0,0,0,0.0591903651579617,0,0,0,0,0,0,0.0248059188527361,0,0,-6.93889390390723e-18,0,0,0,0.106501087892047,0,0,0,0,0,0,0,0.208150507578064,0,0,0.162384507634269,0,0,0,0,0,0,0,-0.0236422780950658,-0.0342117389616213,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.00801866857505853,0,0,0.246444521988136,0,0,0,0,0,0.214728263504696,0.0750873236428492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286514995512245,0,0,0,0.0365977749360469,0,0,0,0,0.009583601874331,0,0,0,0,-0.0042444843814648,-0.000133034126835029,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213475482612544,0,0,0,0,0.165437523842665,0,0,0,0,0,0,0,0.187024133044334,0,0,0,0,0,0.00130473364478978,0,0,0,0,0,0,0.204533995415813,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403061819577502,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.0415491849482392,0,0,0,0.212522191435878,-4.33680868994202e-19,0,0,0,0,0.217882629746678,0,0,0,0,0,0,0.0667017517767722,0,0,0,0,0,0,0,0.00171784170631653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711210289122894,0,0,-6.7762635780344e-21,-0.0194081890769768,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.237295839930375,0,0,0,0,0,0.248753637054847,0,0,0,0,0,0,0,0,0,0,0.0207281702081303,0.0217196792288563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292347491408454,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585231039861824,0,0,0.330926170227935,0,0,0,0,0,0,0,0,0,0,0.0376910024233938,0.193446284045839,0.117040148590374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605335637791225,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0.197096780008427,0,0,0,0,0,0,0.234095040666319,0.0101817478932578,0,0,0,0,0,0,0,0,0,-0.0206170449280655,0,0.0228642831297346,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0067819451431352,0,0,0,0.323826600614256,0,0,0,0,0,0,0,0,0,-0.0142593526914333,0.0233632671107462,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.053404899700924,0,0.17878178104312,0,0,0,0,0,0.339439304636067,0,0,0,0,0,0,0,0,0,0.0102110279321097,0,0.0382379943087379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116698444113539,0,0,-0.0099971972086249,0,0,0,0.0411724921062062,-0.0253241524083564,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0108211126632962,0,0,0.198340515538631,0,0,0,0,0.0486611533456805,0.0143525076204397,0.110308020090387,0,0,0,0.0589448243881067,0.114035682682996,0,0,0,0,0,0,0,0,0,0.12058977246171,0,0,0,0,0,0,0,0,0,0,0,0,0.153499793708433,0,0,0,0.00589297893146478,0,0,0,0,0,0,0.0153190874698407,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0856896062972397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0.0224071367895667,0,0,0.0391775179451922,0,0,0,0,0.170829353567965,0,0,0,0,3.46944695195361e-18,0.0313623064366711,0,0,0,0,0.206487770811293,0.0288595429736132,0,0,5.42101086242752e-20,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0705753742761652,0,0,0,0,0,0,0,0,0,0.00385163593204589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291737880228024,0.0264486099917413,0,0,0.0335079352422225,0,0.173816834636468,0,0,0,0,0.103913550153008,0,0,0,0.000112238606179087,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.344181535527459,0,0,-8.67361737988404e-19,0,0,0,0,0.17774637000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160840200433389,0.00291819740022178,0,0,0,-0.00401682453313164,2.71050543121376e-20,0,0,0,0,0,0
X002475.SZ,0,0,0.177603634168084,0,0,0,0,0,0,0,0,0,0,0,0.107641444691975,0,0,0.124403187336781,0,0.0722746983303933,0,0,0,0,0,0,0,0,0,0,0,0,0.118330372306332,0,0,0,0,0,0,0.118788114198342,0,0.081088573184682,0,0,0,0,0,-0.0513333404493387,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.194688115753112,0,0,0,0,0,0,0.0368761115452839,0,0,0,0.255240714303149,0,0,0,0,0,0,0.0516003897511762,0,0,0,0,0,0.0477801722784829,0,0,0,0,0,0,0,0,0,0.242599486471384,0,0,0,0,0,0,0,0,0,-0.00404858880327129,-0.000932090650042694,0,0,0,0,0,0
X002129.SZ,0,0,-0.235208809543156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228229053161512,0,0,0,0,0,0,0.0291373658372377,0,0,0,0,0.145325651169825,0,0,0.246396210060537,0.0850361606192993,0,0,0,0,0,0,0,0.0604495912078811,0,0,0,0,0,0.0358609368713723,0,0,0,-0.00262930949911302,-0.0068701268237208,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0.130602556232689,0,0,0.0729228440856933,0,0,0,0,0,0,0,0,0,0,0,0.0992539588472312,0,0,0.29424892873263,0,0,0,0,0,0,0,0.105771655740821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947895817864529,-0.0852757249566795,0,0,0,0,0,0
X000547.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259380591788947,0.0843747887637373,0,0,0,0,0,0,0,0,0,0,0.0968632134854525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370030834400589,0,0,0,0,0.0492359767274136,0,0,0,-0.0268759361973805,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.00265890282548214,0,0,0,0.00617136363734562,0,0,0,0,0,0,0,0.00723699031883455,0.00393513950346347,0,0,0,0,0,0,0,0,0,0,-0.00419836118068982,0,0,0,-0.000642430203930909,0,0,0,0,0,0,0,0,0,0,0,0.00321613554007974,0,-0.0257250097977719,0,0,0,0,0,0.0195832387989636,-0.0195426241310638,0,0,0,0.102159814058164,0,0
X600177.SH,0,0,0,0,0.0623276319642951,0,0,0.112282050516685,0,0,0,0,0,0,0.0623320404663994,0.0376660972665682,0,0.00125303804965003,0,0,0,0,0,0,0.0816192874583233,0,0,0,0,0,0,0,0,0,0,0.0338226334023153,0,0.0582503615346949,0,0,0,0.251046855171157,0,0,0,0,0,0,0,0,0,0,-0.00292772325286722,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.18920674191917,0,0,0,0,0,0.150147480568363,0,0,0,0,0,0,0,0.0249156151308914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11801684137649,0,0,0,0,0,0,0.0417851829369014,0.013135412423843,0,0,-0.0361717753389917,0.0213556526780639,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0.020914300593565,0,0,0,0.0242808191943513,0,0,0.123584574447016,0,0,0,0,0,0,0,0,0,0.0657729890687638,0,0,0,0,0,0,0.0367369291780954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122168713204982,0.0235013350216148,0,0.305558953312488,0,0,0,0,-0.000659721659329129,0,0,0,0,0,0
X600435.SH,0,0,0,0,0,0,0,0,0.060170386220203,0,0,0.458583395753702,0,0,0,0,0.128706971653285,0,0,0,0,0,0,0,0,0,0,0,0,0.132835221938162,0,0,0,0.0187104362797053,0,0,-0.0698681248396815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156416492517496,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.430993653817984,0,0,0,0,0,-0.0725413526266333,0,0,0,0,0.155662338330913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136928074593694,0,0,0,0,0,0,0,-0.00576247154126918,0,0,0,0,-0.0158218888036846,0,0,0,0,0,-8.67361737988404e-19,-0.0696876653699905,0.0739760694705779,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445136594125236,0.0240709576608441,0,0,0,0,0,0.0920968292526696,0,0,0,0,0,0,0,-0.129785077305225,0,0,-0.129232493683301,-0.0675681820286432,0.0820216666293958,0,0,0,0,0,0.0213873283688991,-0.0202879210655192,0,0,0,0.0770268702162994,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293638823469992,0,0,0,0.0290098190582124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095428149789631,0,0,0.0917748740648918,0,0,0,0,-0.00101281805863479,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522603974723224,0,0,0,0,0,0,0,0,0.216183070972797,0,0.0774547834880191,0.0244721694881072,0.192072512267455,0,0,0,0,0,0,0,0,0,0,-0.000212402209664488,0.0379480327039981,0.192732775663472,0,0,0.0476063522126062,0,0,0,0,0,0.0260803406989693,-0.0204114007212538,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0.283123048177932,0,0,0,0.0588749500310958,0.0698998319191602,0,0,0,0,0,0,0,0,0,0,0.0466965820006597,0,0.0124346631558936,0,0,0,0,0,0,0,0,0,0.0345037212456541,0,0,0,0.16857820801592,0,0.0483462284263407,0,0,0,0,0,0,0,-0.00730909426685274,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344792878624793,-0.133172661111856,0,0,0,0,0.01334928960882,0,0,0,0,0,0,0,-0.0042280823881834,0,0,0.54381363151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521635763299923,0,0,0,0,0,0
X000800.SZ,0,0,0.0958406339005377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124523955220967,0.101942392458227,0.0935236384310943,0,0,0,0,0,0,0.096758142653637,0.046204649119303,0,0,0,0,0,2.71050543121376e-20,0,0,0.161921490624966,0,0,0,0,0,0,0,0,0,0.140675569610427,0,0,-0.0289343409338315,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102309797806717,0,0,0,0,0.186589492064934,0.159050722292564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12128084711314,0,0,0,0,0,0,0,0,0,0,0.00480978060959849,0,0,0,0.0970574574542946,0,0,-0.00555455826314606,0,0,0,0,0,0,0
X600252.SH,0,0,0,0,0,0,0,0,0.0626276399824252,0,0,0.078417288687599,0.00295047160973398,0,0,0,0,0,0,0,0,0,0.315633438550122,0,0,0,0,0.10631293854446,0.225013374691671,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0316986590031252,0,0,0,0.0108425778712466,0,0,0,0,0,0,0,0,0,0.0111080992852175,0.0128183825964031,0,0,0,0,0,0
X300032.SZ,0,0,0,0,0.145294987036319,0,0,0,0,0,0,0,0,0,-0.0090592659370313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302839234224384,0,0,0,0,0,0,0,0,0,0,0,0,0.142824806293559,0,0,0.0644894953510719,0,0,-0.0275073583417339,0,0,0,-0.00825704002633908,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0.0210969081957365,0,0,0,0,0,0,0.0635496035819275,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.403383590819791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225621272945783,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0.00109920693104697,0,0,0,0.0967253035536483,0,0,0.0586946011813763,0,0.177729064156959,0.219159617902666,0,0,0,0,0.0120661197374708,0,0.0962582210073459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341046203355109,0,0.0737488156662975,0,0,0,0,0,0,0,0,0,0,0.0216727787997443,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0.340649926039946,0,0,0,0,0.564913516263215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038242056447845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504640063229447,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202911578858194,0,0.277212934342851,0,0,0,0,0,0,0,0,0,0,0,0.0445908482061391,0,0,0.0486113953649896,0,0,0,0,0,0.0826542602457051,0,0,0,0.13965250499331,0,0,0,0,0.052178787161246,0,0,0,-0.0404764787070362,0,0,0,0,0,0,0
