,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X002371.SZ,X600703.SH,X000596.SZ,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X002180.SZ,X000661.SZ,X002074.SZ,X000157.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X000977.SZ,X600183.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.48229805849473,0,0,0.0131033764542482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011518295323395,0,0.159699811084971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207066611868228,0,0,0,-0.0130271155175766,0,0,0,0,0.0768503345147218,0,0,0,0,0,0,0,0,0,0,0.0251439472289096,0,0
X000858.SZ,0.0857952925373791,0,0,0,0.197546503947779,0.104499990924648,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734786060362903,0,0,0,0,0,0,0,0,0,-0.0166731412268709,0.0175920531176376,0,0,0,0.148133723911708,0.027012629036182,0,0,-0.00729078664345195,0.0569909588867191,0,0,0,0,0,0,0,0,0,0.0133935088478331,0,0,0,0,0,0,0
X002415.SZ,0,0.0156722774634808,0,0,0,0.0486449134489309,0,0,0,0,0,0,-0.0247088505228287,0,0,0,0,0,0,0,0.173647523702509,0,0,0.0571393323297714,0,0,0,0,0,0,0,-0.176913375464668,0,0,0,0,-0.0753180469633541,0,0,0.108961763960241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.234868231422879,0,0,0.0670526862333743,0,0,0,0,0,0,0,0,0,0,-0.351847169361476,0,0,0,0,0.0937703690441833,0,-0.0197272042803498,0,0,0,0,0,0,0,0,-0.0236709827702491,0,0.190822104491488,0,0,0,0,0,0.177209144684245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012529876239884,0,0
X000568.SZ,0.186250979738329,0.131178522810626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327460548523156,0,0,0,0,0,0,0,0,0,0,0.0966849227916635,0,0,0,0,0,0,-0.0995241422078274,0.0190870928898858,0,0,0,0,0,0.105914117245352,0,0,0,0,0.0298315712229487,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32821205593827,0,-0.115128345492682,0,0.177706645704635,0,0,0.0700472443591933,0,0,0,0,0,0,0,-0.00139350615737915,0,0,0,-0.0179237825262482,0,0,0,-0.0943644128161286,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0407027688987642,0,-0.0935095621289666,0,0,0,0,-0.0895860708599366,0,0
X600276.SH,0,0.0682009240457634,0.102904868143677,0,0,0.126578297847434,0,0,0.133826202594216,0,0,0,0,-0.1720388156427,0,0,0,0,0,0,0,0,0,0,0,-0.223031988590549,0,0,0.0936217375273311,0,0,0,0,0.0338542270138597,0,0,0,0,0,0,0.0581528783017243,0,0,0,0,0,0.035157454577906,0,0,0,0,-0.0242309990995435,0,0,0,0,0,0,0
X002304.SZ,0,0.113146761233057,0,0,0,0,0,0,0.065673217962306,0,0,0,0,-0.080369357866613,-0.00623716375927064,0,0,0,0,0,0.163158612667757,0,0.143819145674933,0.0605239944343113,0,0,0,0.0332434140426021,0,0,0,0,0,-0.0793168265568259,0,0,0,0,0,0,-0.037024293767928,0,0,0,-0.0113521091435277,-8.67361737988404e-19,0,0,0,0,0,0.00958830104329765,0.00241126666780518,0,0,0,0,0,0
X600690.SH,0,0.0503031366369066,0,0,0,0,0.119772257818259,0.133460679503434,0,0,0,0,0.268206700484466,0,0,0,0,0,0.0789995936324273,0,0,0,0.0514070491233819,0,0,0,0,0,0,0,0,0,-0.0276209268249324,0,0.0351543948241431,0,0.0382330844683094,0,-0.0612896193989014,-0.0570204171648087,0.0963166616613843,0,0,0.0852077568770238,0,0.135537807022289,0,0,0,0,0,-0.0162720513384754,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0603561699186803,0,0,0.023278215764502,0,0,0,0,0.169532348126224,-0.0325571863249248,0.20075494356132,0,0,0,0.0222205789555039,0,0,0,0.024438930018723,0,0,-0.040282242674853,0,0,-0.0350685728631202,0,0,0,0,0.0387540346692018,0,0,0,0,0,0,-0.0190457873039601,0,0,0,0,0,0,0.051178530792661,0,0,0,0,0,0,0,0,0.00379164403084876,0,0
