,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X601877.SH,X002236.SZ,X600183.SH,X000100.SZ,X600703.SH,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X000625.SZ,X002241.SZ,X002179.SZ,X600271.SH,X300124.SZ,X600867.SH,X600498.SH,X002129.SZ,X002463.SZ,X300136.SZ,X002506.SZ,X002008.SZ,X600177.SH,X300014.SZ,X002049.SZ,X600066.SH,X300146.SZ,X000050.SZ,X600487.SH,X002371.SZ,X000977.SZ,X000066.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.376728144272193,0,0,0,0.0995461390939155,0,0,0.0139968268682774,0,0,0,0,0,0,0,0,0,0,0.00300050487022038,0,0,0.0295321729241227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248729135532747,0,0,0,0,0,0,0,0,0,0.0156433396830331,0,0,-0.00803107970143278,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.0590836062138053,0,0,0,0,0,0,0,0.141619438875053,0.301292408230441,0,0,0,0,0,0,0,0.085156149455127,0,0,0,0,0,0,0,0,0,-0.0318865298739872,0,0,0,0,0,0,0,-0.0764249831568326,0,0,0,0,0,0,0,0,0,0,0.129279367172056,0,0.0164149193035221,0,0,-0.0196527315734342,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0978749548513872,0,0.126134191469437,0,0,0,0,0,0.119061269407629,0.183381501704962,0,0,0,0,0,0,0,0.0939989415764048,0.0167179790294642,0.0202558709938764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493072434193835,0,0,0,0,0,0,0,0,0.0193719875886205,-0.000304568100860305,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0751171213502491,0,0,0,0,0,0,0,0.314652432847718,0,0,0,0.00254157678139839,0,0,0.0394524793229013,0,0.140923628952223,0,0.0490154504667803,0,0,0,0,0.0770268260636469,0,0,-0.0265188170415481,0,0,0,0,0,0.148725799973447,0,0.0511902074023611,0,0,0,0,-0.0979767898616714,0,0,0,-0.0132334966649157,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108567038118282,0,0,0.0373556610399638,0,0,-0.0447760633213665,0,0,0.112289471986146,0.119227146556665,0,0,0.184579920952769,0,0,0,0,0,0,0,0,0,0,0,0,0.0767352988744502,0,0,0,0,0,0,0.0423277815494731,0,0,0,6.7762635780344e-21,-0.0177360381354049,0,0,0,0,0,0
X002415.SZ,0,0.182159297630135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888780923043346,0.0214664492175316,0,0.579511120420111,0,0,0,0,0,0,0,-0.020973393086157,0.319220552831893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172807899946241,0,0,0,0.00993249497828087,0.00378405504172201,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0381528883574315,0,0,0,0,0,0.0960432235286742,0,0,0,0,0.176540460079862,0.0597223449786655,0,0.135457715226983,0,0,0,0.0247198665655042,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479557043726637,0,0,0,0.0529842135079125,0,0.0299710732917131,0,0,0,0,0,0,0,-0.0580327216005021,0,0.0459215772145588,-0.0411537837880451,0.0565763661540908,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0428963763122583,0,0,0,0,0,0,0,0,0,0,0.155317808315414,0,0,0.0589296383478542,0,0,0,0,0,0,0,0,0,0,0,0,0.0697718133749866,0.025094017381459,0,0,0,0,3.46944695195361e-18,0,0,0.329258355328939,0,0,0,0,0,0,-0.00450636007287246,0.0591152445955907,0,0,0,0,0,0
X002475.SZ,0,0,0.394872633133531,0,0,0.3085934258376,0,0,0,0,0.042770582110916,0,0,0,0.119167720606864,0,0.20022932551726,0,0,0,0,0,0.0758066516296988,0,0,0,0,0,0,0,0,0,0,0,0,0.0368823959099392,0,0,0.203046616747175,0,0,0.137585158222941,0,0,0,0,0,0,0,0,0,0,-0.0484083290723551,0,0,0,0,0,0
X000568.SZ,0,0.740349559863609,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0866007583956368,0,0,0.003690424494955,0,-0.0409110301786791,0,0,0,0,0,-0.0190454810863275,0,0,0,0,0,0,0,0,0,0.140395178750025,0,0,0,0,0,0,0,0,-0.151107473099846,0,0,0,0,0,0,0,0,0,0,0
