,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X601877.SH,X002008.SZ,X000100.SZ,X300124.SZ,X300136.SZ,X600487.SH,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X002294.SZ,X600498.SH,X000157.SZ,X000050.SZ,X600177.SH,X600271.SH,X600699.SH,X000596.SZ,X600566.SH,X000559.SZ,X600118.SH,X002180.SZ,X600707.SH,X300115.SZ,X002179.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.030667235761444,0,0,0.0646858400163054,0.0480721634391179,0,0,0,0,0,0,0,0,0,0.0874101851699556,-0.00364058559274941,0,0,0,0,0.0505879950618858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178978899244954,0,0,0,0,0.0450424844278468,0,0,0,0,0.0027098331121258,0.00409279099342056,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0536160546958245,0,0,0,0.0844343521143562,0,0.362436992896632,0.0391234691957936,0.0667817521057876,0,0,-0.00826670618340709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421460604980034,0,0,-0.030010610790892,0,0,0,0,0,0,0.0333251328845964,-0.0106924761192444,0,0,0,0,0,0,0,0,-0.0143872356904095,0.0224437779291872,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0380807898855745,0.0675084044023488,0,0,0.0618557198567916,0,0.00370137538768262,0,0,0,0,0,0.0160765374233589,0.181489729611556,0,0,0,0,0.0658412346333274,0,0,0,0,0,0,0,0,0,0.0280165515240393,0.00066750108398555,0,0,0,0.0965120004568133,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170282797210487,0,-0.0216467896180023,0,0,0.109879302975917,0,0,0.0292459000215744,0.0889270473663397,0,0,0,0,0,0.195918970823214,0,0.0565129437160381,0,0,0,0,0,0,0.201812609223333,0,0,0,0,0,0,0,0,-0.0277254443200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105477089772497,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.149679993861158,0.0377151183458912,0,0,0,0.115339591585245,0,0,0,0.354456956890765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142955104942668,8.67361737988404e-19,0.0488399829830109,0,0,0,0,0,0,0,0,0,0,0,0,0.115548222299849,0.0224263878379578,0,0,0,0,0,0,0,0,-0.00754920106229333,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0275740346874253,0,0,0,0.154288686672305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116305637707869,0,0,0,0,0,0.0392567481868858,0.035330856113619,0,0,0,0.138798564217015,0,0.0438696246696124,0,0,-0.0968220683027587,0,0,-0.00172093097611637,0,0,0,0,0,0,0,-0.032687215235269,0.0326226343964167,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.000484019593283142,0.232192524848849,0,0.0282353913995927,0,0,0,0.0497658453315284,0,0,0,0,0,-0.0634873742976064,0,-0.0967998210619848,0.175140896008235,0,0.247791869891559,0,0,0,0,0,0.0223215527597638,0,0,0,0,0,0,0,0,-0.0665379043812383,0,0,0.12906800584717,0,0,0.0761396918465431,0,0,0,0,-0.0606399263291507,0.0616039632618598,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862271,0,0,0,0,0,0,0.236334685754625,-3.46944695195361e-18,0,-0.106741497304942,0,0,0,0,0,0,-0.0326446049426783,0,0,0,-0.0319143883856821,0,0,0,0,0,0.0389415749790879,0,0,0,0,0,0,0,0,0,0.0184903813388486,0,0,0,-0.0823751084201827,0,0.0773844161493067,0,0,0,-0.0331913274902036,0.0329873300967965,0,0,0,0,0,0
X000063.SZ,-0.180610158008843,0,0,0,0,-0.102469226895034,0.438247050910863,-0.0147065801079213,0,0,0,0,-0.0129445029050617,0.0932183453650079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162843231270622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394586774115113,0.0848477300102973,0,0,0,0,0,0
X600690.SH,0,0.117072913549399,0,0.0948650345883461,0,0.075287820259456,0,0,0,0,0.0563673429870097,0,0,0.132002209005957,0,0,0,0,0,0,0,0,0.00556355076804797,0.0480596985214978,0,0.192776696709694,0,0,0,0.24346312146608,-0.0606151737438858,0,0,0,0,0,0,0,0,0,-0.271784784908674,0,0,0,0,0,0,0,0,0,0,0,0.000580347733627079,0,0,0,0,0,0
