,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X300124.SZ,X000338.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X600089.SH,X300014.SZ,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X000921.SZ,X002241.SZ,X000977.SZ,X002028.SZ,X600066.SH,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X002049.SZ,X000661.SZ,X600584.SH,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600487.SH,X002074.SZ,X600177.SH,X600060.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0161466547343216,0.0991695718603755,0,0,0.0193050321052179,0.210332252923157,0,0,0,0,0,0,0,0,0,0.0804275597396486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599294963141863,0,0,0,-0.0232501739871174,0,0,0,0,0,0,-0.00317353762083985,-0.00184487780592282,-0.00143637939609279,0,0,-0.0236898315275141,0,0
X000858.SZ,0,0,0,0,0,0,0.403174431353545,0,0,0,0,0,0,0,0,0,0.23391659302474,0,0.121708036859284,0,0,0,0,0,-0.0398944203692411,0,0.0810858206177466,0,0,0,0,-0.012975445844613,0,0,0,0,0,0,0.029966119925335,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029800700673092,-0.0297788790375218,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.212176283896934,0,0,0,0,0,0.0287619610177212,0.0769351339441937,0,-0.0900665358612046,0,0,0.214418352677889,0,0,0,0,0,-0.109713118907501,0,0,0,0,-0.0487738251381571,-0.00952728900734212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110535225286989,0,0,0,0,0,0,-0.0548132087086026,-0.00994177513603063,0,0,0,-0.02289152480247,0,0
X002415.SZ,0,0,0,0,0,0,0.0538207487863204,0,0.0724575084231741,0,0,0,0,0,0,0,0.129793973748718,0,0,0,0,0,-0.0481051925225313,0.0450812416780657,0,0,0,0,0,0,0,0,0,0.186728707129739,-0.0456346714677577,0,0.0726055716323439,0,0.0508373942624141,0,0.0184671898029895,0,0,0.0526885844162204,0,0,0,0,0,0,0,0,-0.0105370710244014,0,0,0,-0.0186369128377838,0,0
X600690.SH,0,0,0,0,0,0,0,0.0764270736876972,-0.0176225867443513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232907239838968,0,0.376637102336917,0,0,0,0,0,0,0,0,-0.00035168737893776,0,0,0,0,0,0,-0.0968807540895398,0,0,0,0,0,0,-0.0315953714261091,0,-0.123446273514317,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0651463451194907,0,0,0,0,0,0,0,0,0,0,0.00631120782248584,0,0,0,0,0,0.133398847054231,0,0.118357734553698,0,0,0,0,0,0,0,0,0,0,0.21107819159686,0,0,0,-6.93889390390723e-18,0,0.151289744568864,0,0,0,0,0,0,0,0,0.0302482378843742,0,0.0670891365592429,-0.0262518070113407,-0.187484893526376,0,0,0,0,0
X000568.SZ,0,1.00522294534847,0.111362110147227,0,0.117749131655632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696349445511903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695359940556964,0,0,0,-0.146237611804939,0.149476512274583,0,0,0,0,0,0.0145645694141803,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.238617082661464,-0.0049674872755583,0.103385531609104,0,0,0,0,0,0,0.0780063903267449,0,0,0,-0.160491116696589,0,0,0.172287900415967,0,0.264579273021628,0,0.155144152803528,0,0,0,0.0603869370422668,-0.104316370378802,0,0,0,0,0,0,0,-0.0844512370676856,0,0,0,0,0,0,0.0253234112364337,0,0,0,0,0,0,0.0393161200480565,-0.0362999575645746,0.023035471338589,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220110080236085,-0.0652677136965891,0,0,0,0,0,0,0,0,0.229928371035162,0,0,0.254923043325792,0,0,0,0.14294503118469,0,0,0,0,0.089167034310767,0,0,0,0,0,0,0,0,0,0,0,0,0.014701966237045,0.0149366323987039,0,0,0,-0.0861721752741012,0,0
X003816.SZ,0,0,0,0,0,-0.0477105095589579,-0.350208599084791,0,-0.0359545049967234,0,0,0,0,0,0,-0.00270585430754261,-0.134026640375969,0,0,0,0,0,0.0766144283926328,0,0,0,0,0,0,0,0,0,0,0,0.0194115803486123,0,0,0,0,0,0,-0.0470067985129293,0,0,0,0,0.123023448004875,0.0954222179353461,0,0.19752216987126,0.0170449740094602,-0.0234976528351702,-0.0474813345442843,0,0,0,-0.105982692124418,0,0
