,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002179.SZ,X002463.SZ,X600418.SH,X600584.SH,X000977.SZ,X600089.SH,X600183.SH,X600066.SH,X000157.SZ,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X601799.SH,X000988.SZ,X002281.SZ,X000800.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.121327128581829,0,0,0.0626016858730088,0,0,0.0466789747750983,0,0,0,0,0.200936181004217,0,0,0,0,0,0,0,0.142453182617792,0,0,0,0,0,0.0319778842196932,0,0,0.0541409013001927,0,0,0,0,0,0,0,0,0,0.0174826230369023,0,-0.020689380631496,0,0,-0.0466296142519127,0,0,0,0,0,-0.00366403344790848,0.00215183713668887,0,0,0,0,-0.0114760604442842,0,0
X000858.SZ,0.281382079773392,0,0,0,0,0,0,0,0,0.0160685831131698,0,0,0.279805004608894,0,0,0,0,0,0.0180449118354162,0,0.232152977888499,0,0,0,0,0,0.00641456262544576,-0.0715676413489704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121823394867989,0,0,0,0,0,0,0,-0.0194587780557415,0,-0.00158995500727086,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0913293816876371,0,0,0,0,0,0,0,-0.0438143353217631,0,0,0,0.0171641966865625,0.348481016352697,0,0.163935215585747,0.0481147890609449,0,0.0338371941876225,0,0,0,0,0,0,0,0.060617226124993,0,0,0,0,0,-0.0235347427896069,-0.00738600996714204,0,0.0782176162731088,0,0,0,0,0,0,0.00421039996033283,0.0285169475057274,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.00642669601409302,0,0,0,0,0,0,0,0,-0.0422206103870132,0,0.051869049860586,0.0642427631480539,0,0,0.211491405010342,0.075230199112054,0,0,8.67361737988404e-19,-0.0304690334775718,0,0,0,-0.115936502927736,0.186454508906659,0,0,0,0,0,0,0,0,0,0,0.0854160719999979,0,0,0,0,0,0,0,0,0,0.0346956847284688,0,0.0509069185159791,0,0,-0.0942380068588626,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0292538475490733,0,0,0.15890527518027,0,0,0,0,0,0,0,0,0,0,0.102489297815043,0,0.013472818593696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797975089388185,0,0,0,0,0,0,0,0,0.00718791714377003,-0.00910097830371949,0,0,0,-0.0837753353085057,0,0
X600690.SH,0,0,0,0,0,0,0.0307679799926591,0.045158578884552,0,0,0,0,0,0,0,0,0,0,0,-0.0265801768239401,0.00533276309883666,-0.0280492582423196,0,0,0,0,0,0,0,0.249020907672516,0.0733899087566271,0,0,0,0.0784788905164235,0,0,0,0,0,0.335341478870627,-1.73472347597681e-18,0,0,0.0316558244224362,0,0,0,0,0,0,0.0234882834500485,-0.00990068475624031,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.119979916295433,0,0,0,0.0622967516018474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1461130980963,0,0,0,0.0037932758797323,0.293527526516855,0,0,0,0.0197604326167771,0,0,0,0,0,0.0468774767060901,-0.0189127088086185,-0.0264815142997696,0,0,0,0.113792225142495,0,0,0,-0.0188373128609655,0,0.0105175649743305,0,0,0,0,0,0
X600809.SH,0,0.0114347124811054,0,0,0,0,0,0,0,0,0.0667737208738853,0,0.536438042337189,0,0,0,0,0,0,0,0.235785684681043,0,-1.0842021724855e-19,0,0,0,0,0,0.0929323796814493,0,0,0,0,0,0,0,0,0,0,0,-0.0397098190942907,-0.0274254851928905,0,0,0,-3.46944695195361e-18,0,0,0,0,0.034996686545155,0.00452010150986834,0,0,0,0,0.00784133584259535,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340447532945813,0,0,0,0,0,0,0.00315627409705066,0,-0.0652673898309052,0.0816664311132401,0.0254772211141313,0.0233059993891823,0,0.197906246702155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147421238683733,0,0,0,0.0578176010043247,0,0,0,0,-0.0185473936961241,0,0,0,0,0.00947397358572606,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0308444698106802,0,0,0.0811296654582639,0,0,0,0,0,0,0,0,0.126962854395363,0,0,0.336308881281137,0,0,0,0,0,0,0,0,0,1.23424433773516,0,0,0,0,-0.263383548680007,-0.302823578981041,0,-0.0535964631415611,0.0983953660830447,0,0,0,0,0,0,0.0545198918062629,-0.0122717042167966,0,0,0,0,0,0
