,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300014.SZ,X600104.SH,X300124.SZ,X000725.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X002074.SZ,X000157.SZ,X002414.SZ,X600584.SH,X600741.SH,X000799.SZ,X002007.SZ,X600183.SH,X600702.SH,X002236.SZ,X601799.SH,X600089.SH,X000800.SZ,X000066.SZ,X600779.SH,X300146.SZ,X600884.SH,X000977.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.147144894434659,0,3.46944695195361e-18,0,0,0.0901245327002472,0.123727756731241,0.0625551580640815,0,0.177398971880992,0,0,0,0,0,0,0,0,0.0405993562053995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112141394018649,0,0,0,0,0,0,0,0,0,0,0,0.00081594080753683,0.000618702706582808,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.11468091204792,0,0,0.341426922597428,0,0.097960950165806,0,0.182706185172361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496635474061904,0,0,0,0,0,0,0,-0.240909786256927,-0.118910437257888,0,0.0219996432979554,0,0,0.0200797470431682,0,0,0,0,0,0.0472890819548051,0.0666263125231262,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0811195153262873,0,8.67361737988404e-19,0.201440942499388,0,0,0.00862324181470292,0,0.0133593582760908,0,0.122614251034535,0,0.0550257850629137,0,0.0155898644708775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494411646452781,0,0,0,0,0,0,0.00910467197049865,0,0,0,0,0,0,0,0.12032427106708,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.0412424477338721,0,0.162701601641705,0.101881385928252,0,-0.171304652787633,-0.0863651419135712,0,0.194437860924867,0,0,0,0,0,-0.094445537682105,0,0,0.0721437855639133,0,0,0,0,0,0,0,-0.00669163231395434,0,0,0,0,0,0.561665593192451,0,0,0,0,0,0,0,-0.0597639380274018,0,0,0,0,0.0443966952999853,0,0,0.0746760008418864,0,0,0,0,0,0
X600276.SH,0,0.186616496514127,0,0,0,0,-0.22234755236371,0,0.0409467489172274,0.142324598845569,0,0,0,0.151377817695521,0,0,-0.0183702481637706,0,0,0,0,0,0.0214062203538871,0,0,0.0710499589174063,0,0,0,0,0,0,0,0.258926161699616,0,0,0,0,-0.205203318901295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.093184230060829,0,0,0,0,0,0,0.213804062719853,0,0,0,0,-0.0178617303190497,0,0,0.0371503234737338,0,0,0,-0.0802949475324509,-0.0246264060126463,0,0,0,0,0,0,0,0,0.0964562749141897,0,-0.0260860483893687,0,0,-0.0235107740503386,0.00916165517200638,-0.0608879382318652,0,0,0,0,0,0.0843207461747801,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.00928177912985561,0,-0.0761912669142383,0.0667676181615715,0,0,0,0,0,0,0,0,0,0.119504748093472,-0.0155924564098543,0,0.137604555238068,0,0,0,0.0642753271985102,0,0.0481303451170264,0,0,0,0,0,0,0,0,0,0,0.209224419899063,0,0,0,0,0,-0.108140931844005,0,0.104716876575683,0,-0.00845863370823586,0,0,0,0,0,0,0
X000568.SZ,0,0.209988147680107,0,0.163549209213666,0,0,0,0,0.130936114129526,0,0,0,0,0,0,0,-0.119756060948648,0,0,0,0,0,0,0,0,0,0,0,0,0.204023387942879,0,0.0208355008653068,0,0,0,0,-3.46944695195361e-18,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0194064998294748,0,0,0,0,0,0,0.0661528884682777,0,0,0,0,0,0
X002304.SZ,0,0,0,0.323227820809325,0,0,0.0265847037848071,0.192026036884247,0,0,0,-0.030150510188259,0,-2.16840434497101e-19,0,0.141626011351211,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0423941048142384,0,0,0,0,0,0.0769002259802807,0,0,0,0,0,0,0.132050479202448,0,0,0,0.0958940653695195,0.0309605749703,0,-0.0824905500537623,0,0,0,0,0,0,0
X600031.SH,0,0.080879197072153,0,0,0,0,0,0,0,0,0.0662226949283159,0.0363637830427374,0,0.0536677399643103,0,0.176429727963844,-0.00528829415325074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11534153603824,0,0.0654533753194793,0.027907470863405,0,0,0,0,0,0.0208426997412961,0,0.0379143305692768,0,0,0,0,0,0.00939275424657758,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.218505681662638,0,0,0.160567757993619,0.0254457237638085,0.179238574620602,0,0.0135256366630687,0,0,0,0,-0.0180924350984284,0,0,-0.038632143778071,0,-0.0399194325258095,0,0,0,0,0,0,0,0,-0.0981567060153229,0,0,0,0,0,0,0,0,0,0,0,0.0773765288028858,0,0,0.0398635966846298,0,0.0580041133250247,0,0,0,-0.0314473093823631,3.46944695195361e-18,0,0,0,0,0,0
X300014.SZ,0,0,0.290978958098773,0,0,0,0,0,0,0,0.00112652849424109,0,0,0.0854188278710737,0,0.0116355538990463,0.0017746645180366,0,0,0,0.151701506199872,0.155582971804829,0,0,0,0.117758089916668,0,0,0,0,0,0.239196786322099,0,0,0,0,0,0,-0.181169227057388,-0.0634274819131331,0,0,0.106080549406763,0,0,-2.16840434497101e-19,0,0.187794604450184,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.103504863716765,0,0,0,0,0,0,0,0,0,0,0.172424904168846,0,0.0825303948970255,0,0,0,0,0,0.0401064569268736,0,0,0,0,0,0,0.0147310644760209,0,0,0,0.00994278403686094,0,0,0,0,0.00678088294971888,0,0,0,0,-0.0680907884863487,0,0.0463756383906463,-0.0212111715114854,0,0,0,0,0,0
X300124.SZ,0,0,0.135193054312039,-0.0643672796817407,0,0,0,0,0,0,0,0.105674714721958,0,0,0,0.0942182458958782,0.0936392338607183,0,0,0,0,0,0,0,0,0.145225881913627,0.0133002071782612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160392676203773,-0.123497454655013,0,-0.0907818783701103,0,0,0,0,0.0405674959209399,0,0.0280545885234836,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0239212717504461,0,0.0155938946816386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462681761387615,0,0,0,0,0,0,0,0,0,0,0,0.0160839416238146,0,0,0,0.165868324609606,0,0,0,0,-0.0479749290676013,0,0,0,0.0159365643296963,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0765789791712523,0,0.162308666543693,0,0,0,0,1.73472347597681e-18,0,0,0.179783689407698,0,0,0.210514036594785,0,0,1.0842021724855e-19,0,0,0,0,-0.114601371433185,0,0,0.207165921384587,0.0635482829756025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613205679107445,0,0.0195387809824292,0.101341795077124,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,-0.102243655920598,0,0,0,0.121821823856489,0,0,0,0.120735311767157,0,0.122267028753094,0,0.328719860795713,0,0,0.0576443368752919,0,0,0,0,0,0,0,0,0,0,0.0176986845109917,0.297367878946569,0,0,-0.148225425226081,0,0,0,-0.176076971689772,0,0,0,0,0,0,0,0,0,0.161952747114747,0,0,0,0,0,0,0
