,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X000625.SZ,X300014.SZ,X600104.SH,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X000157.SZ,X601799.SH,X000799.SZ,X600563.SH,X600418.SH,X002236.SZ,X600584.SH,X002176.SZ,X000800.SZ,X002414.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.322455796208892,0,0,0,0,0,-0.0203843378439402,-0.00571596025720605,0,0.0325854706151926,0,0,0,0,0,0.0508577100500919,0,0,0,0,0,-0.011029479970998,0,0,0,0,0,0,0,0,0.0254981321715629,0,0,0.100734565603732,0,0,0,0,0,0.0551280153608085,0,0,0,0,-0.00901760440343215,0,-0.0109149502661188,0,0.0128958997003086,0,0,0,0,0,0,0
X000858.SZ,0,0,0.172273904346548,0.213317646508192,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171776921645026,0,0,0,-0.00802640699466797,0,0,0,0,0,0.246053029314625,0,0,0.0426189354651941,0,-0.0312632139615608,0,0,0,-0.0177810304261621,0,0.0546652123844583,-0.117653220436155,0.00133491320552016,0.00115038248323934,0,0,0,0,0,0
X600809.SH,0,0,0,0.564062951811178,0.0376653380234044,0,0,0.066223548662278,0,-0.0350448092540031,0,0,0,0,0,0,0,0,0,0,0.0376711191063388,0,0,0,0,0,0,0,0,0,0.0315240328724255,0,0,0,0,0,0,0.0297447841245031,0.0762821576124294,0,0,0,0.0233602369414266,0,0,0,-0.209499191646768,0,0,0,0,0,0.00575070327866582,0,0,0,0,0,0
X000568.SZ,0,0.124837104928525,0.238148817924758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715987481104649,0,0,0,0.0611045971434551,0,0,0.106793897845541,0.0138463776489599,0,0,0,0,0,0,0,0,0,0.19931554330925,0,0,0,-0.0455343909656396,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0240388088739968,0,0,0,-0.0258976795170956,0,0
X002415.SZ,0,0,0,0,0,0.467304609745577,0,0,0,-0.132622449100536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139127163117616,0,0,0,0,0,0,0,0,0,0,0,-0.0228306809647301,0,0,0,0.768841510567875,0,0,0,0,0.0812544534476352,0,0.143418132443531,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0631859799768702,0.170685651434113,0.000606266122130999,0,0,0.0538284958565442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695782039192173,0,0.235752257225449,0,0,0,0.0262245861456793,0.0241106095066163,0,0,0.0295411587783739,-0.0214890481085858,0,0,0,0.0124672349697425,0,0,0,0,-0.0152896335614029,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0681831914030897,0,0,0,0,0,0,0,0,0.0173336349947536,0,0,0,0.192473276927125,0.20265127573504,0,0,-0.0387377655152476,0,0,0,0,0,0,0,0,0,0,0.0738531391801473,0.165328728647435,0,3.46944695195361e-18,0,0.169122921920832,0,0.265984535043329,0,0,0,0,0,0,0,-0.179577717091858,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0379383961126672,0,0,0,-0.06917786080485,0,0.374802957561367,0,0,0,0.0250106767129854,0,0.0387182124066442,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0358096246900771,0,0,0.192863438369619,0,0,0.0194948595311153,0,0,0,0,0,0,0,0,0,0.141359156349083,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0392050635325852,0,0.30416041530221,0,0,0,0,0,0,0,0,0,0,0,0.16980962221707,0,0,0.194169782083572,0,0,0,0,0.073807399627685,-0.0467133959294588,0,0.016556142570869,0,0,0,0,0,0,0.0801580754320357,0,0.039228603401734,0,0,0,0,-0.00733714560822808,0,-0.0269394082129298,0.125152100686185,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.206577488233123,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0924119158896865,0,0,0,0,0,0,0,0,0,0.0555150919487786,0,0,0.398162477760534,0.404030580642479,0,0,0,-0.0833417690053752,0,0,0,0,0.0248174441141903,0,0,0,0.229395857737137,0,0,0,0,0,0,0,0,0.0382869598983891,0,0
