,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X300142.SZ,X600741.SH,X600702.SH,X600522.SH,X002180.SZ,X600884.SH,X000157.SZ,X002074.SZ,X000799.SZ,X000733.SZ,X002236.SZ,X600584.SH,X600779.SH,X002008.SZ,X600563.SH,X000977.SZ,X002414.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.30944568234387,0,0,0.0857721488148638,0.0489302300659993,0,0,0.00749422535962434,0,0,0,0,0,0,0,0,-0.0397188657965289,0,0,0,0,0,0.212605946197671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0118903200714294,0,0.0814757487573979,0,0,0.0109979581811409,0,0,0,0,-0.0157657752887376,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.194327629817699,0.0508751414466226,0,0,0.00540400228380841,0,0,0,0,0,0,0,0,0,0,0.0133128252256064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124157447620692,0,0.0447174939472495,0,0,0,0.143176963885495,0,0,0,0,0.0123202741108168,0,0,0,0,0,0,-0.0383116100845161,0.0444307721424883,0,0,0,0,0,0
X002415.SZ,0,0.134180209565181,0,0,0,0.110234341287593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196450975747054,-0.0472455771995222,0,0,0,0,-0.128370868093274,0,0,0,0,0,0,0.0402866156086221,0.0353589540998285,0,0,0,0,0,0,0.0772180498040593,0,0,0.116535541892359,0,0,0,0,0,0.0135839129351642,0,0,0,-0.0098592993032394,0,0
X600809.SH,0,0,0,0,0.343183096504944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541925121812797,0,-0.393978103986825,0,0,0,0,0.0157510258662963,0,0,0,0,0,0,0,0.110275953041067,0,0,0,0,0,0.021592772287352,0,0,0,0.0333966800931624,0,0,0,0,0,0,0,0.0254890412792716,-0.0194491984752697,0,0,0,0,0,0
X000568.SZ,0.394367316489978,0.152989134657902,0,0.0274150715685633,0,0.015197510237067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209489882504358,0,0,0,0,0,0,0,0,0,0,0,0.0041328650022945,0,0,0,0,0,0,0,0,0.125853763032346,0,0,0,0,0,0,0.0778339728473259,0,0,0,0,0.0985612272152722,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.344677252480199,0,0,0,0,0,0,0.3437278746489,0,0,0,0,0,0,0,0,0,0,0,-0.0214932967614343,3.46944695195361e-18,0,0,0,0,-0.00377598202487633,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0106839693514759,-1.73472347597681e-18,0,0,0,0.0544560319847399,0,0
X600276.SH,0.159664358412841,0,0.030584347475863,0,0,0,0,0,0.209734502093645,0,0,0,0,0,0,0,0,0,0,0,0.0641464143883906,0.261633737000227,0.000177318770349119,0,0,0,0,0,-0.0361058632725368,0.024817031249365,0,0.0548973082403848,0,0,0,0.0329128187760572,0,0,-0.00953481561153727,0.00974210111893736,0,0,0,0,0,0,0,0,0,0,0,0,-0.047997988685082,0,0,0,-0.0718322636922772,0,0
X002304.SZ,0,0,0,0,0.0307856756944574,0,0,0,0,0,0.0369739349266501,0,0,0,0,0,0,0.0448886119321243,0,0,0,0,0,0.226851686905938,0,0,0,0,0,0,0,0.0597581242395543,0,0,0,0,0,0,0,0.0300371534779084,0,0.0236524043341657,0,0.13198969321454,0,0,0,0,0,0,0,0,0.0129740364056053,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937522013994172,0.21583436761763,0.117344737541613,0,0,0,0,0,0.0409791416840888,0,0,0,0,0,0.184360599438007,0.0814589216050964,0,0,0,0,0.0611532391341725,0,0,0,0.0630949414925095,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.00520655635079541,0,0
X600104.SH,0,0,0,0,0,0.00122588650110842,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.128380263011419,0,0,0,0,0,0.119122740272851,0,0,0,0.240028884981765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265540547021796,0,0,0,0,0,-0.00732032163705881,0.00935181100970353,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0312843704939573,0,0,0.0766986693972644,0,0,0,0,0,0.145179203443517,0,0.161541949105013,0,0,0,0,0,0,0,0.0173042125254996,0,0,0,0,0,0,0.0689085508204054,0,0,0,-0.0470700526419643,0,-0.0925937586109733,0,0,0,0,0,0,0,0,0,0,0.00542130920380746,0.0548319182444955,0,0,0,-0.0119332957621192,0,0,0,0,0,0
