,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X600031.SH,X000063.SZ,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X000157.SZ,X300124.SZ,X000625.SZ,X600183.SH,X002007.SZ,X300014.SZ,X300142.SZ,X000066.SZ,X002371.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X600271.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X002180.SZ,X000050.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0954774127803663,0,0,0,-0.0540590770513369,0.0918299457013224,0,0,0,0.0290716822542997,0,0,0,0.44740484433999,0,0,0.161169459136841,0,0.172502394296286,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0555670553788014,0,-0.122779589190562,0.134808908470173,0,0,0,0,0,0,0,-0.00381339694417634,0,0,0,0,-0.00461567321488496,0,0,0,0,-0.0514856545820925,0,-0.0458470593983571,-0.00783385685746438,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0850562020214409,0,0,0,0,0,0,0,0.510466724528036,0.00142302458057623,0,1.0842021724855e-19,0,0.0066479005390925,0.0121205169117808,0,0,0,0,0,0,0,0.0204837235308629,0,0,0,0.0135974848911972,0.028091372181562,0,0,0.0217170830327747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179564928364317,0,0,0,0,-0.00596859230054657,0,0
X000651.SZ,0,0,0,0,0,0,0,0.130309479508891,0,0,0,0,0.322248353176033,0,0,0,0,0,-0.108795003099008,0,0,0,0.049833730179924,0.0815287104567978,0,0,0,0,-0.120616179453042,0,0,0,0,0,0.0496571617661822,0,0.0591474177118483,0,0,-0.00321294125946937,0,0,0,0.0501106310962583,0,0.0649027505902938,0,0,0,0,0,0.00872054267318169,0,0,0,0,-0.0371741699751976,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333151344583868,0,0.0611535338468085,0,0.134477098959617,0,0,-0.0449259398162172,0,0,0,0,0.112588378496001,0,0.0611052591147746,-0.000902023834170041,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.058420981111409,0,0,0,0,0,0,0,0,0,0,0.0268406728900734,0.00526851575206819,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,1.0842021724855e-19,-0.173652275362668,0,0,0,0,0.0735884711080132,0,0,0.092333202692974,0,0,0,0,0,0.541365698785095,0,0,0,0,0.0208634092615653,0,0,0,0,0.0531308519364678,0,0,0,0,-0.0424794909406882,0,0,0,0.0561649161509298,-0.0159951527791682,0,0,0,0,-0.0266142595937978,0,0,0,0,0.078691394398052,-0.0511776832141381,0,0,0,-0.0771215092872478,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324424718285979,0,0.074558508724648,0,-0.01049173903817,-0.0208232651497298,0,0.0519893070633273,0,0,0.0592135219825571,0,0,0,0.023511446775108,0,-0.0409393437077773,-0.0812320138157327,0,0,0,0,0,0.0545248174588309,0,0,0,0,0,0.0341409855326058,0,0,0,0,0,0.0110291644029449,0,0,0,0,-0.0205970447094005,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900127288288258,0,0.00118193198790618,0,0,-0.0929965576966638,0,0.405765558285811,0,0,0,0,0,0,-0.10550295650234,0.00574096535520758,0,0,0,0.218689570060422,0,0,0.251118801514209,0,0,0,0.0128303280603936,-0.0356575169912776,0,0,0,0,0,0,0,0,0,0,-0.00108495390637077,0.0601025730028683,0,0,0,0.0484724225551773,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.149231043607259,0,0,0,0,0,0,0,-0.00860523712418818,0,0,0,0.0993694101000802,0,0,0,0,0,-0.0906187093709073,0,0,0,0.0980338628321205,0,0,0.128232871808707,0,0.0420316743161578,0,0,0,0,0.148677194120466,0,0,0,0,0,0,0.0428944212658242,0.00417785651994419,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0470765551870459,0,0,0,0,0,0.0148675823577806,0.213645186511029,0,0,0,0,0,0,0,0,0.0613405140280861,0,0,0,0,0,0,0,0,0,0,0.0708726379361914,0,0,0,0.00147479886650734,0,0,0,0,0,0.00419098966023636,0,-0.0257867906250374,0.0170035572812348,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00142607222537931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20001902235962,0,0,0,0,0,0,0,0.0613037039110683,0,0.0564372297449717,0.0387231986490544,0,0,0.0343950923888256,0,0,0.0639348183279841,0.0541745465949824,0.0236281017318628,0,0,0,0.0512408696111909,0,0,0,0,0,0,-0.00820946874072682,0,0,0,0.0224972222431573,0,0
