,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X000625.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X000157.SZ,X600460.SH,X600702.SH,X002414.SZ,X002007.SZ,X002236.SZ,X600584.SH,X601877.SH,X601799.SH,X300146.SZ,X600779.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X002508.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0643144619236822,0,0.0674319619560805,0.0150724694010656,0,0,0,0,0,-0.0161522751702623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157976189393116,0,0.0239534287496115,0,0,0,0,0,0.135425724738315,0,0,0,0.0705549716366232,0.0554128691122407,0,-0.141408399705732,0,0,0,0.016498441135621,0,0,0,0.00895091308712181,0,0
X000858.SZ,0,0,0,0.166569544929342,0,0.417712903558418,0,0,0,0,0,0,0,0.014271232957851,0.00803963004130568,0,0,0,0.0277326670902333,0,0,0,0,0,0,0,0,0,0.0548671343165159,0.136002194029532,0,0,-0.0112921049161193,-0.00439779392039589,0,0,0.0188217047568461,0,0,0,0.0302454117055599,0,0,-0.0607865787008017,0,0.0319968399944551,0,-0.062848510722083,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0334332986384656,0,0,0,0,0,0,0.0141786516018997,0,0.179892793811275,0,0,0.0198266630937232,0,0,0,0,0,0,0.105701555508952,0,0,0,0,0.0128704044536952,0.00915063518047911,0.030692879946052,0,0.101100347506342,0,0,0.0348062064901865,0,0.0340783431860882,0,0,0,0,0,0,0,0,0,0,0,0.0651477458283794,0.00852891449105987,0,0,0,-0.00217548446938211,0,0,0,0,0.00913025967862421,0,0
X600276.SH,0,0,0,0,0,0,0,0.0403550437696003,0.0895070795366482,0,0,0,-0.0523654477426628,0,0,0,0,0,0,0,0.0201706300791937,0,0,0,0,0,0.0445245020303684,0.068008822866249,0,0,0,0,0.0219227589048912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158793320998828,0,0,0,0,0.0216336332900305,0,0
X600809.SH,0,0,0,0,0,0.0761500321159584,0,0,0.127323298888587,0,0,0,0,0,0.0644404318300292,0,0,0,0,0,0,0,0,0,-0.1083676351316,0,0,0,0,0.435467304957454,-0.0736001190309326,0,0,0.0401017303929131,0,0,0,0,0,0,0,0.114456780646708,0,0,0,0,-0.000725480098664432,0,0,0,0,0,0.0539237078309497,0,0,0,2.16840434497101e-19,0,0
X000568.SZ,0,0.285048502505897,0,0,0,0,0,0,0.200360227659126,-0.0538423472108894,0,0,0,0,0,0,0,0,0,0,-0.0119421246878757,0,0,0.162942632768675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130549662193996,0,0,0.0669545998391717,0,0,0,0,0,0,0,0,0,0,-0.0393332619799813,0,0,0,0,0.00480916270696715,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.225113564412611,0,0.0115962314906283,0.069135868861016,0,0,0,0,0,0,0,0,0.0429640647116682,0,0,0,0,0,0,0,0.114132941725342,0,0,0,0.115747163163433,-0.109104349140225,0,0,0,-0.0926913589959849,0,0,0,0,0,0,0,0,0,0,0,0,0.102689173401048,0,0,0,0.0240177619455849,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0402141756818183,0,0.0491055813903437,0,0,0,0,0.0683546505898842,0.365903542598405,0,0,0,-0.086636220093164,0.098167005412112,0,-0.0105089970333344,0,0,-0.0100742864620994,0,0,0,0,0.137060583857284,0,0,0,0,0,0,0,0,0,0,0,0.0202448983858003,0,0,0,0,0,0,0,0,0,-0.024355956799883,0,0
X002304.SZ,0,0,0,0,0,0.114156950034147,0,0,0,0,0,0,0,-0.0716630127432114,0,0.0257667934184474,0,0,0,0.57613688208193,0,0,0,0.0323347098987829,0,-0.086342047737388,0.0410503157698194,0,0.014845302828895,0,0,0,0,-0.0309550111313284,0,0,0,0,0,0,0.291714856754826,0,0,0,0,0,0,0,0,0,0,-0.186931975777259,0.191006235356385,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0861943620218191,0,0,0,0,0,0.00165076182309237,0.068984214279084,-0.0254029101851377,0,0,0,0,0.0643996540835973,0,0,-0.152495018349225,0,0,0.070712339278239,0,0,-0.0129368711357328,0,0,0,0.0999975075675966,0,0,0,0,0,0,-0.00293534814386862,0,0,0,0,0,0,0,0,0,0,0.0188661160007265,0.0670297094208734,0,0,0,0,0,0
