,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X000568.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X002292.SZ,X600372.SH,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X002007.SZ,X002456.SZ,X002180.SZ,X000050.SZ,X600089.SH,X002294.SZ,X002426.SZ,X002249.SZ,X600867.SH,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X600699.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-6.93889390390723e-18,0.300384617074024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480540355797806,0,0,0,0,0,0,0.0373077793969313,0.0438971462016476,0.0799033957680668,0,0.0663014062709495,-3.46944695195361e-18,0,0,-0.0382337992961226,0,0,0,0,-0.0985937062240871,0,0,0,0,0.0136677606182828,0,-0.104735527053406,0.0869681951842217,0,0,0,0,0,0
X600104.SH,0,0,0,0.0324969542991363,0,0,0,0.0599503401850838,0,0,0,0.0421378163390397,0,0.101870263519199,0,0,0,0,0,0,0,0,0,-0.0310156803466899,0,0,-0.00528254448029181,0,0,0,0,0,0.00200874618005197,0,0.0087462454081518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052161604405184,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0361235827560901,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.090514210356692,0,0.0732735416120704,0,0,0,0,0.0678723819235162,0,0,0,0,0,0,0.0346211011655657,0,0.0914482914952957,0.056312283976745,0,0.0161778250478829,0,0,0,0.0802979952125535,0,0,0,0,0,0,0,0,0,0,0,0.033803758364551,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.262781194765134,0,0,0,0,0.0422675447320028,0,0,0,0,0.0140461296068222,0,0,0,0,0,0.0303005533395077,0.0119794999040181,0,0,0,0,0.0608680961944254,0,0,0,0,0,0.0277661508853505,0,-0.00768973737899787,0,0,0,0.0947747644611803,0,0,0,0,0,0,0,0,0,0.0570238394385162,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.619671295789125,0,0,0,0,0,0,0,-0.166087242320031,0.0633425654512418,0,0,0.17861409297834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178501560219071,-0.00692156644822188,0.187872768106216,0,-0.0936660419025369,0,0,0,-0.0561303925544459,0,0,0,0,0.0351223584988926,0,-0.0554154260830325,0,0,0,0,0.0405563540052226,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00538354983236921,0.105213174120546,0,0,0,0,0,0,0,0,0.0810384554786644,0,0.0275077851662463,0,0,0,0,0,0,0,0,0,0.0782962401217179,-0.0437600421121572,-0.00814548614988951,0,0,0,0,0,0,0,0.0276998591227287,0,0,0,0,0,0,-0.0238347957385142,0,0.119470110191704,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0901797517230278,0,0,0,0,0,0,0.164404792760665,0,0,0.053990222210346,0,0,0,0.180432694048339,0,0,0,0,0,0,0,0.0411677964108008,0.0720835489752722,0,0,0,0,0,0,0,0,0,0,0.0867026943304314,0.0143740400239711,0,0,0,0,-0.00194380190902655,-2.16840434497101e-19,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.174273272745188,0,0,0,0,0,0.23920776990005,0,0,0,0,0,0,0,0,0,-0.0528532867487266,0,0.0645568287472975,0,0,0,0,0,0,0,0,0,0,0,0.191270982016582,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0084255221014269,0.0549923954042844,0,0,0,0,0,0
X000063.SZ,0,0,0,0.203054276465139,0,0,0,0,0,0.0366313135411792,0,0,0,0,0,0,0.0592479086891735,0,0,0,0,0,0.230272937170228,0,0,0,0,0,0,0,0,0,0.0420929684449306,0,0,0.0205403944553851,0,0,0,0,0,0,0.00288153118443462,0.169293394034466,0,0,0,0,0,0,-0.0100645362833476,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.177511868936474,0,0,0,0,0,0,0,0,0,0,0,-0.0551563406092642,0,0,0.118214945112739,0,0,0,0,0,0.0407292850989206,0,-0.0175150579335919,0,0,0,0,0,0.0346849146030704,0,0.00353096902204732,0.0397921505421589,0,0,0,0,0,0.114644996883602,0,0,0,0.0172406006653491,0.126946493949318,0.00255278238685507,0,0,0,0.00696499856293437,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0171490400337961,0,0,0,0,0,0,0,0,0,0.0384016128791389,0,0.0347544772913932,0,0,0,0,0.0840179491988006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233235901369064,0,0,0,0,0,0,0,0.0983051063481919,0,-0.0502693267520688,0,0,0,0,-0.0769605115848327,-0.0115319200596635,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25855153036502,0.00650570110910719,0,0,0,0.123224665336128,0,0,0,0,0,0,0,0,0.0435195210373227,0,0.0268211990933889,0,0,0.127253038180228,0,0,0,0,0.138661215616136,0,0,0,0,0.0946268551694547,0,-0.0590618002699927,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,-0.0327153876437944,0,0,0,0.100931222571807,0,0,0,0.0542079616466454,0,0,0,0,0,0.0490406715897247,0.110429651146121,0,0,0,0.00927619993749083,0,0,0,0.148574214801627,-0.0105089015499506,0.00917773899543487,0,0,0,0,0,0,-0.29964860572329,0.0193106532146035,0,0,0,0,0,0,-0.0325817864785233,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0637523423156292,0,0,0,0,0,0.0450933207610493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382889063485339,0,0.0453189080424025,0,0.0452948569801753,0,0,0,0,0.143275543462924,0.0313014316918577,0.129026643365825,0,0,0.0113406939066398,0,0,0,0.183024800988233,0.0719738675972276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.092419370436264,0,0,0,0,0,0.135069413764831,0.107462452488538,0,0.0337403794736799,0,0.035135167354798,0,0,0.110044105844603,0,0.133505414546482,0,0,0,0,0,0,0,0,0,0.0514303118718568,0,0,0,0.0516996912773383,0,0,0,0.17918147042017,0,0,0,0.0592407355818396,0,0,0,0,0,0,0,0,0.0844530905267835,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.124405041766161,0,0,0,0,0,0,-0.0198483244127783,0,0,0,0,0,-0.0262185307816084,0,0,0,0,0,0,0,0,0.0966520058016227,0,0,0,0,0,0,0.0909004179254504,0,0,0,0,0,0,0,0,0.0792085581085815,0.149272730584378,-0.122721287182024,0,0.218637987083969,-0.073217333513669,0,0,0,0,0,0,0,0.221174051809615,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.0666512326717798,0,0,0.0816883217761479,0,0,0,0,0,0.1487286164302,0.109948741008408,0,0,0,0,0.0669168147592597,0,0,0,0.166205760340229,0,0,0,0,0,0,0,0.0157551817247544,0,0,0,0.0248048758125248,0.0475762858021872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.167776062514814,0,0,0,0,0,0,0,0.0229136681540489,0,0,0,0,0,0.0690071316425182,0.0559636013673479,0,0,0.00745574472505628,0,0,0,0,0,0,0,0.08269130200705,0.0244605301510842,0,0,0,0,0,0,0,0,0,0,0.0613424568972684,0,0.0420052996021929,0.0614634532415723,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.0399339577788284,0,0,0,0,0,0.0803756174568259,0,0,0.0436232867213725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273539944094579,0,0,0,0,0,0,0.121621251113699,0.022285803477933,0.0960753730467379,0,0,0,0,0,0,0,0.259572585586316,0,0,0,0,0,0,-0.0268690482041866,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0368719212653367,0,0,0.160567718978729,0,0,0,0,0,0,0,0,0.0884118975670911,0.121011827700185,0,0,0,0,0.045964884507795,0.253797870416409,0.200744507609724,-8.67361737988404e-19,0,0,0,0,0,-0.0381862285491407,0,0,0,0,0,0,0.0657008434409281,0.0798287271322937,0.022869456442747,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0.0639570651789505,0,0,0,0,0,0.071654738901735,0,0,0,0.0665683943154415,0,0,0,0,0,0.128702345257875,0,0.115553854526832,0,0,0.252166284622187,0.0204980024215359,0,0,0,0,0.234546458842751,0,0,0,0.124590712611613,0,0,0,0.151160236183889,0,0,0,0,0,0,0,0.0917459232385337,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.156255089077699,0,0,0.126361600632839,0,0,0,0,0.340110361198861,0,0,0,0,0,-0.176897233687979,-0.121457659831441,0,0,0,0,0,0,0,0.290509338477917,0,0.0130024478436605,0,-0.0676643046849527,0,0,0,0,0.0576773956531798,0,0,0.0170962224900819,0,-0.0637458165199472,0.22171259492276,0,0,0,0,0.145701177691656,0,0,0,0,0,0
X002475.SZ,0.342520677903059,0,0,0.0924542316493874,0,0,0,0,0.227931716449563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647972854675444,-6.93889390390723e-18,0,0,0.0821687894058356,0,0,0,0,0,0,0.115371561561407,0,-0.0392346685260337,0,0,0.00519817082104215,0,0,0,0,-0.153541332171189,0,0
