,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X000625.SZ,X002456.SZ,X002129.SZ,X300142.SZ,X600118.SH,X002008.SZ,X600584.SH,X300136.SZ,X600271.SH,X002179.SZ,X000066.SZ,X002180.SZ,X002463.SZ,X002414.SZ,X600699.SH,X600177.SH,X002049.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.108139214884581,0,0,0,0,0,0,0,-0.0359363233856417,0,0,0,0,-0.0172940969182985,0,0,0,0.158839503384674,0,0,0,0,0.184704647616586,0.158856123605945,0,0,0,0,0,0,0,0,0,0,0.0777113233875024,0,0,0,0,0,0,0,0,-0.132489031235544,-0.0858589826547931,0.120485015583342,0,0,0,0,0,-0.0652822379818272,0,0,0,-0.0661049639737453,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0472149097278114,0,0.477348001255952,0,0,0,0,0.00758546579415505,0,0,0,0.0220004921062803,0,0,0,0,0,0,0,0,0,0.04737968130794,0,0,0.0247596360786953,0,0,0,0.0407128554713613,0,0,0.108346096030444,0,0,0,0.00996103815336943,0,0,0,0,0,-0.000826718341935645,0,0,0,0,0,0
X600276.SH,0.221952167794043,0,0,0,0,0,0.0660198965565066,0,0,0,0,0,0.0233983877479602,0,0,0.124925712706722,0,0,0.00589048576204976,0,0,0.0529469494031202,0,0,0.137592811792949,0,0.151526582312411,0,-0.0854455038218332,0,0,0,0,-0.0302687341264521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435105742548712,-0.0276936495548467,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0434863271314534,0,0,0,0.14082605657316,0,0.151127801813355,0,0.0544795934014562,0,0,0,0,0,0,0,0.124704342659062,0,0,0,0,0,0,-0.105010187332639,0,0,0,0,0.115109924560307,0,-0.0133562515675449,0,0,0.0376201173608114,0,0,0,0.119258731444002,0,0,0,0,0,0,0,-0.0274115970379154,0.0288060277948137,0,0,0,0,0,0
X002415.SZ,0,0,-0.0229900788630226,0,0,0,0.0352068417455643,0,0,0,0,0,0,0.100903353666275,0,0,0,0,0,0,0,0,0,0,0,0.38796540535648,0,0,0,0,0.111149309135801,0,0.0746307036111768,0,0,0,0,0.16874144772414,0,0,0,0,0,0,0,0.0468937376780647,0,0,0,0,0,0,0.0290634185807443,0,0,0,0,0,0
X600104.SH,0,0.00968095839534376,0,0,0,0,0,0,0,0,0.274749589918801,0.0434581836191641,0,0,0,0,0,0,0.148115024210351,0,0,0,0,0,0.0627987675485811,0,0,0,0,0.0202641563492175,0,0.0811947932084979,0.0990106005028545,0,0,0,0,0,0,0,0,0,0,0,0.0560088096286424,-0.0539014885085563,0.0021637381448106,0,0,0,0,-0.00679410678733752,0.00831914059221923,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.00467098540538172,0,0,0,0,0,0,0,0,0,0,0.169270110095263,0,0.113378982281126,0,0.273787329041114,0,0,0.0509052911454599,0,0,0,0,0,0,0,0,0,0,0.00646834334538486,0,0.0644886557883232,0,0.126543115276107,0,0.0649130576546636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392520214092571,0,0
X000063.SZ,0,0,0,0,0,0,0.0401533379137411,0,0,0,0,0.0296195398630872,0,0,0,0.150059793562897,0,0,0,0.122387572384908,0,0,0.042542784684231,0,0,0,0,0,0,0,0,0,0,0,0.0705934828608316,0,0,0,0.12926002134399,0.154036420632105,0,0,0,0,0,0,0.167631362670726,0,0,0,0,-0.0298632406506803,0.0198387152829639,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0957986242482306,0,0,0,-0.0423140245150877,0,0,0,0,0,-0.0330301686177738,0.200972492259589,0,0,0,0,0,0,0,0,0,0.14958391768131,0,0,0,0,0,0.0621496079075612,0,0,0.113191679084652,1.73472347597681e-18,0.149095334588182,0,0.125160779699741,0,0,0,0,0,0.00860368903878444,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688724522350588,0,0,0,0.32704763068526,0,0.0103400819272807,0,0,0,0,0,0,0,0,0,0,0.0501281440268722,0,0,0,0,0,0.0390617322770578,0,0,0.0171769270347819,0.00866096508162083,0.132770296210477,0,0,0,0,0.122300475405743,0,0,0,0,0,0,0.060578063078755,0,0
X002304.SZ,0,0,0,0,0,0.106889603946969,0,0,0,0,0,0,0,0.243112858712342,0.102635540423257,0,0,0,0,0,0.0383774413522968,0.0431317158040595,0,0.171711142449602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125777317742464,0,0,0,0,0,0,0,0.00935759284765359,0,0,0,0,0,0,0,0.0227453814703427,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.223773737401282,0,0,0,0,0,0,0,0,0.13860135261011,0,0.0110908461107617,0,0.0598830845810748,0,0,0,0,0,0,0,0.387417413845129,0,0,0,0,0,0,0.0264865900901162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577352702663527,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0451735440545118,0,0,0,0,0,0,0,0,0,0.0185737647987582,0.0389837802677976,0.150110571127646,0.148125911926801,0,0,0,0,0,0,0.0373556777422313,0.0291254404085627,0.019197557018972,0,0,0,0.0166839558644675,0,0,0,0,0,0.00927520885818331,0,0,0.207704567918381,0,0,0,0,-0.0290360531510398,0,0,0,0,-0.0300127064600677,0,0
