,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002129.SZ,X002049.SZ,X300142.SZ,X000596.SZ,X601877.SH,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X600460.SH,X600741.SH,X000157.SZ,X000799.SZ,X002074.SZ,X002236.SZ,X002414.SZ,X600702.SH,X600779.SH,X600584.SH,X601799.SH,X000800.SZ,X002007.SZ,X600183.SH,X600884.SH,X000733.SZ,X300003.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.253941091111793,0,0.0606346291616689,0,0.160701899705519,0.0167988625783989,0,0.0177689505864744,0,0,0,0,0,0.0419927769782684,0,0,0,0,0,0,0,0.0557719998540358,0,0,0,0,0,0,0,0,-0.0140020300635936,0,0,0,0,0,0,0.0568051606869863,0,0,0,0,0,0,-0.00348729649551268,0,0,0,0.0164859006730376,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.144031849084879,0.140967406108225,0,0,0,0,0,0.156106119077671,0,0,0,0,0,0,0,0,0,0,0.082455572396897,0,0,0,0,0,0,0.0497537965977124,0,0,0,0.000798444449880998,0.0991617668171087,0.0177133686596728,0,-0.0790906504891013,0.0548269940267073,0.164462900811323,0,0,0,0,0,-0.0474996948147532,0,0,0,0.0355188898422035,0,0,-0.0120870295031037,0,0,0,0,0,0
X002415.SZ,0,0.130895059852667,0,0,0,0,0.0638681415276115,0,0,0,0,0,0,0.100784691351592,0,0,0,0,0,0,0.131878352675029,0,0,0,0,0.0100481763555326,0,0,0,0.00629385488760714,0.000411815180017725,0,0,0,0,0,0,0,0,0,0,0.136790522791587,0,0.0733069137661455,0,0.0887652372648794,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.196965586702835,0,0,0,0,0,0,0,0,0,0,-0.10375314424436,0,0,0,0,0,0.0564710631129928,0,0,0,0,0,-0.0727109840663693,0,0,0.373613630380819,0,0,0,0.194396124968331,0.0747780745206177,0,0,0,0,0,0,0.0343928265587262,0,0,0,0,-0.0414038095094459,0.0586724458546132,0,0,0,0,0,0
X600276.SH,0,0.272545650520939,0,0,0,0,0,-0.125493599564236,0,0,0,0,0,0.239477695435374,0.321043893927526,0,0,0,0,0,0,0,0,-0.34041615010025,0,0,0,0,-0.0178333635289799,0.105717757291212,-0.0749852364530088,0,0,0,0.00387135195487905,0,0,0,0,0,0,0,0,0,0,0.0132881715755055,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.531802665229478,0,0.0668714153225246,0,0,0,0,0.0612332782467327,0,0,0,0,0,0.0167226775538614,0,0,-0.079070980211215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998819512946983,0,0,0.0831594618607809,0,0,0,0,0,0,0,0,0,0,0,-0.0228730158565621,0.0207756961859966,0,0,0,0,0,0
X600690.SH,0,0.0685330858409048,0,0,0.227379046447513,0.0921139477874832,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0283399828324866,0,-0.00157558247373556,0,0,0,0,0.0596845191366484,0,0,0,0.175519374135964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274909905285999,0,0,0,0,0,0,0
X002475.SZ,0,0,-1.73472347597681e-18,0.0246030637779694,0,0,0,0,0,0,0,0,0,0,0,0.19260250406544,0,0.195135472171538,0,0.0327143440182746,0,0,0,0.114487336260617,0,0,-0.191703280383783,0,-0.137307170492524,0,0,0.0475988246129514,0,0,0,0,0,0,0,0,0,0.0295171492535833,0,0,0,0,0,0,-0.0644127781045788,0.0188503007570726,0,0,-0.0289327370047842,0,0,0,0,0,0
X002304.SZ,0,0,0,0.46194105348747,0,0.174416912179796,0,0,0,0,0,0,0,-0.0499815106085541,0.0260456081317553,0,0,0,0,0,0.12734658946654,0,0,0,0,0,0.0744627056608138,0,0,0,0.0867252318673597,0,0,0,0,0,0,0,0,0,0,0,0,0.0982453310332579,0,0,0.0426834500418798,0,0,0,0,-0.133136742617785,0.0985570790713752,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0223238549184799,0,0,0,0,0,0,0,0,0,0.101020008353501,0,0.197341663083011,0,0,0,0,0,0,0,0,0,0,0.0460985818436486,0,0,0,0.00538871642839429,0,0,0,0,0,0.0252826571527501,0,-0.0888030206053372,0,0,0,0,-0.0388474297593837,0,0,0,0,-0.0545673853410702,0.0783418525079698,0,0,0,0,0,0
