,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X300136.SZ,X002008.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600271.SH,X002294.SZ,X600522.SH,X600177.SH,X600487.SH,X000157.SZ,X600118.SH,X600867.SH,X600699.SH,X600566.SH,X600372.SH,X600809.SH,X000981.SZ,X002007.SZ,X000559.SZ,X002074.SZ,X000050.SZ,X000066.SZ,X300115.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00953971623560075,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.237725989200671,0,0,0,0,0,0,0,0,0,-0.0308308585958532,0.0852067100716057,0,0,0,0.0580647849961571,0.085836561706316,-0.0503888240233814,0,0,0,0.132272786463069,0,0,0,0,0,0,0.303521203557633,0,0,0,0,0,0,0.0481132969737281,0.102063185304788,0,-0.00840164835600357,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.346168146401288,0,-0.0390482086884259,0,0.0239342266723509,0,0.0940634227583375,0,0.220495734074111,0.0709646812666792,0,0,0,0,-0.0306806119694468,0,0,0,0,0,0,0,-0.198260932173425,0,0.0651086781971839,0,0,-0.051220250191644,0,0,0,-0.0987095851972494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175977076038353,0.0196695186011542,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0870013753563081,0.129692831373555,0,0,0,0,0.0511603287274283,0,0.159908607261299,0.41735352082746,0,0,0,0,0,0,0,0,0,0.261980505033469,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169516286135335,0,0,0,0,0,-0.078078012091373,0,0,0,0,0,0,-0.00584387303382872,0.0158269206587244,0,0,0,0,0,0
X000651.SZ,0,0.0752372920411901,0,0,0.129559282211191,0.0931219588548373,0,0,0,0,0,0,0,0,0.0198296806108231,0,0,0,0,0,0.1948817656962,0,0,0,0.0391227526705444,0,0,0,0,0,0,0,0,0,0,0,-0.0397645646130447,0,0,0.241603171302281,0,0,0,0,0,0.0334032341750623,0,0,0,0,0,-0.00193660486467011,-0.00926452787146745,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711481629651945,0.0783000751796554,0,0,0,0,-0.0231647785315464,0,0.0617367294275579,0,0,0.0191280715373296,0,0,0.0625806731579229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163484349333466,0,0,0,0,0.0235253624982265,0,0,0,0,0.0059919684079281,0,0,0,0,0,0,0
X000725.SZ,0.0697526960514507,0,0.0791966474153353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323200817450873,0.235023082370028,0.652571919617408,0,0,0,0,0,0,0,0,0,0.0917785496375782,0,0,0,0,-0.145256140178196,0.0980862595630219,0,0,0,0,0.00915960362648279,0.0244121981565468,0,0,0,0,0,0
X600276.SH,0,0.134546250986152,0.162659641102715,0,0,0,0,0,-4.33680868994202e-19,0,0,0.117391846944704,0,0,0,0,0,-0.00516477611910581,-0.135395688173933,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.162318109647557,0,0,0,0,0,0,0,0,0,-0.0300853093685122,0,0,0,0,0,-0.0390638197652277,0,0,0,0,0.0054223408597007,0,0,0,0,0,0,0
X002304.SZ,0.347277527575471,0.1124518663805,0,0,0.261468758317798,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.10753921582196,0,0,0,0.00499168380226539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708133256701122,0,0,0,0,0,0,-0.0434475610334615,0.28802182999684,0,-0.130728808947964,0,0,0.0530169064262807,0,-0.113720544360811,0,0,0,-0.0576574719872884,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.222448791640791,0,0,0,0,0,0,0.137699229602527,0,0.00458604574677872,0,0,0,0.292626659817172,0,0,0.0651592892409509,0.0308150275120815,0.0140924771964012,0,0,0,0,0,0,0,0,-0.0548540291175831,0,0,0,0,0,0,0,0,0,0,0.0189203963869306,0,0,-0.0283078714571408,0.00704467344091386,0,0,0,0,0,0
X600690.SH,0,0.20035244220607,0.0117853296414484,0.0965836526878699,0,0,0,0,0,0,0.00992590589632656,0.309040121428246,0,0,0.191552610494898,0,0,0,0,-0.0655621492814131,0,0,0,0,0,0,-0.0182903942863382,0,0.0628871185017441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0313306901661104,-0.0254499228157961,0,0,0,0,0,0
