,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X002304.SZ,X300124.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X002129.SZ,X600703.SH,X002241.SZ,X000157.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X600183.SH,X601799.SH,X002028.SZ,X000800.SZ,X002074.SZ,X002007.SZ,X600460.SH,X600066.SH,X002223.SZ,X000921.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.354753169342092,0.151108760443932,0.055444110228942,0,0,0,0,8.67361737988404e-19,0,0.016563839120846,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.066575560120828,0,0.048863827207585,0,0,0,0,0,0,0,0,0,-0.0535199603887337,0,0.0168030198568761,0.00984099080529893,0,0.0236111304927071,0,0,0,0,0,0,0,-0.0296262360896352,0,0,-0.00927680706070948,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.398261747960594,0,0.162044655704749,0,0,0,0,0,0,0,0,0,0,0.0196221214117922,0.0318201975025068,0.0509702717705194,0,0,-8.67361737988404e-19,0.0583687695835752,0,0,0,0,0,0,0,0,0.0387975796395495,0,0,0,0.0126645007875928,0,0,-0.0865325782752433,0,0,0,0,-0.0502213778302359,0,0.0307048614775383,0,0,0.0291805347684304,-0.002606471403304,5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0745765053226425,0,0,0,0,0,0.384271320998894,0,0.00236191699662397,0,0,0.170805164799853,0,0,0.163894591864215,0,0,0,0,0,0,0,0,0,0.0702070988735851,0,0,0,0,0,0.0165194104067978,0,0,-0.0283141758668769,0,0,0,0,0,0,0.00322295280515357,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650935999557111,0,0,0.158058377974617,0,0,0,0,0,0,0,0.0284677670405336,0,0,0,0,0,0,0.362618106288374,0,-0.0422567787638335,0,0,0,0.0379914566344747,0,0,0,0,0,0.17382645754216,0,0.163460128895568,0.0375770110542204,0,0.0147184742055907,0,0,-0.0277668903327268,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.479012951340296,0,0,0,0,0,0,0,0,0,0,0,0,0.401562511393195,0,0.00503267338570536,0,0,0,0.13444139487955,0,0,0,0.0116935039181234,0,0,0,0,0,0,0,0,0,-0.133155651535808,0,0,-0.0410137804468958,0,0,0,0,0,0,0,0,0,-0.0258000065829388,-0.000122612921955372,0,0,0,-0.0244943413305252,0,0
X000568.SZ,0.176216647716283,0.797945914390281,0,0,0.141678839832108,0,0,0,0,0,0.076136564456978,0,0,0,0,0,0,0,0,0,0,0.0708444024006302,0,-0.0916464046636719,0.000271913335095607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462356989856278,0,0,0,-0.100459540281789,0,0,0,0.00957679260241663,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571812643108651,0,0,0,0,0,0,0,0,0,0,0,0,0.351664401409199,0,0,0,0,0,0,-0.110059662673462,0,0,0,0.155817748079931,0.0834256856775275,0,0,0.0116983791589279,0,0,0,0,0,0,0,0,0,-0.0528436578698553,0.00590039679959714,0,0,0,0,0,0
X600690.SH,0,0.0581821784089028,0,0.040903266118315,0,0.273901636364268,0,0,0.0887426296637476,0,-0.0241675460120819,0,0,0,0,0,0.0632066381662541,0,0,0,0,0,0,0,0.00807785856892537,0,-0.0425390320788348,0,0,0,0,0.0273855545899471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506335601137956,0,0,0.0174303597051245,0,0.0262112524387628,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.34362708091563,0,0,0,0,0,0.0214795084873173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377823203336097,0,0,0,0,0.0738404420305578,0.090489659946092,0.0108605997776449,0,0,0,0,0,0,0.220742153887811,0,0,0,0.00771227237953793,-0.00241764546471521,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728017600788072,0,0,0.0134690739181311,-0.012143364778842,0,0,0,0,0,0,0,-0.0337557054190761,0,0,0,0,0,0,0,-0.0694187466234225,0,0,0,0,0,0,0,0.0114114988267487,0,0,-0.00276442803359038,0,0.134477954546258,0,0,0,0.0802684271872426,-0.0120167028889686,0.00759904479219468,0,0,0,0,0,0
