,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600066.SH,X601877.SH,X600809.SH,X300124.SZ,X600487.SH,X002508.SZ,X000100.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600522.SH,X300136.SZ,X600271.SH,X600566.SH,X000157.SZ,X000981.SZ,X000050.SZ,X600177.SH,X600089.SH,X000596.SZ,X002085.SZ,X600707.SH,X600498.SH,X000661.SZ,X300142.SZ,X002180.SZ,X002179.SZ,X600699.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0465989590446798,0,0,0.619876136975506,0,0,0.0372981400576954,0,0,0,0,0,-0.0558660852040808,0,0,0,0,0,0,0,0.0319958289649042,0,0,0,0,0,0,0,0,0,0,0,0,0.0774504947238299,0,0,0,0,0,0.0767344911384261,0,0.0638223006389766,0.0399008129377187,0,-3.46944695195361e-18,0,0,0,0,0,-0.00106670755828916,0.00768253438907266,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0306422743159245,0,0,-0.231621975238,-0.174591322308542,0.314200781101131,0,0,0.057391522039065,0.0171758973180754,0.212101589861699,0,0,0,-0.0270636041541391,0,0,0.134211932021456,0,0,0,0,0,0,0,0,0,0,-0.0189532366371243,0,0,0,0,0,0,0,0,0,0,0,0.048753715730529,0.012186849515516,0,0,0,0,0,-0.0192650664124845,0.011148420670595,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0441289683237774,0,0,0.232093965845216,0.0772259337584625,0.0272802101625576,0,0.078885240968253,0,0,0.0476578692187622,0,0,0.160894326144352,0,0.0460587386520785,0,0,0.218109399832733,0,0,0.0451854771481551,0,0,0,0,0.139904420037737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601665770292515,0,0,0,-0.0201890280304662,0.00946390372389098,0,-0.106173661270741,0,0,0,0
X000651.SZ,0,0,0,0,0.5129151855296,0,0,0,0.0501938136283903,0.0479528497586708,0,0,0,0,0,0.100062825596434,0.0916848841049098,0,0,0,0,-0.0627680577045576,0,0,0,0,0,0,0,0,0.0127155432949961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141120127736601,0,0,0,0,0,0.0105424219101461,0,0,0,0,0,0,0
X000858.SZ,0.237164712997842,0,0,0.433131055391471,0,0,0,0,0,0,0,0.339238613957727,0,0.0405651406396207,-0.0219092841743364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127594306467145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689597970042368,0,0,0,0,0,0,0
X600276.SH,0,0,0.0546967093712614,0,0,0,0,0,0,-3.46944695195361e-18,0.0219599537205413,0,0,0.0408451198747739,0,0,0,0,0,0,0,0,0.0514243755963876,0,0.229194356717462,0.167156480909502,0,0,0,0,0.0499091949161093,0.0294388502027512,0.00815146807650619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878919026286152,-0.0105852497002989,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.568811323272923,0.0242926701408981,0,0,0,0,0,0.172149807997801,0,0,0,0,0,0,0,0,0,0,0,0.145627796532188,0,0,0,0,0,0,0,0,0,0.113367194761321,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691367832165439,0.072875108951909,0,0,0,0,0,0
X002304.SZ,0.344600388380922,0,0,0,0,0,0,0,0,0,0,0.367097929194534,0,0.0150559154234357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00584764915201755,-0.00253630139180884,-0.0504526716786678,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.357668363691843,0,0,0,0,0,0,-0.0394077166961278,0,-0.0421346510717847,0,0,0,0.0564573684906286,0,0.0500933640624337,0,0,0.12215549504589,0,0,0,0.159494229501252,0,0,0,0,0.359471168860675,0.0880980179073394,0,0,0,0,0,0.0681461783728589,0.142587592355777,0,0.299606320996531,0.0552856666528204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0336297373934823,0,0.428178164911957,0.108423428382576,0.00592668782161514,0,0,0,0,0,0,0,0,0.0191122755089614,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0562526504494286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131592532803889,0,0,0,0,0,0,0.00896447626192119,0,0,0,0,0,0
